Mixture,Other,Non-inflammatory_Macrophage,alpha-beta_T_Cells,Inflammatory_Macrophage,NK-like_Cells,gamma-delta_T_Cells,Mature_B_Cells,Plasma_Cells,P-value,Correlation,RMSE
RK020_Liver,0.754620968928167,0.0679277639636361,0.0546165686926539,0.0108587400811245,0.0329161522602144,0.0375584918135332,0.0415013142606706,0,0,0.911801283667977,0.433668156879703
RK066_Liver,0.0144126915815251,0.0237498167856734,0.323592502710618,0.320836199900436,0.0507507372638703,0.0542932745748922,0.0580955279195153,0.154269249263469,0,0.669528047435733,0.772055373868876
RK195_Liver,0.741644776609447,0.0466730020063043,0.0435371150184275,0.0420720378137255,0.0413479753452824,0.0415829182584582,0.0431421749483551,0,0,0.909520163353311,0.440744281544953
RK255_Cancer,0.540297519075654,0.0595052790253367,0.0728858030487698,0.0837406882333312,0.0609179640462484,0.0428818934051983,0.0591458496712098,0.0806250034942521,0,0.837240513962232,0.574807731420735
RK117_Cancer,0.617372851592608,0.0601018216083665,0.0950480686214506,0.0237207061822216,0.10551081467565,0.0064083605798067,0.0908880280088901,0.000949348731006622,0,0.751328471535409,0.666789159614994
RK310_Cancer,0,0.00990423239385816,0.319780876096267,0.295310280714336,0.0625904226949498,0,0.0642173803128204,0.248196807787769,0,0.689197947561112,0.76801367595012
RK010_Cancer,0.596880825441089,0.0516079057860783,0.125011244252096,0.0331661336305151,0.0459685945810836,0.0195027297022849,0.03907795918136,0.0887846074254927,0,0.766879634164565,0.651985632837087
RK270_Cancer,0.486121833236897,0.104535237779515,0.175342891499613,0.0377403889590605,0.070690245715824,0,0.0127646534068959,0.112804749402195,0,0.761711585778887,0.659016772908605
RK031_Cancer,0.332754958188555,0.192762924893451,0.0700707458231041,0.0847660490279493,0.155434994790803,0.0326817656775926,0,0.131528561598545,0,0.898825609597352,0.470348305893995
RK003_Cancer,0.245951414133491,0.0651579093185627,0.031289983545219,0.179490470754257,0.0392307572179731,0.0771053993661753,0.178348327605338,0.183425738058984,0,0.860006129972878,0.589516005101749
RK207_Liver,0.798589140165866,0.0124085896149305,0.0310499080480325,0.0279909576158663,0.0463225722625584,0.0397867635809037,0.0438520687118423,0,0,0.876109964767633,0.499228152361616
RK175_Cancer,0.490567685281006,0.0799824385824041,0.11613246335928,0.0404329214265256,0.086624902831985,0.0164215427235757,0.0114556359810096,0.158382409814214,0,0.777056602218689,0.647560802924872
RK093_Liver,0.816152075226498,0.0081130805132201,0.0402309023481537,0.0243219010362059,0.0550995990169243,0.0276305914938566,0.0284518503651415,0,0,0.914909249648141,0.428124655288727
RK169_Cancer,0.596830393321232,0.104666819901032,0.0815764209265815,0.0368108412083476,0.0720674790524029,0.0253563068374571,0.0416894630660552,0.0410022756868919,0,0.881959481456518,0.496627808780408
RK266_Cancer,0.340667286713458,0.163586994919639,0.153423650210449,0.0511407344042873,0.0470537936520546,0.0639684910434119,0.0655353633376696,0.114623685719031,0,0.866358289415912,0.538788668962276
RK244_Liver,0.740285154045431,0.0475991577513084,0.0426673404003462,0.0349765432582349,0.0240776177911605,0.0570685509680525,0.053325635785466,0,0,0.916609927500667,0.427573243236886
RK102_Cancer,0.195102035210961,0.0406271002632472,0.164903105891279,0.235977822336974,0.071195822567166,0.0972480674780852,0,0.194946046252287,0,0.882731206718679,0.608789087059809
RK128_Liver,0.816963692181624,0.0468315812100179,0,0.0165530177167809,0.044588126143771,0.0453942727616887,0.0296693099861177,0,0,0.927326364202803,0.399842868008882
