Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE
S30N,0.113781088993715,0.0596209532113585,0.453419978817193,0.0940122015137607,0.0795826548958242,0.0359094076607253,0.15598598936449,0.00768772554293373,0,0.832324787635671,0.737577303934733
S30T,0.122393161077814,0.0378272997140229,0.264098820145951,0.158056222714723,0.0701113825939402,0.0269802591242463,0.320532854629302,0,0,0.672099356192159,0.826947304275605
S31N,0.131580780691401,0.0570509356795762,0.4694892602372,0.0961740859434529,0.068058683237893,0.0441268526503494,0.125460308870054,0.00805909269007273,0,0.82287016748448,0.73873815875378
S31T,0.062979458595365,0.171473802362846,0.337623425869687,0.207345609773625,0.0105157488080769,0.066914489375535,0.131467376406762,0.011680088808103,0,0.703357205884942,0.815807931771952
S32N,0.0714166127807185,0.0547388389586164,0.498107466940694,0.133806358387515,0.0702075784505142,0.0308406229578068,0.13638926368716,0.00449325783697479,0,0.82353283155285,0.728628963784328
S32T,0.121925824257824,0.0879719139161135,0.440937515160621,0.126240248217967,0.0448611762506724,0.044378496448932,0.124218715606938,0.00946611014093199,0,0.749062479727474,0.780652355746214
S33N,0.0927115113821346,0.0770048999699975,0.476738850450499,0.100994465162579,0.0679323149704637,0.047442861457602,0.130502132757765,0.00667296384895907,0,0.846077300853556,0.723291702342302
S33T,0.103165924846232,0.0929527727604009,0.435074411769878,0.135255533519934,0.0819677440095248,0.0621930744773531,0.0790519450984398,0.0103385935182375,0,0.737759305527902,0.786452114231681
S34N,0.145419423396976,0.00671436548821724,0.495926314002477,0.0758389010817886,0.106288109735285,0.0266863659762731,0.136875955458173,0.00625056486080888,0,0.763053971304258,0.760012453185213
S34T,0.0788004654795576,0.128889425343376,0.268224314095157,0.223828678589969,0.000829354933445028,0.0510268590542584,0.24151887980125,0.00688202270298633,0,0.681523238542204,0.829714340175917
S35N,0.198580063792118,0.00172471595668409,0.53714925977205,0,0.132355509050326,0.0333286240863697,0.0819487212517802,0.0149131060906715,0,0.762034173941808,0.751981606521505
S35T,0.147934647492686,0.105764388118787,0.456977722591346,0.0999729169367659,0.0151687069873376,0.0351061754067052,0.128183565046178,0.0108918774201943,0,0.761476681649784,0.771434086833255
S36N,0.183624658559354,0.0280322807327121,0.526637474104092,0.0337756183550103,0.112231374979494,0.0159266415500049,0.0916069662769539,0.00816498544237889,0,0.76548898116709,0.753811534064291
S36T,0.130393731653874,0.0776065719906327,0.492281233780485,0.0804617430842838,0.0694981544029828,0.0441282220313053,0.0991022778524801,0.0065280652039563,0,0.817113707641541,0.735826708340505
S37N,0.0755038344565623,0.0264432582347012,0.487349658751041,0.13079204185479,0.118636172632836,0.0262794395246343,0.13217229318002,0.00282330136541538,0,0.784811335845866,0.752066629587222
S37T,0.118461217965606,0.0640717948519512,0.449721731609602,0.129968529353014,0.0579844335996121,0.0693819321088842,0.102466589630857,0.00794377088047285,0,0.756306127306381,0.771723028678463
S38N,0.101071245855431,0.0827669181739509,0.458575317969107,0.130093320516984,0.0520336670938184,0.0434490450511375,0.123216611864044,0.00879387347552671,0,0.804668373250601,0.75080842211616
S38T,0.147429772166227,0.0598657423662726,0.460031212130176,0.0914413023828471,0.0578999901426769,0.0528589646625969,0.123913931041408,0.00655908510779591,0,0.804101222493468,0.749105474980118
S39N,0.0940843311045605,0.0518406514142899,0.478900335370854,0.116156121206433,0.0683245378842981,0.0456013145278273,0.134990475549589,0.0101022329421478,0,0.826293013195196,0.732489569810308
S39T,0.16043190567493,0.0512097892167275,0.454618311625441,0.113373048745055,0.0384481051677257,0.0494567296373041,0.12220088739549,0.0102612225373265,0,0.785309374191209,0.760410775683892
