NAME	Central_venous_LSECs	Cholangiocytes	Other	Hepatocyte	Portal_endothelial_Cells	Periportal_LSECs	Hepatic_Stellate_Cells	Erythroid_Cells
GLO1	336.816437355732	1	1	1	1	1	1	1
GLRX	1	1	140.383313081935	73.2699824862096	1	1	1	1
GLRX5	1	1	1	51.4144470735302	1	1	1	537.994909048501
GLUD1	1	1	1	187.352931820425	1	1	1	1
GLYAT	1	1	1	151.082447515673	1	1	1	1
GLYATL1	1	1	1	95.2376150908957	1	1	1	1
GLYCTK	1	1	1	80.1854878355469	1	1	1	1
GMFG	608.240920281689	1	450.268730452635	1	214.655411391724	133.439325027057	1	1
GMPR	1	1	1	1	1	1	1	171.766537567474
GNAI2	167.426315703718	1	145.380407736747	1	135.685130931779	223.947892769003	1	1
GNAQ	121.607497825459	1	1	1	1	1	1	1
GNB2	153.212220623178	1	86.3413258726122	1	89.0700490654862	1	156.108692977903	61.5662066879557
GNG11	2240.45792864449	1	1	1	675.883504662939	1238.3460457394	293.14147348226	1
GNG12	122.854426000298	1	1	1	1	1	1	1
GNG5	237.238482447119	436.222991097176	171.584072475017	160.916668186708	328.64552288118	348.504960808088	1	68.3668867723331
GNLY	1	1	997.112817769814	1	1	1	1	1
GNMT	1	1	1	386.745307317724	1	1	1	55.2259725882002
GNS	91.0794094288906	1	1	1	1	1	1	1
GOLIM4	1	1	1	73.8248532803151	1	1	1	1
GOLPH3	1	1	1	61.7015623129226	1	1	1	1
GOT1	1	1	1	75.929198423092	1	1	1	1
GOT2	1	1	1	72.617520091725	1	1	1	1
GPAM	1	1	1	83.8542608300269	1	1	1	1
GPM6A	153.473873720499	1	1	1	178.100180386989	1	1	1
GPR182	182.986370773924	1	1	1	1	1	1	1
GPR65	1	1	92.8840216387356	1	1	1	1	1
GPRC5C	1	1	1	76.7862547815542	1	1	1	1
GPSM3	1	1	256.489092698992	1	1	1	1	1
GPT	1	1	1	115.697406121693	1	1	1	1
GPX2	1	398.487434239782	1	360.802167627052	1	1	1	1
GPX3	1142.49215589637	1	1	99.6829969942337	752.050847160389	925.679627949707	2369.36521650436	1
GRASP	141.964078515672	1	1	1	1	1	1	1
GRB2	1	1	84.2687263023462	1	1	1	1	1
GRHPR	1	150.259667886469	1	415.699956982177	1	1	139.325484819891	1
GRINA	1	1	1	86.2456259569649	1	1	1	1
GRN	296.091874205127	1	242.316557702305	1	194.858913386528	134.637710019239	1	1
GSDMD	91.7612829023018	1	1	1	1	1	1	1
GSN	128.433123042585	1	1	1	610.21081129987	451.06298803671	963.168266256623	1
GSPT1	1	1	1	1	1	1	1	146.699757889768
GSTA1	1	635.409787338689	1	502.968552673562	1	1	73.5132175308463	1
GSTA2	1	284.804353830012	1	1	1	1	1	1
GSTK1	158.71065923237	150.646241319463	154.331086557133	129.34383350328	1	119.986862989831	1	1
GSTM3	1	1	1	1	1	1	270.864962456771	1
GSTP1	307.272558787567	1347.6337762311	464.610877534462	1	684.275193502696	469.477709029528	697.260094465553	1
GSTZ1	1	1	1	169.464475647491	1	1	1	1
GTF2A2	1	1	1	1	1	1	1	40.8028455949158
GTF2H5	141.852338943394	1	1	69.1176285080488	1	1	1	1
GTF2I	183.975503598035	145.674460807762	1	1	141.476914038643	1	1	1
GTF3A	1	1	167.755498124881	53.2818204024377	1	1	1	1
GTF3C6	1	135.684949540523	1	1	1	1	1	1
GUCD1	1	1	1	62.2537895797566	1	1	1	1
GYPA	1	1	1	1	1	1	1	911.912488966753
GYPB	1	1	1	1	1	1	1	642.181236541024
GYPC	528.171259891221	1	179.301521977501	1	222.760747081359	94.3603105694503	136.04847067145	878.626624866376
GYPE	1	1	1	1	1	1	1	72.2049432234585
GZMA	1	1	567.445739243848	1	1	1	1	1
GZMB	1	1	200.580624588679	1	1	1	1	1
GZMH	1	1	204.090660928848	1	1	1	1	1
GZMK	1	1	250.088137864599	1	1	1	1	1
GZMM	1	1	124.985676281135	1	1	1	1	1
H1F0	1	1	1	1	1	1	1	166.078934053227
H1FX	119.728314421477	1	113.421108110502	1	1	1	1	75.4503611817316
H2AFJ	109.739317853417	132.61304819006	87.5997962750379	1	1	1	371.511417300037	128.5783215496
H2AFV	1	1	138.16606858472	1	1	1	1	49.3360094165021
H2AFY	1	1	173.496011260926	1	1	1	1	1
H6PD	1	1	1	70.3736034965772	1	1	1	1
HAAO	1	1	1	80.3183835557693	1	1	1	1
HABP2	1	1	1	93.2906494242857	1	1	1	1
HACD3	1	1	1	66.0500820120116	1	1	1	1
HADH	1	1	1	113.310698116374	1	1	1	1
HADHA	1	1	71.5015517893858	77.1414310946232	1	1	1	1
HADHB	1	1	1	121.772896445141	1	1	1	1
HAGH	1	1	1	73.7223009494626	1	1	1	187.051239071309
HAMP	1	1	1	1429.750162412	1	1	1	61.7604644914053
HAO1	1	1	1	129.882911708974	1	1	1	1
HAO2	1	1	1	104.114232701963	1	1	1	1
HAX1	1	1	75.8096315952065	1	1	1	1	1
HBA1	1	1	339.485789296923	1	1	829.105820176363	1	143188.952902878
HBA2	1	1	378.122985340132	1	1	781.850426520608	1	127940.326015416
HBB	1733.69674790518	337.112110021679	1220.36929876111	1	352.025951870218	3274.00276559658	248.786426341169	401010.267287717
HBD	1	1	1	1	1	1	1	11128.4669298378
HBM	1	1	1	1	1	1	1	4778.76460963725
HBQ1	1	1	1	1	1	1	1	266.816251063347
HBZ	1	1	1	1	1	1	1	75.2350208915694
HCLS1	1	1	253.427734071308	1	1	1	1	1
HCST	1	1	759.20775227455	1	1	1	1	1
HDGF	1	1	1	70.967637602349	1	1	1	80.4421345280294
HDLBP	1	1	1	79.6000766693639	1	1	1	1
HEBP1	209.970746427085	1	1	1	133.284183115278	108.353968919381	1	44.9633543292119
HEBP2	1	190.260383209833	1	240.705681311067	1	1	1	1
HECW2	258.283794895969	1	1	1	1	1	1	1
HEG1	1	1	1	1	202.398891542949	186.516660530312	1	1
HELZ	141.928851266867	1	1	1	1	1	1	1
HEMGN	1	1	1	1	1	1	1	620.333213041586
HERPUD1	211.464484676614	1	193.035887756975	67.3677450363072	1	1	1	1
HES1	1198.00830722692	677.299236256407	1	69.6366996002501	908.042254407306	1242.72371804532	113.312848540059	1
HEXB	110.979842306594	1	1	1	1	1	1	1
HEXIM1	1	1	1	1	1	1	1	39.1028171595921
HFE2	1	1	1	69.5485716609884	1	1	1	1
HGD	1	1	1	250.795919652692	1	1	1	1
HGF	1	1	1	1	1	1	446.327956856111	1
HIBCH	146.969883597362	1	1	1	86.0154608115592	1	1	1
HIF1A	287.285340661628	1	1	1	239.800637012575	108.543372876396	1	1
HIF3A	1	1	1	1	127.818036396195	1	1	1
HIGD1A	1	1	1	77.8698180498977	1	1	1	1
HIGD2A	108.601942083037	137.451688748898	234.787291258626	78.5367676010609	1	1	1	1
HINT2	1	1	1	187.360503462254	1	1	1	40.0416598476613
HIPK2	279.893928416004	1	1	59.0883364032134	294.476679112383	1	1	1
HIST1H1C	1	1	1	1	1	1	1	117.370899451892
HIST1H4C	1	561.546197443575	624.157225369527	297.946078465508	158.07061709735	275.443335880581	1	1584.73686107126
HK1	1	1	1	1	1	1	1	47.3453577660775
HLA.DMA	1	1	115.517511309794	1	1	1	1	1
HLA.DPA1	1	1	514.438903970319	1	82.5541706457729	1	102.618884609434	1
HLA.DPB1	1	1	665.715382353699	1	111.642746102765	1	143.942941493331	1
HLA.DQA1	1	1	146.414334850188	1	1	1	1	1
HLA.DQB1	1	1	166.766857574271	1	1	1	1	1
HLA.DRA	180.265417072099	1	1252.95333670896	1	168.725577448032	115.010303976333	500.086068053402	1
HLA.DRB1	200.098889886846	1	505.930613456461	1	273.019774338667	137.209910639554	446.327956856111	1
HLA.DRB5	1	1	208.308982278573	1	185.484165433416	1	363.708048835176	1
HLA.E	2783.65938772049	149.032739230834	1083.61355900775	1	4153.20803094665	2357.72929216362	487.827098056971	45.5709536039275
HLA.F	1	1	142.613672003157	1	1	1	1	1
HLF	1	1	1	65.7867951253467	1	1	1	1
HMBOX1	93.931107753533	1	1	1	1	1	1	1
HMBS	1	1	1	1	1	1	1	503.047907980731
HMGB2	187.119064867539	1	356.656324376882	1	1	129.270758510056	1	959.843858126072
HMGB3	1	1	1	1	1	1	1	46.0080744102454
HMGCL	1	1	1	70.2966908157593	1	1	1	1
HMGCS1	1	1	1	229.228050162129	1	1	1	1
HMGCS2	1	1	1	533.703082824819	1	1	1	1
HMGN1	127.907479335146	339.088995858564	237.66363195937	67.0173659449868	1	113.405802588526	1	1
HMOX1	1	1	267.026040645298	1	1	1	1	1
HN1	1	1	96.4061659059671	1	1	1	1	1
HNF4A	1	1	1	82.2083300546891	1	1	1	1
HNMT	1	1	1	63.1885623019083	1	1	1	1
HNRNPA0	241.297008316032	1	157.076671433869	1	208.620651571722	163.952694983275	1	50.5713180100925
HNRNPAB	1	1	1	1	1	1	1	46.8220124389318
HNRNPD	113.364916021243	1	105.802971761703	1	67.2886266311986	1	1	1
HNRNPDL	114.733551238992	1	194.872270954923	51.3618271923263	1	1	213.488829518609	1
HNRNPF	155.37450199961	1	153.948355624699	90.938396386009	101.728526072941	1	1	42.7710414245689
HNRNPM	101.354259655905	1	143.235569233285	60.2600174112704	1	1	106.07907461141	67.494686468636
HNRNPU	108.52702755909	1	147.768944721682	1	1	110.667927977225	1	1
HNRNPUL1	1	1	83.6360900370785	1	1	1	1	1
HOMER2	1	166.274370245163	1	1	1	1	1	1
HOOK3	85.0581107417807	1	1	1	1	1	1	1
HOPX	1	1	164.205491775725	1	1	1	1	1
HP1BP3	178.847286758632	1	83.8291917843539	1	1	113.943543675649	1	68.2387450649271
HPCAL1	111.050208718771	1	1	1	103.440107093441	1	1	1
HPD	1	1	1	702.419303216759	1	1	1	54.8484279404778
HPGD	1	1	1	97.8464183840915	1	1	1	1
HPN	1	1	1	211.500735228892	1	1	1	1
HPR	1	1	1	206.169887226968	1	1	1	1
HPX	169.050425278182	1	137.384103294045	3208.67130233343	1	157.697477351015	1	99.6607920227143
HRG	1	1	1	213.258115834477	1	1	1	1
HRSP12	1	109.689424837267	1	395.296114818035	1	1	1	53.9320540947976
HSBP1	151.999409445881	1	87.4378160820958	58.5766932225619	127.889711124215	1	133.652401320512	1
HSD11B1	1	1	1	288.550486827902	1	1	1	1
HSD17B10	1	1	1	180.393678982054	1	1	1	1
HSD17B11	1	433.184073914291	102.642806053492	145.076546904824	1	60.6985540523652	1	1
HSD17B12	1	1	1	89.997629550552	1	1	1	1
HSD17B4	1	1	1	96.0395466412161	1	1	1	1
HSD17B6	1	1	1	1024.73982414006	1	1	1	1
HSF1	1	1	1	1	1	1	1	41.0865971473871
HSPA1A	209.29297753325	1	204.357371881167	1	108.704744720833	1	1	1
HSPA2	1	1	1	1	1	1	128.585914815695	1
HSPA5	250.157039848548	1	164.084744880183	165.212153874901	1	1	98.6950647861336	1
HSPA9	1	1	1	69.2834787758163	1	1	1	1
HSPB1	804.188133999583	239.663484469336	1	94.2670299248353	637.812329819742	1049.89749097298	945.100876423798	1
HSPB6	1	1	1	1	1	1	165.305966005012	1
HSPD1	1	119.914530761525	87.5736907628818	130.604920561107	1	1	1	1
HSPE1	1	375.21496050298	224.697319201494	521.109065747039	1	95.9915336042816	1	64.4811182579654
HSPG2	884.51195404482	1	1	1	1291.39372413521	809.194452573481	1	1
HTRA1	1	1	1	67.3541573843763	1	1	1	1
HTRA2	1	1	1	1	1	1	1	43.8568111784256
HULC	1	1	1	503.351380826507	1	1	1	1
HYAL2	362.840030907833	1	1	1	289.722652615116	266.740712142619	1	1
ICAM1	1	1	1	1	161.570512080598	1	1	1
ICAM2	256.873315977181	1	1	1	1	1	1	1
ICAM3	1	1	148.07135975099	66.430014220096	1	1	1	1
ID1	2255.63072775741	1	1	1	2751.3680064236	3933.0975572246	1	1
ID3	1339.65492772294	1	1	1	2487.01320436716	2488.90727000752	887.885964836887	1
IDH1	1	1	1	144.200164670589	1	1	1	1
IDH2	1	1	85.0182080469041	116.549086438415	1	1	1	63.0861800485902
IDI1	1	1	1	141.579231719509	1	1	1	1
IDS	1	1	93.171096652935	1	1	1	1	1
IER2	451.141034654265	865.144914830735	535.711666264102	1	147.544930269357	611.325640336942	130.270004397325	1
IFI16	144.969124841277	1	138.087533486637	1	102.665401750228	1	1	1
IFI27	1192.57703136911	1	1	1	1566.15317857899	1061.36185477503	1	1
IFI27L2	95.557515030662	1	86.9799251730348	1	100.293362326264	100.39815602614	98.6821049950732	1
IFITM1	1	1	242.449772223842	1	170.648810554064	194.791239403431	250.925187820202	1
IFITM10	109.217421063714	1	1	1	1	1	1	1
IFITM2	791.075325937356	183.11543073174	452.576891597158	287.888832261903	1022.93030438049	1191.64157999732	582.879602316943	1
IFITM3	2861.86988789101	775.853025710069	212.046310943086	1041.74807370981	3562.35872429969	3224.06926126524	3060.66746963353	1
IFNGR1	1	1	103.576112324949	1	1	1	1	1
IGF1	1	1	1	100.154398730108	1	1	1	1
IGF2	1	1	1	229.504650593817	1	408.792571461324	272.846568236298	1
IGFBP1	1	1	1	517.259047971811	1	1	1	1
IGFBP2	1	1	1	302.922490010276	1	150.090797131674	1	1
IGFBP3	150.288544008971	1	1	1	1	129.121813638782	1744.46987425624	1
IGFBP4	1102.93977409619	1	1	254.148356507373	460.491350557393	488.540339614701	518.050551186585	1
IGFBP5	1	1	1	1	1	1	1031.80725726014	1
IGFBP6	1	1	1	1	143.709253167611	1	1368.81802596517	1
IGFBP7	2532.2710893073	1	1	1	2515.48367985612	4772.71512833586	11886.22470728	1
IGHA1	1	1	3018.25774448686	1	1	1	1	103.659831750172
IGHG1	1	1	2206.34459232281	1	1	1	1	46.5100440859558
IGHM	1	1	4332.48661081689	1	1	1	1	34.1715268435427
IGKC	2487.75275593954	247.576838650848	16680.2159864859	1	145.423537775267	1698.04945859902	1	419.439621784065
IGLC2	1	1	6423.47745624807	1	1	1	1	119.570682285046
IGLC3	1	1	4299.01021544163	1	1	1	1	1
IK	1	1	1	1	1	1	1	45.4265529693899
IKZF1	1	1	75.2212479429031	1	1	1	1	1
IKZF3	1	1	81.6588009432816	1	1	1	1	1
IL13RA1	1	1	1	62.135445922052	157.378522002719	1	1	1
IL13RA2	141.503443086232	1	1	1	1	1	1	1
IL16	1	1	111.02353166416	1	1	1	1	1
IL1R1	208.994640345942	1	1	1	602.644453193383	1	135.312682466578	1
IL1RAP	1	1	1	131.222558444958	1	1	1	1
IL1RL1	1	1	1	1	1	1	143.548247388442	1
IL2RB	1	1	132.724561556725	1	1	1	1	1
IL2RG	1	1	120.530827710738	1	1	1	1	1
IL32	1	283.66661198602	629.942332351801	1	1	1	426.060811613004	1
IL33	675.152811627246	1	1	1	308.989706766643	652.39265335621	1	1
IL6ST	2219.6430549058	1	1	96.4417078713806	694.062772965946	701.406287941996	473.99423807788	1
IL7R	1	1	154.485861999628	1	1	1	1	1
ILF3.AS1	1	1	90.5748721615352	1	1	1	1	1
ILK	1	1	1	1	1	1	151.466713336408	1
IMPDH2	1	1	1	1	1	1	155.475845264684	1
INMT	641.587812092214	1	1	1	2203.77596810283	145.531653741109	562.811689639808	1
INPP1	1	1	1	1	93.8306559989025	1	1	1
INSIG1	1	1	1	386.804148849933	1	1	1	1
INSR	321.877034304161	1	1	115.761580309398	111.512413756654	321.005103949823	1	1
IQGAP1	130.460362558392	1	173.554321644452	1	1	1	1	1
IQGAP2	1	1	1	98.4998535758536	1	1	1	1
IRF1	1	1	135.518016629458	1	1	1	1	1
IRF2BP2	1	1	1	80.7285325936552	140.494368708971	1	1	1
ISCA1	1	1	1	1	1	1	1	150.002574421182
ISCU	1	1	99.3782600055847	1	1	126.676404295102	1	75.0696634583169
ISG20	1	1	266.223279487157	1	1	1	1	54.9586680137466
ISOC2	1	1	1	109.416258832001	1	1	1	1
ITGA1	158.137038904809	1	1	1	1	1	175.229493780556	1
ITGA5	1	1	1	1	86.4088554782133	1	1	1
ITGB1	437.331779079031	219.730811353834	97.4487891592533	112.563174068689	339.552783859718	342.4294768244	699.389089630702	52.306167626049
ITGB2	1	1	329.697066388022	1	1	1	1	1
ITIH1	1	1	1	597.819076203426	1	1	1	1
ITIH2	1	1	1	227.77213820674	1	1	1	1
ITIH3	1	1	110.080168169632	637.835592368845	1	122.717840304111	1	56.9390070701172
ITIH4	1	1	1	60.8369360975648	1	1	1	1
ITM2A	111.360813659521	1	1	1	103.203351181336	154.128596505444	1	1
ITPRIP	116.952635836751	1	1	1	1	1	1	1
JAK1	257.996730923385	1	146.656178519337	1	137.829139125762	1	1	1
JAM2	1	1	1	1	147.688174063354	131.551125010148	1	1
JAZF1	1	1	1	1	1	1	1	63.0606315971435
JCHAIN	1	1	1344.45070746178	1	1	1	1	1
JMJD1C	95.2401067075528	1	1	1	1	96.3864897300626	1	1
JTB	116.636922412666	166.195819194947	181.370921624682	142.956100339789	101.265489272401	1	1	51.8260781374114
JUN	693.757974313778	2539.47928132635	1366.19180942412	67.8179405728972	1091.46722530846	1129.05808547107	577.319969841812	1
JUNB	279.93336288047	594.487559491896	1304.41554826195	1	822.673365526695	1636.96629608106	552.810761552204	115.042401046724
KCNC4	105.500309310967	1	1	1	1	1	1	1
KCNK6	281.252021671927	1	1	1	209.150513416024	1	1	1
KCNQ1OT1	1	1	1	1	1	1	232.26717723078	1
KDELR2	108.040968256785	1	90.4802273919106	161.564533483333	1	1	171.463546359728	1
KDR	469.895938276148	1	1	1	1	1	1	1
KHDRBS1	1	1	75.9997130009023	1	1	1	1	1
KHK	1	1	1	192.308956556313	1	1	1	1
KIAA0101	1	1	1	1	1	1	1	137.607685493334
KIAA0355	1	1	1	1	191.436672842388	166.770810129078	1	1
KIAA1033	91.4532891381542	1	1	1	1	1	1	1
KIF22	1	1	1	258.634654923615	1	1	1	1
KLF1	1	1	1	1	1	1	1	240.225294048455
KLF10	136.375507342359	1	1	1	146.967970305991	1	1	1
KLF2	423.805635519102	1	202.409241904213	1	848.565810407524	492.236431382716	1	1
KLF3	1	1	1	1	74.3767593278093	1	1	128.371427548704
KLF4	151.132947249945	1	1	1	258.476605384711	256.048751260694	1	1
KLF6	314.682988537082	682.207123375798	705.891819168263	159.398117723572	295.213839463821	204.790589082942	216.403245763705	1
KLF7	110.334681817707	1	1	1	1	1	1	1
KLF9	160.784650979902	1	1	63.3292279036135	186.410557870707	1	1	1
KLKB1	1	1	1	126.201225847948	1	1	1	1
KLRB1	1	1	1266.63140275335	1	1	1	1	1
KLRC1	1	1	137.710280758233	1	1	1	1	1
KLRD1	1	1	528.089496312641	1	1	1	1	1
KLRF1	1	1	276.860308688416	1	1	1	1	1
KMT2E	1	1	110.510138577379	1	1	74.7586937181552	1	1
KNG1	1	1	1	930.837318096595	1	1	1	1
KPNB1	133.44691956431	1	84.7318231577082	1	148.200363372501	1	1	1
KRT10	148.10963617842	1	105.724869917678	93.5877297877046	149.72302051458	107.816506155036	1	1
KRT18	1	1933.28767914059	1	283.875914558719	1	1	523.446035934722	1
KRT19	1	676.596599604512	1	1	1	1	1	1
KRT7	1	1263.2505001466	1	1	1	1	1	1
KRT8	1	1698.40092475484	1	137.115965667182	1	1	74.9868729439726	1
KRTCAP2	213.957848022324	1	134.33931150061	87.6411533456494	157.304399574743	160.713285702459	106.231744901971	1
LAMB2	140.702276558645	1	1	1	1	1	1	1
LAMP1	260.513260837008	1	109.355973916773	137.995185298187	117.973371242627	1	145.592365030709	1
LAMP2	135.928212613982	167.254545874918	1	70.0571999961392	1	1	1	1
LAMTOR1	163.103937263966	1	120.372196643492	1	102.015245072409	83.5305116254166	1	1
LAMTOR2	1	1	85.6354720947478	129.661132856322	1	1	1	1
LAPTM4B	146.99094450003	1	1	1	1	123.194570869266	1	1
LAPTM5	1	1	469.402687735326	1	1	1	1	1
LARP7	1	1	1	64.0046471988849	1	1	1	1
LASP1	1	1	1	1	1	1	244.185716391203	1
LBH	1	1	79.1222696326678	1	1	1	1	1
LBP	1	1	1	199.935126160994	1	1	1	1
LBR	1	1	1	1	1	1	1	67.8861195734991
LCAT	1	1	1	85.9879890570713	1	1	1	1
LCK	1	1	137.959384861986	1	1	1	1	1
LCN2	1	2286.14369062938	1	1	1	1	1	1
LCP1	1	1	239.513523582752	1	1	1	1	1
LDB2	349.560284629413	1	1	1	119.847043466986	509.932847328544	1	1
LDHB	1	286.435520943531	225.82012054017	1	118.756676868447	154.653406774606	1	1
LDLR	1	1	1	64.6701034449077	1	1	1	1
LEAP2	1	1	1	787.529958097329	1	1	1	1
LEPR	1	1	1	79.2672044595133	1	1	1	1
LEPROT	277.518298160371	1	1	1	121.160502347644	183.355126572593	108.597798946325	55.0926355742448
LEPROTL1	99.9218518371395	1	74.8934503031686	1	1	1	1	1
LGALS1	1	1	821.540300682082	266.349568720555	1	511.573380481884	6757.17901324315	1
LGALS2	1	999.164456002925	1	1	1	1	1	1
LGALS3	1	252.455698878954	1	1	1	1	134.251853798471	308.159893298238
LGALS3BP	1	1	1	1	1	1	227.993636955801	1
LGALS4	1	1102.20953611576	1	1	1	1	1	1
LGMN	1055.67336703639	1	1	1	1	1	1	1
LHFP	1	1	1	1	1	1	134.161776342317	1
LHX6	1	1	1	1	91.4190979213466	1	1	1
LIFR	2155.52670724262	1	1	1	2336.95387392989	628.239125072209	437.648805221881	1
LIMA1	128.297806163666	1	1	1	1	1	1	1
LIMCH1	193.061580912319	1	1	1	1	1	1	1
LIMD2	1	1	188.97491975028	1	1	1	1	1
LIMS2	173.468524620088	1	1	1	379.847035154675	1	1	1
LINC00116	1	1	1	98.5801565090563	1	1	1	1
LINC00152	1	1	146.020692613568	1	1	1	114.077272247069	50.9085955294696
LINC00261	1	1	1	204.906739056579	1	1	1	1
LINC00657	220.063760320014	1	1	56.5449109509215	104.27476628237	132.385867147408	1	1
LINC00685	160.413981478125	1	1	1	1	1	1	1
LINC00844	1	1	1	435.687270277883	1	1	1	1
LINC00936	1	1	96.8455498661653	1	1	1	1	1
LINC01420	1	1	1	1	74.0600394166801	1	1	1
LINC01485	1	1	1	111.050689473071	1	1	1	1
LIPA	1	1	225.80957063296	1	1	1	1	1
LIPC	1	1	1	65.391002233346	1	1	1	1
LITAF	1	1	149.012262032453	1	1	1	1	1
LMAN1	1	1	1	176.573216016289	1	1	1	1
LMAN2	1	1	108.857427109756	93.7424242340372	1	1	1	1
LMCD1	1	1	1	1	1	1	136.137984654791	1
LMNA	1	128.863153917057	1	1	112.91089291103	468.830513037838	195.984894305454	1
LMO2	1	1	1	1	1	165.344646551173	1	1
LMO4	1	1	84.0160958922789	1	1	1	85.895912891816	1
LONP2	1	1	1	78.6518531886002	1	1	1	1
LOXL1	1	1	1	1	1	1	267.31843805938	1
LPAR6	233.351220967262	1	1	1	1	1	1	1
LPIN2	1	1	1	51.2175774655648	1	1	1	56.7114623304963
LPP	1	1	1	1	83.5872327016282	1	575.953242032882	1
LRG1	1	1	1	378.38900167775	1	1	1	1
LRP1	1	1	1	81.9869649595329	1	1	1	1
LRRC32	1	1	1	1	113.349361971985	105.10847686003	1	1
LRRFIP1	1	1	154.000497786338	58.8233721914143	1	120.091654664839	1	1
LSM3	111.002367181436	1	108.966846338699	92.3417840545654	104.974065143132	90.1730040427221	1	1
LSM5	1	1	102.904407275452	119.305766521851	1	1	1	59.1407436274014
LSM7	1	1	113.489018736837	1	1	1	1	1
LSM8	1	1	96.7438385043559	1	85.5682588607268	1	1	1
LSP1	1	1	217.552767613878	1	1	1	1	1
LST1	1	1	351.158077739702	1	1	1	1	1
LTB	1	1	196.036584138908	1	1	1	1	1
LTBP1	1	1	1	1	1	1	186.11417202538	1
LTBP4	1	1	1	1	1	184.786908674668	1	1
LTC4S	1	1	1	1	494.126964345078	1	1	1
LUC7L3	1	1	77.6590132296824	1	109.338816664307	1	1	42.643761143687
LUM	1	1	1	1	1	1	1230.09450722425	1
LXN	1	1	1	1	273.073306786373	1	1	1
LY6E	89.778851801808	232.186883999301	212.757684680037	129.112976366208	539.194347280185	121.843764053989	246.787666581317	1
LY96	153.30816329805	1	133.16203323035	1	1	1	1	1
LYAR	1	1	125.624679514164	1	1	1	1	1
LYL1	1	1	1	1	1	1	1	110.903769794603
LYPD2	1	1	1	1	478.359783506391	1	1	1
LYPLA1	103.989695341395	1	1	1	1	1	1	1
LYVE1	849.045914598399	1	1	1	1	1	1	1
LYZ	1	1124.523202596	892.999523681212	1	1	1	1	1
MACF1	169.220662114905	1	1	1	76.754859361034	1	1	1
MAF	1559.71763833053	1	139.560267055685	1	245.473680493513	1	1	1
MAF1	1	1	1	1	1	1	1	48.6774324880967
MAFB	1	1	178.083734778378	1	1	1	1	1
MAN1A1	134.037847400627	1	1	115.639094895962	1	1	1	1
MAN1C1	183.111974231285	1	1	1	1	1	1	1
MANF	1	1	101.616720763788	55.4352709503642	1	1	1	1
MAOA	1	1	1	77.7713922510618	103.523374455228	1	1	1
MAOB	1	1	1	98.055716950103	1	1	1	1
MAP1B	1	1	1	1	1	1	198.426304555221	1
MAP1LC3A	1	1	1	1	1	1	129.495457206881	1
MAP1LC3B	1	1	105.037119160557	1	1	1	1	191.03133769637
MAP2K1	1	1	1	65.0118047071427	1	1	1	1
MAP2K2	1	1	1	1	1	1	1	48.2740040021019
MAP2K3	1	1	1	1	1	1	1	133.273916089645
MAPK1	1	1	129.064609294072	1	1	1	1	1
MARCH8	1	1	1	1	1	1	1	52.6970861001519
MARCKS	307.174232823592	1	1	1	234.79351121035	130.8030847441	558.080310919259	1
MARCKSL1	1225.95257521362	86.4773643154924	1	1	299.716222885896	184.458353116572	450.875989595251	1
MARCO	1	1	308.082377530163	1	1	1	1	1
MARK3	1	1	1	1	1	1	1	79.711714116352
MASP2	1	1	1	283.113431856701	1	1	1	1
MAT1A	1	1	94.0661477888445	3024.17668605061	1	1	172.974933328338	56.4372148601934
MATK	1	1	106.130152187476	1	1	1	1	1
MATN2	1	1	1	1	1	271.939055245407	1	1
MBL2	1	1	1	96.445279342572	1	1	1	1
MBNL1	1	1	157.629982407634	1	79.3130231894549	1	1	1
MBOAT2	1	1	1	1	1	1	1	53.5218330031005
MCL1	223.685596986024	247.062478535851	262.352176618794	97.3669741822057	196.862518324155	252.878562857494	1	1
MCM7	1	1	1	1	1	1	1	47.9416206984932
MDH1	1	1	1	59.8877089514527	1	1	1	1
MDH2	1	1	95.5373487341891	95.7964032282074	1	1	1	1
MDK	1	1	1	1	1	93.00036531343	1	1
MDM4	139.019833796134	1	79.7320576252586	1	1	1	1	1
MECOM	1	1	1	1	1	96.9651620891725	1	1
MECP2	1	1	1	1	1	1	66.0353432352394	1
MEF2C	402.192561082697	1	1	1	100.436168084553	302.200603486251	1	1
MEG3	764.427742285223	1	1	1	1	1	609.378302156868	1
MEIS2	256.339673352955	1	1	1	471.806382562063	193.272248998386	1	1
METAP2	1	1	104.352823354043	136.854169984238	98.3848093610286	81.4862224567263	1	100.996139260115
METTL9	116.366700995338	1	116.961204024239	1	1	1	1	37.1592787455804
MFAP4	1	1	1	1	1	1	340.369124191417	1
MFGE8	1	1	1	1	1	1	183.561969310383	1
MFSD2A	1	1	1	138.108936321539	1	1	1	1
MGAT1	214.79389576045	1	89.6352120726845	1	1	1	1	1
MGEA5	130.990784861803	1	1	1	1	1	1	1
MGMT	117.939707169752	1	1	201.218710489312	81.5444235992441	1	1	1
MGP	1	1	1	1	2472.77818908559	4453.94393853536	1011.13434040279	1
MGST1	1	802.21757729456	87.6688606373594	2214.03362032893	1	1	1	1
MGST2	297.718583180911	156.516260866186	1	179.409303727702	1	195.593614066531	1	1
MGST3	135.24442191303	257.755924983689	72.6749494147848	113.628766947274	220.132484902013	378.789325062098	1	444.798586868524
MID1	131.210075071337	1	1	1	1	1	1	1
MIDN	305.178953541298	1	1	1	192.772383518893	168.0375402882	1	1
