NAME	Central_venous_LSECs	Cholangiocytes	Other	Hepatocyte	Portal_endothelial_Cells	Periportal_LSECs	Hepatic_Stellate_Cells	Erythroid_Cells
RBM39	155.86364915967	1	260.941004362261	80.1660268397078	163.862590461668	203.83238227973	1	67.9088060531057
RBM8A	1	1	135.673024624102	1	80.216988353542	148.548241604871	1	60.6804157447272
RBMS1	212.598398985653	1	1	1	89.1984908396839	106.858783956247	1	1
RBMS3	157.185570300892	1	1	1	116.093454245538	97.9856047543139	1	1
RBP1	319.186643732954	1	1	1	434.715460261438	269.253284651905	2063.6098475675	1
RBP4	185.487319180624	1544.43810247135	139.777881188427	6198.86304311379	145.428549128065	174.469905961872	381.617703988917	87.4363049184709
RBP5	1	1	1	146.566051005031	1	1	1	1
RBP7	1	1	129.461528918628	1	99.3854789221376	1	1	1
RBX1	116.149338347001	1	153.341676915788	100.57738700438	118.611759128237	176.724431045175	156.879901940076	284.792263692583
RCAN1	1	1	1	76.3942255515012	1	1	1	1
RCL1	1	1	1	72.9421914811592	1	1	1	1
RCN1	79.7291331463197	1	1	1	1	1	1	1
RCN3	1	1	1	1	1	1	176.804735365888	1
RCSD1	1	1	88.4712391687672	1	1	1	1	1
RDH11	1	1	1	104.224923462606	1	1	1	1
RDH16	1	1	1	156.081948750885	1	1	1	1
RDX	393.078286751609	1	1	106.007748815333	205.598153324315	354.257884426253	1	51.5594774063662
REEP5	100.120924639101	1	90.9346420775605	75.4568880721025	71.5491944587379	71.1436630307325	1	1
REEP6	1	1	1	112.366076464988	1	1	1	1
RELN	524.008525777826	1	1	1	1	1	1	1
RENBP	132.007334202594	1	1	1	1	1	1	1
RER1	1	1	1	91.7041186636767	1	1	1	1
RERE	120.49201860992	1	1	1	1	1	1	1
REXO2	1	1	1	1	1	1	1	111.615554794461
RFESD	1	1	1	1	1	1	1	123.241431049428
RFK	1	1	1	1	123.414985479374	145.834671396986	1	1
RGCC	1	1	1	1	1	1	1	149.59081725715
RGN	1	1	1	67.2388592297502	1	1	1	1
RGS1	1	1	234.412037335767	1	1	1	1	1
RGS10	1	1	94.6646037621571	1	1	1	1	88.3608542541201
RGS2	1	1	151.39589104037	1	1	1	1	1
RHAG	1	1	1	1	1	1	1	179.098194695108
RHBDD2	90.7917679756466	1	1	1	1	1	1	1
RHCE	1	1	1	1	1	1	1	237.917284517051
RHD	1	1	1	1	1	1	1	59.3665079861273
RHEB	1	1	1	50.7162616467115	1	1	112.704576681214	1
RHOB	335.841855855267	951.497987643563	151.263384238045	746.621608395189	475.949019334513	482.449183473501	547.498388284034	1
RHOC	573.755549094878	1	117.233019871518	1	262.647270180763	269.321308766302	285.854906602663	1
RHOG	1	1	146.93791102544	1	1	1	1	1
RIN2	146.229923139689	1	1	1	1	1	1	1
RIOK3	1	1	1	1	1	1	1	125.792417340493
RMND5A	1	1	1	1	1	1	1	49.4333065930472
RNASE1	600.747754417786	1	1	1	2097.324901141	1136.0305155392	1	1
RNASE6	1	1	153.993826563267	1	1	1	1	1
RNASEH2C	1	1	1	1	1	1	1	44.0413435079812
RNASET2	1	1	159.983994848879	1	1	1	1	1
RND3	1	1	1	61.1270181351031	1	1	1	1
RNF10	1	1	1	1	1	1	1	128.055747626516
RNF11	1	1	1	1	1	1	1	43.9159559791779
RNF13	115.213278156859	1	1	1	1	1	1	1
RNF130	1	1	101.493510163508	55.2474934742555	1	1	1	1
RNF145	201.459805941066	1	75.2133788479927	1	79.6096887606958	1	1	1
RNF149	1	1	89.8803726127135	1	1	1	1	1
RNF181	1	1	89.0459803740111	83.2920291451107	1	1	1	43.2776399487005
RNF19A	1	1	1	1	1	1	1	49.8887477045881
RNF213	1	1	127.047560540643	1	93.6740552362252	1	1	1
RNF5	1	1	1	1	1	1	1	46.3412520507591
RNF7	1	1	73.603044677363	1	77.586112180515	1	105.728977855008	1
RNH1	1	1	84.3019733578772	1	1	1	1	1
RNPS1	1	1	82.8966336125962	1	1	1	1	1
ROBO4	336.703072870786	1	1	1	142.780139593353	1	1	1
ROCK1	1	1	76.829578716253	1	1	1	1	1
RP11.1143G9.4	1	231.950145533896	304.22428699567	1	1	1	1	1
RP11.1151B14.3	1	1	1	64.5874995867035	1	1	1	1
RP11.160E2.6	1	1	107.471001747453	1	1	1	1	1
RP11.347P5.1	1	1	112.320328573718	1	1	1	1	1
RP11.403I13.5	1	1	1	136.439185330964	1	1	1	1
RP11.434D9.1	1	1	1	145.137019990535	1	1	1	1
RP11.557H15.4	96.9487235228436	1	1	1	1	1	1	1
RPA3	1	1	1	57.5847497445019	1	1	1	119.334607281352
RPGR	143.527112278807	1	1	1	1	113.363932329055	1	1
RPIA	1	1	1	1	1	1	1	52.1951826355933
RPL22L1	1	1	225.158010815467	1	1	1	129.590390803818	1
RPN1	143.212300827362	1	1	73.5968008871356	1	1	1	1
RPN2	125.367496836018	1	112.370805126731	88.1954669577936	1	1	111.804881076156	1
RPS19BP1	117.067676762302	1	113.8328604187	67.0630926870639	94.6464054002481	1	1	1
RPS4Y1	363.697715370609	408.111971557376	455.742422269992	1	675.608700673448	635.856815082566	220.737201653812	69.9668395489487
RRAS	1	1	1	1	116.714192307032	1	1	1
RRBP1	194.753224970536	1	1	115.023764686197	1	1	131.170039641557	1
RRM2	1	1	1	1	1	1	1	94.5772646737072
RSL1D1	1	1	89.709023877529	1	1	1	1	1
RSL24D1	1	1	138.600171191831	1	125.632417322701	93.6055996093258	1	62.8038502326959
RSPO3	1	1	1	1	462.129797980083	1	1	1
RSRC2	1	1	91.8925874140634	1	82.3727148065143	1	1	65.0353286043071
RSRP1	1	1	99.1436588127038	1	1	1	1	40.0049881868775
RTF1	1	1	84.7410823911606	78.7516438241775	133.573915977492	98.188860233527	66.0540759185085	1
RUNX1T1	1	1	1	1	122.963617906033	112.116106897891	1	1
RWDD1	118.683126959419	1	126.317101218407	86.9973377442565	220.923634148517	157.493965541342	85.895912891816	1
RXRA	1	1	1	88.690691066283	1	1	1	1
S100A11	270.153522743283	858.428179183923	439.485894161521	1	397.319218342391	432.094148279972	865.121312047116	1
S100A13	338.118953879155	133.431153514113	1	1	568.592417026813	433.937567215148	1377.20883027105	1
S100A14	1	213.745844808406	1	1	1	1	1	1
S100A16	534.15073687995	1	1	1	224.907672514131	315.4815888089	1	1
S100A4	1	1	1649.76073708053	1	1	1	486.812643990352	140.14309330733
S100A6	1	1788.53074311396	1285.68472523612	1	1014.16089863237	1626.78787987215	4512.43247500335	135.287440573481
S100A8	1	1	2254.70882641773	1	1	1	1	47.8812010056352
S100A9	1	1	2533.52548159211	1	1	1	1	47.1800011533784
S1PR1	141.570574577946	1	1	1	1	105.183785422531	1	1
SAA4	1	1	1	970.761374331397	1	1	1	1
SAMHD1	1	1	94.8593485865374	1	1	1	1	1
SAR1B	1	1	1	112.714545867203	1	1	1	1
SAT2	165.206734856078	239.062857428087	1	116.250625938823	1	1	131.113714587642	1
SBDS	112.823896005158	1	1	1	1	118.937321802566	1	1
SC5D	354.972512986317	1	1	129.068221007136	1	1	1	1
SCAF11	140.038239066482	1	99.558913496051	59.2345054045941	76.014739714959	1	1	1
SCARB1	1	1	1	68.9599337199309	1	1	1	1
SCARB2	118.577094513481	1	1	1	1	1	1	1
SCARF1	111.985909969631	1	1	1	1	1	1	1
SCCPDH	1	1	1	70.9592314682765	1	1	1	1
SCD	1	1	1	405.895590322885	1	1	1	1
SCGB3A1	1	1816.96262857007	1	1	1	112.423913733611	1	1
SDC1	1	248.440307531322	1	299.376231549451	1	1	1	1
SDC2	1	1	1	97.0476049562919	1	1	94.1745340628169	1
SDC4	1	160.375691544505	1	117.165200602644	1	1	1	1
SDCBP	499.018036381761	1	201.449837194154	1	418.501670251223	400.472382748452	1	36.2771298044845
SDF2L1	1	1	159.516288623298	111.377662958638	1	1	1	1
SDHA	1	1	1	72.2425024373206	1	1	1	1
SDHB	1	1	1	91.3725268420869	1	1	1	1
SDHC	1	1	1	102.989125093092	1	1	1	1
SDHD	1	1	1	60.2991101982171	1	1	1	1
SDPR	914.725326259847	1	1	1	714.217961339595	572.982350435298	1	1
SDS	1	1	1	157.953107522009	1	1	1	1
SEC11C	1	1	150.036354731583	83.4169039672913	1	1	1	1
SEC14L1	474.595417086742	1	1	1	274.460754514596	262.432461762091	1	1
SEC23A	223.871586083753	1	1	51.7937125637434	1	1	1	1
SELENBP1	1	1	1	230.323744187933	1	1	1	310.034211362707
SELM	118.557059441586	1	1	1	91.1792895103909	157.245288293852	423.50381036982	1
SELP	1	1	1	1	214.829087887221	1	1	1
SELT	1	1	125.639842953062	1	1	1	1	1
SEMA6A	332.483775081559	1	1	1	1	1	1	1
SEP15	128.719198100326	1	116.233324577565	1	1	1	1	1
SEPN1	118.724708107058	1	1	1	108.374748868189	1	1	1
SEPT11	1	1	1	1	1	1	160.176347474337	1
SEPT2	144.312539931926	1	1	1	1	1	72.7886446917928	1
SEPT6	1	1	71.6745102023235	1	1	1	1	1
SEPT7	160.925766735891	1	200.596688541881	1	124.531778387943	140.142130469114	406.237168896182	44.2131964212527
SEPT9	1	1	87.8981891352495	1	1	1	1	1
SEPW1	386.017135874468	1	97.3601532619971	1	209.761330893156	406.21245704349	230.418063747376	1
SERINC1	99.126891079538	1	1	48.4221658793572	201.727262609007	104.62983768593	1	1
SERINC3	1	1	1	1	91.4373964238818	97.5536856078682	1	1
SERPINA1	1431.12994679817	9113.01039781723	1309.59542306305	21962.1630525548	996.480207499598	1507.54962818626	1069.84431573748	785.404428020451
SERPINA10	1	1	1	106.697130165725	1	1	1	1
SERPINA11	1	1	1	113.077120614326	1	1	1	1
SERPINA4	1	236.600701454232	1	244.555086912402	1	1	1	1
SERPINA5	1	428.904967786908	1	79.771896995593	1	1	1	1
SERPINA6	1	179.083924646039	1	174.228658672832	1	1	1	1
SERPINA7	1	1	1	72.9019114001417	1	1	1	1
SERPINB1	1	1	118.221796943254	1	101.673072178604	140.936709165105	1	1
SERPINB6	216.998148165566	1	1	1	109.55445645574	251.402316262366	1	1
SERPINC1	1	1	1	1393.18179165834	1	1	1	1
SERPIND1	1	1	1	124.840946727492	1	1	1	1
SERPINE1	1	1	1	1	1	1	397.495775962987	1
SERPINF1	1	1	1	354.971280056423	1	1	759.674356452278	1
SERPINF2	1	1	1	530.039276936832	1	1	1	1
SERPING1	276.463904336882	1170.88927625625	1	1326.57179149059	179.700450105445	259.185207081528	686.87171821877	1
SERPINH1	164.174750266614	1	1	1	1	1	280.119821324926	1
SF1	149.019202801072	1	126.037832384603	1	150.337869495951	151.608162268251	1	1
SF3B1	170.552509904964	1	83.4731061407733	1	1	1	1	1
SF3B2	1	1	99.3987823913023	1	1	1	1	1
SFPQ	159.277722564429	1	104.150399961278	1	83.9295558422936	1	1	1
SFRP5	1	299.916639767789	1	1	1	1	1	1
SFT2D1	1	1	90.5439495551961	1	1	1	1	1
SGK1	1230.24308624072	1	1	1	391.937543065851	137.30509790231	1	1
SH3BGRL	143.414410099472	1	171.189299066883	1	1	1	197.345606903412	60.2742574840898
SH3BGRL3	320.391782518352	147.390373798907	1007.9395233315	1	317.339177830686	449.74532183679	241.688272961239	1
SH3BP5	234.245602024532	1	1	1	598.682256403956	1	1	1
SH3GLB1	163.726357622926	1	1	1	116.271480169704	97.6214787370824	1	1
SH3KBP1	1	1	76.3930318167864	1	1	1	1	1
SH3YL1	1	345.795214387353	1	1	1	1	1	1
SHANK3	112.831785027296	1	1	1	1	1	1	1
SHC1	97.1304197118774	1	1	1	127.218084340065	1	1	1
SHE	105.475075914198	1	1	1	1	1	1	1
SHMT1	1	1	1	125.947159106014	1	1	1	1
SHMT2	1	1	1	74.9626990464016	1	1	1	1
SIAH2	1	1	1	1	1	1	1	138.88987489379
SIGIRR	1	1	79.7480353349589	167.79037804995	1	1	1	1
SIL1	1	1	1	60.2463744748255	1	1	1	1
SIVA1	156.837617683531	1	73.8681780712175	82.7206710242261	158.781142562021	137.156822367603	1	1
SKA2	1	1	1	1	1	1	1	51.5052840657591
SKAP2	141.86803101022	1	1	1	1	1	1	1
SKIL	1	1	1	1	123.421249853419	1	1	1
SLA	1	1	122.722564061331	1	1	1	1	1
SLC13A5	1	1	1	184.574178783608	1	1	1	1
SLC14A1	1	1	1	1	1	1	1	43.3044407431756
SLC1A5	1	1	1	1	1	1	1	65.2484393589944
SLC22A1	1	1	1	476.552960319113	1	1	1	1
SLC22A18	1	1	1	61.5905782043486	1	1	1	1
SLC22A7	1	1	1	116.883038707379	1	1	1	1
SLC25A1	1	1	1	87.4832997528099	1	1	1	1
SLC25A13	1	1	1	61.3795625585241	1	1	1	1
SLC25A37	194.230730855203	1	1	1	171.109037079422	136.714177235058	1	2146.74560257316
SLC25A39	1	1	1	1	1	1	1	692.045104989327
SLC25A47	1	1	1	125.158341006816	1	1	1	1
SLC25A5	104.759695599155	296.059564716872	328.37961114884	135.520238469074	131.910341046812	134.41719414048	1	75.514351794991
SLC27A2	1	1	1	83.181885638707	1	1	1	1
SLC27A3	310.215528974542	1	1	1	193.240070392448	1	1	1
SLC27A5	1	1	1	219.637683074513	1	1	1	1
SLC2A1	1	1	1	1	1	1	1	229.949578157834
SLC2A2	1	1	1	206.243168350719	1	1	1	1
SLC2A3	107.431959397551	1	1	1	1	1	1	1
SLC37A4	1	1	1	69.2150186983802	1	1	1	1
SLC38A2	318.564797966873	1	134.028413770744	120.551108830014	386.70122445024	197.794715890315	224.232326787668	1
SLC38A4	1	1	1	130.14267839727	1	1	1	1
SLC39A14	1	1	1	295.855784302855	1	1	1	1
SLC39A5	1	1	1	65.1214813493586	1	1	1	1
SLC3A2	1	1	1	1	1	1	1	64.0435649571114
SLC43A1	1	1	1	64.9131774872128	1	1	1	1
SLC44A1	1	1	1	68.0839949491912	1	1	1	1
SLC4A1	1	1	1	1	1	1	1	745.408024654561
SLC7A2	1	1	1	105.794495367473	1	1	1	1
SLC7A5	1	1	1	1	1	1	1	45.8387569486589
SLC7A7	1	1	92.9435455925821	1	1	1	1	1
SLC7A8	205.440732279037	1	1	1	1	1	1	1
SLC9A3R1	1	113.160567484756	1	77.5645055063363	1	1	1	1
SLC9A3R2	423.359012122148	1	1	91.5713241087824	405.487973755124	574.745124466027	1	1
SLCO1B3	1	1	1	100.909485143835	1	1	1	1
SLCO2A1	1	1	1	1	1	248.941948072808	1	1
SLCO2B1	1	1	1	81.9195127339449	1	1	1	1
SLPI	1	2266.64235313233	1	217.849752645	1	1	1	1
SLTM	1	1	74.86656299024	1	1	1	1	1
SMAD6	114.521957509953	1	1	1	1	1	1	1
SMAP2	1	1	124.939448703029	1	1	1	1	1
SMC4	1	1	1	1	1	1	1	88.8125088491741
SMCR5	121.388204893285	1	1	1	1	1	1	1
SMDT1	1	133.341804788032	155.586487965398	152.879594479305	134.716318933159	190.454059621022	90.7019513940957	1
SMIM1	1	1	1	1	1	1	1	210.932269269518
SMIM14	1	1	1	257.946645912234	1	1	1	1
SMIM22	1	148.643173813143	1	1	1	1	1	1
SMIM4	1	1	1	61.4268536026291	1	1	1	1
SMIM5	1	1	1	1	1	1	1	90.5808842060102
SMLR1	1	1	1	103.018156716368	1	1	1	1
SMOX	1	1	1	1	1	1	1	46.5776595747032
SMTN	353.849459561795	1	1	1	1	1	1	1
SNCA	1	1	1	1	1	1	1	672.311020135354
SNCG	1	1	1	1	226.299512212782	326.817185425527	1	1
SNHG7	128.724760395171	1	1	1	392.818453350488	387.292358885651	1	1
SNHG8	1	1	177.797583889532	147.160755154929	216.808315967212	300.469871388907	151.316121390478	1
SNHG9	1	1	95.5757007787518	117.742780428247	1	1	1	1
SNRK	132.959100818007	1	1	1	82.6891178115017	1	1	1
SNRPB	1	1	145.767870147447	1	1	1	1	1
SNRPD1	1	1	104.280454073844	1	1	1	1	51.3126799952837
SNRPD3	1	1	1	78.7761377138393	1	1	1	1
SNRPE	1	128.94806190327	148.756080723479	111.010624774374	102.130521399295	102.172520057347	1	1
SNRPF	119.840096178943	1	132.67630715661	142.3310750168	100.981379322794	93.5637181351762	1	1
SNRPN	1	181.357648542358	1	1	1	1	1	1
SNTB2	105.985621920436	1	1	1	259.678188191965	90.3899522428407	1	1
SNX2	158.301546050799	1	1	1	1	1	1	1
SNX22	1	1	1	1	1	1	1	60.8052898414043
SNX5	267.356142623958	1	1	1	1	1	1	1
SNX6	221.593934900537	1	1	1	1	1	1	1
SNX8	90.028253459401	1	1	1	1	1	1	1
SOCS2	277.32229211912	1	1	1	1	1	1	1
SOCS3	145.437927898986	1	1	1	342.178791913841	432.847677522318	1	1
SOD2	1	309.074258351673	116.536073455693	169.481867721672	1	1	1	1
SOD3	1	111.35836598601	1	1	1	1	490.067148144827	1
SORBS2	1	190.407726380384	1	87.9124840026775	1	1	1	1
SORD	1	1	1	322.66002852953	1	1	1	1
SOX18	206.433603385785	1	1	1	147.286395844457	448.960174513101	1	1
SOX4	1	530.236405392412	1	1	1	179.827413241536	1	1
SOX6	1	1	1	1	1	1	1	59.7483938524483
SP100	1	1	85.9880706388904	1	1	1	1	1
SPARC	1424.64508473811	1	1	1	145.274968912685	260.960952713567	3547.43800383481	1
SPARCL1	1	1	1	1	221.638211939921	2183.94012192541	352.860430101861	1
SPATS2L	1	596.051713082764	1	91.459160391903	1	1	171.913142520928	1
SPCS1	136.842750016214	154.033600908965	171.30726375226	110.562031024016	82.936757787351	1	1	1
SPCS3	162.981563308515	1	103.454063889101	1	1	1	1	1
SPI1	1	1	96.1366840042849	1	1	1	1	1
SPINK1	1	2671.72194644286	1	1608.21732185837	1	1	1	1
SPINT2	1	287.393936836691	1	1	1	1	1	1
SPON2	1	1	139.530370865991	1	1	1	1	1
SPP1	1	2657.10132795443	1	1	1	1	1	1
SPP2	1	1	1	101.177882515961	1	1	1	1
SPRY1	1	1	1	1	131.080131087522	273.632885621362	165.030222855108	1
SPTA1	1	1	1	1	1	1	1	74.630092656385
SPTBN1	189.00221603223	1	1	81.3987775941234	354.68134502388	273.354954161965	39.3496990940877	1
SQSTM1	116.618032742011	224.193826025937	108.256395124799	135.091634285278	167.528095232701	126.976185064081	208.710869520102	1
SREK1IP1	1	1	1	1	78.7573684338329	1	1	1
SRGN	641.199112766037	1	1302.05384756398	1	442.860714870194	1224.24170225699	1	1
SRI	1	1	1	1	1	80.3913827376365	1	56.2912078008853
SRPX	180.507513639688	1	1	1	781.13544187636	630.849889595622	460.167598897743	1
SRRM2	128.504856893178	1	114.861547040037	77.5332307093721	117.54569795474	129.378067477067	1	49.922641532463
SRSF2	126.435534267689	1	178.064636262255	47.5924290938792	104.209400534442	1	1	103.846344046567
SRSF4	131.758078158466	1	1	1	69.4306410448167	1	1	1
SRSF7	136.694437251638	1	194.438599524489	1	83.2125528690958	114.875310877947	1	1
SRSF8	1	1	1	1	1	1	1	57.5619874961224
SRSF9	92.6211114499357	1	131.001499412678	52.4554411588717	94.0081646240393	1	1	1
SSB	1	1	1	1	1	1	1	43.6378806164405
SSBP1	85.985088477592	102.937886991955	111.314136560648	90.9821608862643	67.6067636288526	1	1	1
SSNA1	1	1	1	1	1	1	1	35.3131916372067
SSR1	106.036656124218	1	94.2872501960964	57.389115860894	1	1	1	1
SSR2	133.192264815133	174.730364746827	342.7422313362	48.1818833947696	101.966780173012	139.599665942906	424.190838354029	1
SSR3	143.070500032381	1	204.176942373602	89.3170958804886	100.600364733869	1	102.734029792233	1
SSU72	85.5237791684381	1	103.926709349674	50.3570717535831	1	1	1	1
ST3GAL1	1	1	1	59.8013358871587	1	1	1	1
ST6GAL1	586.480679505704	1	1	285.264338184266	349.332829951641	158.119830477042	1	1
STAB1	3768.86686448551	1	1	1	154.772912912125	1	1	1
STAB2	585.838603119267	1	1	1	1	1	1	1
STARD10	1	203.766493687189	1	325.260335090837	1	1	1	1
STAT3	142.941637668312	1	1	1	1	1	1	1
STAU1	1	1	1	67.0894355962911	1	1	81.9524892530869	50.0571489136989
STEAP4	1	1	1	1	1	1	264.019148828011	1
STK17A	1	1	139.640789340481	1	1	1	1	1
STK17B	1	1	121.771712742565	1	1	1	1	38.0512853160414
STK4	1	1	135.04010039293	1	1	1	1	1
STMN1	1	1	1	1	1	120.878218250403	1	65.2359356117603
STOM	443.490119574657	1	104.181844022846	169.050889843499	332.880917738926	328.098794253808	1	250.986416734397
STRA13	1	1	1	66.4295410059485	1	1	1	1
STRADB	1	1	1	1	1	1	1	191.26210386377
STXBP2	1	1	92.3484925973183	1	1	1	1	1
SUCLG1	1	124.010016212871	1	82.5246529496788	1	1	1	1
SUCLG2	1	1	1	189.223063488933	1	1	1	1
SULT1A1	1	1	1	92.3173812069668	95.2850536253847	1	1	1
SULT2A1	1	1	1	798.4268398159	1	1	1	1
SUMO3	89.7402892886937	1	1	1	1	1	1	1
SUN2	1	1	78.4239388007031	1	1	1	1	1
SUPT4H1	1	1	98.4774716230455	1	95.6086055819347	1	1	48.6093846451941
SURF4	1	1	1	85.4827989732651	1	1	1	1
SVBP	1	1	1	1	1	1	1	89.706906291785
SVIP	1	1	1	1	1	1	1	117.88684979928
SYAP1	1	1	1	88.2784093443368	1	1	1	1
SYF2	1	1	156.364345929693	52.4739234359073	149.612516081431	174.972210483706	1	33.8013027353977
SYNPO	1	1	1	1	1	94.4458918700899	1	1
SYNPO2	1	1	1	1	1	1	247.711583256275	1
SYPL1	169.500629930814	1	1	1	1	123.145869958589	1	1
SYT8	1	203.684372899783	1	1	1	1	1	1
TACC1	397.247108495466	142.685386383265	1	1	288.400790886348	443.945842688712	1	1
TACSTD2	1	496.602466659693	1	1	1	1	1	1
TAF1D	1	1	76.8677638013773	1	1	1	1	1
TAF7	140.63340324613	1	1	1	1	1	1	1
TAGLN	1	1	1	1	3174.50498253821	1	10918.5037866238	1
TAGLN2	127.697190247612	1	151.269545818951	1	472.875368330758	474.022463287027	1	1
TAL1	1	1	1	1	1	1	1	63.0024778302354
TALDO1	1	1	115.381262735151	56.8230296112798	1	1	1	204.139329591342
TANGO2	1	1	1	1	1	1	1	33.020560601985
TAPBP	107.138895865667	1	105.039768562027	57.9851800647805	1	1	1	1
TAT	1	1	1	2304.33195201889	1	1	1	1
TAT.AS1	1	1	1	907.617196102161	1	1	1	1
TAX1BP1	1	1	78.9575167169046	1	1	1	1	58.4683807616051
TBC1D10C	1	1	107.00787497549	1	1	1	1	1
TBC1D15	137.795048427034	1	1	1	1	1	1	1
TBCEL	1	1	1	1	1	1	1	56.4483989393768
TCEA1	1	1	71.8210074795182	60.632907551339	1	1	1	97.0104895719486
TCEA3	1	1	1	82.3825778358177	1	1	1	1
TCEAL3	1	1	1	1	1	1	110.109533159485	1
TCEAL4	140.67179866619	1	1	93.2070389663527	170.662433239156	177.812916346608	1218.9850065799	1
TCEAL8	145.977729506232	1	1	1	146.73182732919	116.456630907655	85.8774115088695	1
TCEB1	115.083835612128	1	84.1550415136849	70.0989867648371	100.694552893445	101.923358669184	1	52.8784736456903
TCF25	116.612715541366	1	128.56775245049	63.0529807233345	87.7903868831475	1	84.634161330227	1
TCF4	262.601678240551	1	1	1	432.011090365546	390.43810577081	131.327687610359	1
TCN2	264.914098118092	1	1	1	209.102053498123	1	1	1
TDO2	1	223.740417985762	1	569.434037344846	1	1	1	1
TECR	1	1	77.3467505881445	54.0667330624893	1	1	1	1
TEK	157.252594352048	1	1	1	1	86.2785852476191	1	1
TERF2IP	1	1	113.799230617713	1	1	1	1	212.5800367356
TESC	1	182.873836351413	1	1	1	1	1	68.6186921162858
TF	1	202.787082971227	97.4887489985583	4012.43591772672	1	129.888548892607	220.094883276989	41.8873630614308
TFDP1	1	1	1	1	1	1	1	156.57292606596
TFDP2	1	1	1	1	1	1	1	69.975057988695
TFF1	1	735.575862278281	1	1	1	1	1	1
TFF2	1	2850.48518006029	1	1	1	1	1	1
TFF3	1	1323.95006657385	1	1	382.367356161218	1	1	1
TFPI	1599.90866677346	131.91819035038	1	167.320169239689	1248.73710979767	1134.54265875681	226.378294222589	1
TFPI2	207.551680984806	1	1	1	1	1	1	1
TFR2	1	1	1	217.139952852779	1	1	1	67.3123553861165
TFRC	1	1	1	1	1	1	1	228.013344513593
TGFB1	1	1	93.5609141430811	1	1	1	1	1
TGFB1I1	1	1	1	1	1	1	124.02328755767	1
TGFBR2	1385.65541158428	1	1	1	263.272648393756	336.371569042163	178.228099439051	1
TGFBR3	627.948355684203	1	1	1	331.112104381825	291.46705319429	1	1
TGM2	452.338791638158	1	1	87.0132141745374	1168.57415058748	584.507570865272	1	47.4918102949156
TGOLN2	1	1	1	114.205978394523	106.19857861954	1	1	1
THBS1	1	1	1	1	1	1	255.373952480263	1
THBS2	1	1	1	1	1	1	157.709739693362	1
THOC7	1	1	1	1	1	1	1	50.6800602458441
THRAP3	1	1	77.2768879778755	1	1	1	1	1
THY1	1	1	1	1	1	1	237.989524128613	1
TIAM1	1	1	1	1	129.516653969141	1	1	1
TIE1	140.3264998353	1	1	1	98.3530931064411	1	1	1
TIMM10	1	1	1	79.6887235949094	1	1	1	1
TIMM13	86.1412838897909	1	91.0170638561317	176.53961152027	1	1	1	1
TIMM17A	1	1	1	64.5759313793811	1	1	1	1
TIMM8B	116.251527463354	117.367105249456	96.0394068753925	195.454228975714	1	1	1	1
TIMP1	5984.79424198487	270.423755094804	285.038556288908	156.882183705428	3909.71033900785	3169.6580653738	4387.1422546652	1
TIMP2	606.332096631317	1	1	1	215.550756802313	167.467790776589	175.804115542435	1
TIMP3	1620.28992345215	1	1	1	2207.35684611038	756.879659772387	1217.02916067204	1
TINAGL1	418.286722399399	1	1	1	156.030118676249	311.065729505557	1	1
TJP1	90.8590193777286	1	1	1	1	1	1	1
TKT	1	1	204.808199637454	1	102.853473460148	1	1	1
TLE4	1	1	123.486807706452	1	1	1	1	1
TLN1	1	1	95.6296427941376	1	1	1	1	1
TM4SF1	1165.66467359507	184.291720611075	1	1	766.598595436341	2360.18789192603	1	1
TM4SF18	401.883281195604	1	1	1	1	1	1	1
TM4SF4	1	3234.36759664347	1	286.440702513199	1	1	1	1
TM4SF5	1	1	1	104.017467294103	1	1	1	1
TM7SF2	1	1	1	91.5759678885698	1	1	1	1
TM9SF2	119.133684050264	1	1	71.78482959523	1	1	1	1
TM9SF3	93.1880904459894	1	1	51.783502440275	135.739592537772	1	1	1
TMCC2	1	1	1	1	1	1	1	372.71017407293
TMCO1	1	219.087542341993	98.4192343630412	136.835519947107	1	1	1	1
TMED10	157.451105932518	165.899006926341	118.165025775919	146.385330656593	88.0767871146177	1	1	1
TMED9	117.937175365082	123.389502372906	104.583887801209	1	1	1	185.430246694949	1
TMEM123	598.344610401104	110.018130889613	94.5247656623716	134.18028441585	85.6928897158682	224.628515818401	1	1
TMEM141	1	1	1	61.3484689311585	1	1	1	1
TMEM14B	1	1	1	52.8086372463729	1	1	1	140.456538813676
TMEM14C	93.16204115855	1	1	53.5475910294508	1	78.6036969668106	1	142.452806270494
TMEM160	1	1	89.3705803036228	1	1	1	1	1
TMEM165	139.754067449584	1	1	1	1	1	123.981720960619	1
TMEM167A	1	1	74.0771584527215	1	1	1	1	1
TMEM176A	1	1	1	454.022609514099	1	1	1	1
TMEM176B	1	1	1	539.337462904585	1	1	1	1
TMEM2	193.562972356758	1	1	1	1	1	1	1
TMEM204	162.02491947277	1	1	1	1	1	1	1
TMEM205	1	148.920692039358	1	224.648649933757	1	1	1	1
TMEM208	1	1	1	82.9739444333793	1	1	1	1
TMEM220	1	1	1	63.9931892921503	1	1	1	1
TMEM230	93.8703723200499	1	108.511417733953	50.5708620971436	1	1	196.844605009476	1
TMEM255B	159.392589017449	1	1	1	1	1	1	1
TMEM256	91.5701524299013	1	90.9339505956189	251.887503501372	74.9543749727189	1	1	1
TMEM37	178.301818662714	1	1	77.918633200006	1	1	1	1
