"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARL2BP.1",5.13926825262982e-27,0.401078705178842,0.508,0.174,1.03181088708049e-22,"Fibroblasts","ARL2BP"
"CSF1.1",5.29284776207254e-27,0.294226995750887,0.258,0.065,1.0626450451913e-22,"Fibroblasts","CSF1"
"C20orf194.1",5.33925099255864e-27,0.315376208601435,0.178,0.035,1.071961421776e-22,"Fibroblasts","C20orf194"
"ZNF577",5.48254753249115e-27,0.270388281913185,0.119,0.018,1.10073106809825e-22,"Fibroblasts","ZNF577"
"FN3KRP",5.81532795823501e-27,0.382866400283861,0.331,0.095,1.16754339417484e-22,"Fibroblasts","FN3KRP"
"PINK1",6.00179192713728e-27,0.370947719666684,0.254,0.064,1.20497976521135e-22,"Fibroblasts","PINK1"
"RELA",6.02956758535916e-27,0.298095542612495,0.424,0.134,1.21055628411256e-22,"Fibroblasts","RELA"
"ZNF426",6.26620664522262e-27,0.294772583566745,0.242,0.058,1.25806630816135e-22,"Fibroblasts","ZNF426"
"GNL1",6.42056452249114e-27,0.289684252168848,0.525,0.178,1.28905673918055e-22,"Fibroblasts","GNL1"
"ETV6.1",6.57717724147237e-27,0.344901047842103,0.246,0.061,1.32049987477041e-22,"Fibroblasts","ETV6"
"NTAN1",7.07073808856815e-27,0.31540710005853,0.305,0.083,1.41959208604183e-22,"Fibroblasts","NTAN1"
"ELK1",7.35079017462011e-27,0.322330684500453,0.191,0.04,1.47581814335848e-22,"Fibroblasts","ELK1"
"SEC63.2",7.73669417144073e-27,0.415474046621775,0.725,0.269,1.55329608880016e-22,"Fibroblasts","SEC63"
"RIOK1",7.85181589759875e-27,0.360696135561439,0.36,0.108,1.5764090777609e-22,"Fibroblasts","RIOK1"
"PLRG1",8.46600769106959e-27,0.317289548309528,0.398,0.124,1.69972036413604e-22,"Fibroblasts","PLRG1"
"RUSC1",9.09059858159851e-27,0.360680150798714,0.288,0.078,1.82511947722753e-22,"Fibroblasts","RUSC1"
"APOL1.2",9.48905508820269e-27,0.433947343952313,0.356,0.108,1.90511759005845e-22,"Fibroblasts","APOL1"
"GALNT18.1",9.63010709969597e-27,0.329033838993331,0.182,0.037,1.93343660240596e-22,"Fibroblasts","GALNT18"
"RAB3GAP2",9.86451055141326e-27,0.303349502573922,0.322,0.091,1.98049778340724e-22,"Fibroblasts","RAB3GAP2"
"ARL6",1.0237523815877e-26,0.260446848776574,0.106,0.014,2.05538765651363e-22,"Fibroblasts","ARL6"
"FGF14-AS2.1",1.03456704289144e-26,0.277603311956288,0.114,0.017,2.07710025201315e-22,"Fibroblasts","FGF14-AS2"
"PTPN9",1.05032982310991e-26,0.297873229573091,0.174,0.034,2.10874718585777e-22,"Fibroblasts","PTPN9"
"SYNGR1.1",1.07995289759962e-26,0.342069109840281,0.292,0.079,2.16822143251075e-22,"Fibroblasts","SYNGR1"
"POLI.1",1.20650924508927e-26,0.288968166425116,0.14,0.024,2.42230861136572e-22,"Fibroblasts","POLI"
"GPALPP1",1.22394507977926e-26,0.33105372001204,0.263,0.068,2.45731453667282e-22,"Fibroblasts","GPALPP1"
"NR4A1.2",1.32688808717598e-26,0.555644367880864,0.911,0.373,2.66399321262322e-22,"Fibroblasts","NR4A1"
"ZBTB38.2",1.37262345747543e-26,0.323215488543633,0.648,0.233,2.75581611557342e-22,"Fibroblasts","ZBTB38"
"FAM65A",1.46035891031352e-26,0.336977295285555,0.254,0.064,2.93196258423645e-22,"Fibroblasts","FAM65A"
"KIFAP3.1",1.46734709792692e-26,0.337126988217725,0.275,0.073,2.94599276850788e-22,"Fibroblasts","KIFAP3"
"ITIH3",1.5277325315342e-26,0.375738545081837,0.28,0.073,3.06722860356122e-22,"Fibroblasts","ITIH3"
"PTPRA",1.5806657538741e-26,0.284960290377379,0.254,0.064,3.17350263405302e-22,"Fibroblasts","PTPRA"
"LINC00657.1",1.69248621597214e-26,0.371051050735598,0.555,0.195,3.39800457580726e-22,"Fibroblasts","LINC00657"
"CLUAP1.1",1.8837297506433e-26,0.308855713681513,0.225,0.053,3.78196422036656e-22,"Fibroblasts","CLUAP1"
"ALB.2",1.90098944993172e-26,-1.82625117069013,0.038,0.374,3.81661651862792e-22,"Fibroblasts","ALB"
"TLCD2.1",1.97885535034341e-26,0.343376531854362,0.165,0.032,3.97294788688447e-22,"Fibroblasts","TLCD2"
"MFF.2",2.04453474659586e-26,0.400947261826935,0.653,0.237,4.10481241074051e-22,"Fibroblasts","MFF"
"C21orf2",2.18865420874022e-26,0.327151356843164,0.216,0.05,4.39416105488774e-22,"Fibroblasts","C21orf2"
"UNC50.1",2.50027090656956e-26,0.324126629251425,0.436,0.141,5.0197938991197e-22,"Fibroblasts","UNC50"
"ARCN1",2.53287676535322e-26,0.313076800503264,0.403,0.126,5.08525668179967e-22,"Fibroblasts","ARCN1"
"HLA-DRA.2",2.59755306360687e-26,-1.63634859656627,0.169,0.469,5.21510728580352e-22,"Fibroblasts","HLA-DRA"
"PBX2.2",2.72089370074331e-26,0.359522964868417,0.331,0.096,5.46273828298235e-22,"Fibroblasts","PBX2"
"GDE1.1",2.81116113360623e-26,0.304045671329227,0.415,0.132,5.64396820794122e-22,"Fibroblasts","GDE1"
"SERTAD4-AS1.1",2.82787011332881e-26,0.292787450444715,0.169,0.033,5.67751482653026e-22,"Fibroblasts","SERTAD4-AS1"
"NEMF",3.03809396577264e-26,0.355528257073285,0.661,0.244,6.09958125508172e-22,"Fibroblasts","NEMF"
"LIMS1.1",3.12121337472068e-26,0.43043967589654,0.869,0.331,6.26646009242672e-22,"Fibroblasts","LIMS1"
"LETMD1",3.12475381618885e-26,0.303119107324659,0.377,0.115,6.27356823676236e-22,"Fibroblasts","LETMD1"
"FKBP9",3.35468693635214e-26,0.35488570095968,0.258,0.066,6.7352049621142e-22,"Fibroblasts","FKBP9"
"RING1.1",3.44073505565016e-26,0.352351539995512,0.411,0.131,6.90796377122882e-22,"Fibroblasts","RING1"
"TMEM109",3.48103696009966e-26,0.33745777540149,0.661,0.239,6.98887790479209e-22,"Fibroblasts","TMEM109"
"HEY1",4.04783774200522e-26,0.335158337254709,0.254,0.064,8.12684383462388e-22,"Fibroblasts","HEY1"
"SON.3",4.09682777707814e-26,-0.487480937673927,0.945,0.768,8.22520112803979e-22,"Fibroblasts","SON"
"RP1-39G22.7",4.12899455892906e-26,0.323893570333677,0.161,0.031,8.28978237596188e-22,"Fibroblasts","RP1-39G22.7"
"NDUFS5.3",4.15955042609648e-26,-0.392073520392489,0.975,0.793,8.3511293904739e-22,"Fibroblasts","NDUFS5"
"MED15.1",4.3257886062987e-26,0.307975912321294,0.339,0.1,8.68488578486591e-22,"Fibroblasts","MED15"
"PDE6D",4.48641422443168e-26,0.336953027510839,0.309,0.087,9.00737383839149e-22,"Fibroblasts","PDE6D"
"PACSIN3",4.497547065636e-26,0.352780372212188,0.148,0.027,9.0297252436774e-22,"Fibroblasts","PACSIN3"
"TPT1-AS1",4.71748647277402e-26,0.288830851653744,0.178,0.037,9.47129759138839e-22,"Fibroblasts","TPT1-AS1"
"UBE2H",4.8960429573681e-26,0.310622242847542,0.492,0.166,9.82978544550794e-22,"Fibroblasts","UBE2H"
"CTNNAL1.1",5.0960978009549e-26,0.374616921823606,0.36,0.11,1.02314355549772e-21,"Fibroblasts","CTNNAL1"
"NNT-AS1",5.21452713257562e-26,0.370603811222565,0.284,0.078,1.04692061240721e-21,"Fibroblasts","NNT-AS1"
"CTSW.3",5.40644269424046e-26,-1.99430921847021,0.004,0.339,1.08545149972266e-21,"Fibroblasts","CTSW"
"TET1",5.5200753288362e-26,0.277858251830797,0.131,0.022,1.10826552377044e-21,"Fibroblasts","TET1"
"CCDC50.2",5.67655501419432e-26,0.411885738735644,0.394,0.125,1.13968195019979e-21,"Fibroblasts","CCDC50"
"KIAA2026.1",5.78170535796926e-26,0.295508831576538,0.381,0.118,1.16079298471949e-21,"Fibroblasts","KIAA2026"
"SKA2",6.06354038862931e-26,0.359833349076529,0.517,0.179,1.21737700382511e-21,"Fibroblasts","SKA2"
"SMARCB1.1",6.14428181743977e-26,0.349825473764178,0.356,0.108,1.23358746048738e-21,"Fibroblasts","SMARCB1"
"SPRY1.2",6.55066506825271e-26,0.271245579096415,0.551,0.188,1.3151770257531e-21,"Fibroblasts","SPRY1"
"SIRT6",6.67588799693946e-26,0.331794264207391,0.246,0.062,1.34031803314554e-21,"Fibroblasts","SIRT6"
"RNF217.1",7.15174138932029e-26,0.289509078929335,0.144,0.026,1.43585511873383e-21,"Fibroblasts","RNF217"
"TMEM38B.1",7.8666144548947e-26,0.434294645755525,0.339,0.102,1.57938018410921e-21,"Fibroblasts","TMEM38B"
"TSC22D3.3",8.07393480907457e-26,-0.849916004333929,0.852,0.726,1.6210038916179e-21,"Fibroblasts","TSC22D3"
"CASP8AP2",8.24578343939762e-26,0.308513496715917,0.28,0.076,1.65550594112786e-21,"Fibroblasts","CASP8AP2"
"RGS3.3",8.99105046830264e-26,0.384465287719388,0.352,0.106,1.80513320252112e-21,"Fibroblasts","RGS3"
"AKAP11",9.03762235298032e-26,0.298359785943396,0.267,0.07,1.81448343980786e-21,"Fibroblasts","AKAP11"
"B9D1.1",9.05565418309724e-26,0.371274361024549,0.186,0.04,1.81810369034043e-21,"Fibroblasts","B9D1"
"CYSTM1.2",9.271040394965e-26,0.547893330752916,0.945,0.373,1.86134678009712e-21,"Fibroblasts","CYSTM1"
"MED21",1.09705212398464e-25,0.32279243010019,0.559,0.198,2.20255154932396e-21,"Fibroblasts","MED21"
"TSPAN4.2",1.14255365297003e-25,0.473342680140766,0.547,0.199,2.29390496906793e-21,"Fibroblasts","TSPAN4"
"RALBP1.1",1.24140248627151e-25,0.3439756183451,0.432,0.142,2.49236377168731e-21,"Fibroblasts","RALBP1"
"YIPF6",1.24147725908379e-25,0.378520190202399,0.555,0.199,2.49251389306252e-21,"Fibroblasts","YIPF6"
"C12orf10.1",1.24710368548886e-25,0.380927209325894,0.534,0.19,2.50381006935597e-21,"Fibroblasts","C12orf10"
"RCOR3",1.25269663138442e-25,0.340211998815172,0.25,0.064,2.5150390268305e-21,"Fibroblasts","RCOR3"
"ENKD1",1.32078017898791e-25,0.255064183966839,0.119,0.018,2.65173036535402e-21,"Fibroblasts","ENKD1"
"ANO6.1",1.37594507036303e-25,0.389568652737432,0.301,0.086,2.76248491776785e-21,"Fibroblasts","ANO6"
"GPATCH4.1",1.46213840921451e-25,0.371858093771458,0.47,0.16,2.93553528417998e-21,"Fibroblasts","GPATCH4"
"OLA1.1",1.57888449725924e-25,0.381179007107397,0.64,0.236,3.16992640514737e-21,"Fibroblasts","OLA1"
"GOLGA4.1",1.6921951272051e-25,0.360679730559721,0.742,0.279,3.39742015688968e-21,"Fibroblasts","GOLGA4"
"RAI2.1",1.74665755876807e-25,0.257707889514697,0.119,0.018,3.50676438073865e-21,"Fibroblasts","RAI2"
"C1orf122",1.7926658400445e-25,0.426195681041223,0.369,0.116,3.59913520705735e-21,"Fibroblasts","C1orf122"
"TPCN1",1.83439056090539e-25,0.283147282028892,0.14,0.025,3.68290592912975e-21,"Fibroblasts","TPCN1"
"CEBPD.2",1.87714041283394e-25,0.429951006274836,0.462,0.157,3.7687348068467e-21,"Fibroblasts","CEBPD"
"PUM3",2.01940359795515e-25,0.285484020489967,0.356,0.108,4.05435660361455e-21,"Fibroblasts","PUM3"
"CDKN2C.1",2.02690695613971e-25,0.380574035747447,0.394,0.126,4.0694210958417e-21,"Fibroblasts","CDKN2C"
"COX5B",2.05884589858068e-25,-0.304681225511481,0.992,0.776,4.13354491058044e-21,"Fibroblasts","COX5B"
"WDFY2.1",2.19596874637454e-25,0.316625872119001,0.394,0.125,4.40884645209616e-21,"Fibroblasts","WDFY2"
"PTPN11",2.24228869270855e-25,0.327738577125105,0.377,0.118,4.50184300835096e-21,"Fibroblasts","PTPN11"
"DPCD.1",2.38283720100369e-25,0.389565536994333,0.237,0.06,4.78402224845512e-21,"Fibroblasts","DPCD"
"ECSIT.1",2.41866160607889e-25,0.355244136073261,0.403,0.129,4.85594690652459e-21,"Fibroblasts","ECSIT"
"IPO7.2",2.43286834273485e-25,0.347498135945895,0.453,0.153,4.88446977170875e-21,"Fibroblasts","IPO7"
"SPATA7.1",2.44752888653426e-25,0.302565890750786,0.131,0.022,4.91390374549484e-21,"Fibroblasts","SPATA7"
"HIBADH.2",2.52634944442635e-25,0.392569299786123,0.356,0.11,5.07215177957479e-21,"Fibroblasts","HIBADH"
"GNPAT.1",2.55095018905126e-25,0.333199014727465,0.381,0.12,5.12154269455821e-21,"Fibroblasts","GNPAT"
"CKAP4.2",2.62685593776406e-25,0.449724086996547,0.331,0.1,5.2739386662489e-21,"Fibroblasts","CKAP4"
"ZCCHC17",2.790890718188e-25,0.338453299155546,0.547,0.194,5.60327129490606e-21,"Fibroblasts","ZCCHC17"
"ACVR2A",2.81161398290998e-25,0.30272234025177,0.127,0.021,5.64487739348837e-21,"Fibroblasts","ACVR2A"
"RAB1B",2.81740177761689e-25,0.342177877242847,0.508,0.178,5.65649754892143e-21,"Fibroblasts","RAB1B"
"TRIM16.1",3.12316102290591e-25,0.279185201449523,0.153,0.029,6.27037038568819e-21,"Fibroblasts","TRIM16"
"DCLRE1B",3.13664040968223e-25,0.290518961245037,0.127,0.021,6.29743295051901e-21,"Fibroblasts","DCLRE1B"
"NPHP3",3.138495863465e-25,0.311095155110878,0.212,0.05,6.30115814507867e-21,"Fibroblasts","NPHP3"
"RCN1",3.1612896152783e-25,0.375411798472729,0.275,0.075,6.34692116059425e-21,"Fibroblasts","RCN1"
"ABL1",3.27089862478831e-25,0.284679524138203,0.195,0.043,6.56698316898748e-21,"Fibroblasts","ABL1"
"GIPC1.1",3.41622701222586e-25,0.321876997845433,0.246,0.063,6.85875897244586e-21,"Fibroblasts","GIPC1"
"BCL2L1.2",3.48307143760454e-25,0.356976101507372,0.36,0.111,6.99296252527863e-21,"Fibroblasts","BCL2L1"
"TINF2.1",3.49310450326805e-25,0.26146274627906,0.466,0.157,7.01310591121126e-21,"Fibroblasts","TINF2"
"PCNXL4",3.53624269295541e-25,0.280501755266111,0.432,0.142,7.09971445464658e-21,"Fibroblasts","PCNXL4"
"NT5DC1.1",3.74948944587523e-25,0.37304698850275,0.352,0.109,7.52784996048369e-21,"Fibroblasts","NT5DC1"
"RRNAD1",3.84335362339521e-25,0.333740155022807,0.22,0.053,7.71630106969056e-21,"Fibroblasts","RRNAD1"
"TMA16.1",3.88390806671958e-25,0.333162487984975,0.449,0.151,7.79772222555291e-21,"Fibroblasts","TMA16"
"RAC1.2",3.94421563195999e-25,0.478460346741369,0.78,0.302,7.91880172428607e-21,"Fibroblasts","RAC1"
"TMEM258",3.99985122047963e-25,-0.474758958358401,0.919,0.725,8.03050129535695e-21,"Fibroblasts","TMEM258"
"VPS45",4.00501347676221e-25,0.32745808862808,0.258,0.068,8.0408655572955e-21,"Fibroblasts","VPS45"
"TECPR2",4.05188455597473e-25,0.278809327321246,0.114,0.018,8.13496862303046e-21,"Fibroblasts","TECPR2"
"ZNF24",4.06303328617708e-25,0.358730749578668,0.564,0.204,8.15735192865772e-21,"Fibroblasts","ZNF24"
"MIB1.1",4.16110301148922e-25,0.35635458384939,0.305,0.088,8.3542465161669e-21,"Fibroblasts","MIB1"
"MED27",4.27159382863794e-25,0.295802829160093,0.233,0.058,8.57607892975639e-21,"Fibroblasts","MED27"
"POLD2.1",4.76912736979982e-25,0.433492911344767,0.542,0.195,9.57497702034709e-21,"Fibroblasts","POLD2"
"SKI",4.99704185526469e-25,0.279812094204032,0.335,0.099,1.00325609328149e-20,"Fibroblasts","SKI"
"GTF2F2",5.17092483885547e-25,0.321455706897423,0.428,0.142,1.03816657989701e-20,"Fibroblasts","GTF2F2"
"GNA12.1",5.31657809764677e-25,0.315246428261178,0.191,0.042,1.06740938466454e-20,"Fibroblasts","GNA12"
"TIMMDC1.1",5.40224439158813e-25,0.389140647876007,0.542,0.197,1.08460860649915e-20,"Fibroblasts","TIMMDC1"
"KLRB1.3",5.80307471783155e-25,-2.14093499962569,0.034,0.356,1.16508331109904e-20,"Fibroblasts","KLRB1"
"PGM2L1.1",5.85266497183753e-25,0.320814940475153,0.415,0.135,1.17503954639582e-20,"Fibroblasts","PGM2L1"
"CHID1.2",6.0205401415838e-25,0.433962286589175,0.547,0.2,1.20874384422578e-20,"Fibroblasts","CHID1"
"MPC1.1",6.16563396629785e-25,0.390034409947678,0.699,0.265,1.23787433141362e-20,"Fibroblasts","MPC1"
"PRKAB2",6.29006465597918e-25,0.368863370587138,0.254,0.067,1.26285628098094e-20,"Fibroblasts","PRKAB2"
"RHOH.3",6.39550665743666e-25,-1.85644412598338,0.008,0.332,1.28402587161356e-20,"Fibroblasts","RHOH"
"ANKIB1",6.64395236146617e-25,0.310727593954904,0.267,0.072,1.33390631561156e-20,"Fibroblasts","ANKIB1"
"MRPL34.1",6.65225648787108e-25,0.428513124832999,0.763,0.296,1.33557353506988e-20,"Fibroblasts","MRPL34"
"CBX1.1",6.72919724911491e-25,0.375083743634972,0.483,0.168,1.3510209317048e-20,"Fibroblasts","CBX1"
"KIAA1715",6.83832741181037e-25,0.281534807661902,0.275,0.075,1.37293099446917e-20,"Fibroblasts","KIAA1715"
"EML2",7.11232024438742e-25,0.269168683649805,0.309,0.089,1.42794053546566e-20,"Fibroblasts","EML2"
"SYTL3.3",7.1166356545987e-25,-1.88694392967794,0.013,0.336,1.42880694037378e-20,"Fibroblasts","SYTL3"
"BRD4",7.26587931361994e-25,0.33988251247716,0.661,0.245,1.45877058979548e-20,"Fibroblasts","BRD4"
"BTN2A1",7.29858347841447e-25,0.300434563422026,0.309,0.09,1.46533660496127e-20,"Fibroblasts","BTN2A1"
"SLC2A6",8.40285879761602e-25,0.310843174481146,0.165,0.034,1.68704196079737e-20,"Fibroblasts","SLC2A6"
"SSRP1",8.42497154298172e-25,0.313134612745335,0.521,0.182,1.69148153668444e-20,"Fibroblasts","SSRP1"
"WDFY3",9.401380425142e-25,0.295076055986569,0.174,0.036,1.88751514795576e-20,"Fibroblasts","WDFY3"
"WIPI1.1",9.5852601298684e-25,0.326335594247534,0.212,0.05,1.92443267627368e-20,"Fibroblasts","WIPI1"
"MUL1",9.66360345885293e-25,0.334998711445914,0.229,0.057,1.9401616664339e-20,"Fibroblasts","MUL1"
"RAB3A",9.7482234049193e-25,0.286240181738585,0.136,0.024,1.95715081300565e-20,"Fibroblasts","RAB3A"
"RBM8A.4",1.06498038030091e-24,-0.679674592679942,0.801,0.697,2.13816110953013e-20,"Fibroblasts","RBM8A"
"STK17B.2",1.07382927413564e-24,-1.70993502823253,0.11,0.415,2.15592703368212e-20,"Fibroblasts","STK17B"
"TSR1",1.09929417022886e-24,0.277021382156614,0.246,0.064,2.20705290556849e-20,"Fibroblasts","TSR1"
"NENF.1",1.15969940424787e-24,0.330230395398021,0.237,0.061,2.32832849390845e-20,"Fibroblasts","NENF"
"ANKRD50.1",1.18196912454411e-24,0.269680267772926,0.14,0.025,2.37303941134721e-20,"Fibroblasts","ANKRD50"
"BBS4.1",1.2977846830784e-24,0.296858527444813,0.165,0.034,2.6055623082165e-20,"Fibroblasts","BBS4"
"LTV1",1.35474061338687e-24,0.34820796278524,0.301,0.087,2.71991272949681e-20,"Fibroblasts","LTV1"
"PDHX.1",1.41446382578118e-24,0.306050883133993,0.271,0.074,2.83981902302087e-20,"Fibroblasts","PDHX"
"CTDNEP1.1",1.45953203988458e-24,0.314727515239454,0.343,0.105,2.93030247647627e-20,"Fibroblasts","CTDNEP1"
"TMEM94",1.48227755493384e-24,0.301226006985896,0.165,0.034,2.97596864704067e-20,"Fibroblasts","TMEM94"
"ZNF146",1.49916229016812e-24,0.28545110669668,0.314,0.092,3.00986812997054e-20,"Fibroblasts","ZNF146"
"ZDHHC21.1",1.52478505777774e-24,0.291249192161516,0.237,0.06,3.06131096050036e-20,"Fibroblasts","ZDHHC21"
"DOCK6",1.63979370003668e-24,0.35448613673067,0.233,0.059,3.29221381156364e-20,"Fibroblasts","DOCK6"
"ZFPL1",1.66976152733162e-24,0.336188753553329,0.318,0.095,3.35238021842369e-20,"Fibroblasts","ZFPL1"
"SMIM4.2",1.84954967390283e-24,0.348296800800383,0.504,0.179,3.71334088029471e-20,"Fibroblasts","SMIM4"
"RPAIN",1.89381535784677e-24,0.304954980210741,0.631,0.234,3.80221309394896e-20,"Fibroblasts","RPAIN"
"TMBIM1.2",1.89728044820197e-24,0.318923126724869,0.568,0.204,3.8091699558551e-20,"Fibroblasts","TMBIM1"
"COX8A",1.95586106550193e-24,-0.341148824839932,0.979,0.753,3.92678226120822e-20,"Fibroblasts","COX8A"
"PLEKHA3.1",2.00526393139166e-24,0.275343348278043,0.229,0.057,4.02596839505503e-20,"Fibroblasts","PLEKHA3"
"SELK.1",2.10315733043022e-24,-0.554641728329272,0.936,0.762,4.22250897230476e-20,"Fibroblasts","SELK"
"UBXN2A",2.20281386367717e-24,0.279261761563106,0.288,0.082,4.42258939410465e-20,"Fibroblasts","UBXN2A"
"USO1",2.30349700492407e-24,0.355290861792062,0.47,0.165,4.62473093678605e-20,"Fibroblasts","USO1"
"SFXN3",2.31131362300988e-24,0.269467557517994,0.292,0.082,4.64042436091693e-20,"Fibroblasts","SFXN3"
"HCFC2",2.34326269961323e-24,0.309842067374204,0.225,0.056,4.70456852201348e-20,"Fibroblasts","HCFC2"
"MAGI1.1",2.36889070348629e-24,0.354136841194017,0.275,0.077,4.75602186538942e-20,"Fibroblasts","MAGI1"
"LTBR.3",2.38927460640178e-24,0.404937096192379,0.377,0.121,4.79694662727285e-20,"Fibroblasts","LTBR"
"ARHGEF40.1",2.42461034635726e-24,0.348757879092876,0.203,0.048,4.86789019238147e-20,"Fibroblasts","ARHGEF40"
"H2AFY2.1",2.42991893677398e-24,0.250472255063607,0.131,0.023,4.87854824936111e-20,"Fibroblasts","H2AFY2"
"RBM39.2",2.44173209720946e-24,-0.461831570296083,0.975,0.771,4.90226553156744e-20,"Fibroblasts","RBM39"
"ZHX1.1",2.44233823076127e-24,0.362166805704801,0.343,0.106,4.9034824658994e-20,"Fibroblasts","ZHX1"
"FAM168B",2.44912690618453e-24,0.28826802519155,0.229,0.057,4.91711208954667e-20,"Fibroblasts","FAM168B"
"FAM3A.2",2.61009124575881e-24,0.345752561308849,0.326,0.099,5.24028019410997e-20,"Fibroblasts","FAM3A"
"KIF17",2.67355700081655e-24,0.273596635527391,0.14,0.026,5.36770039053938e-20,"Fibroblasts","KIF17"
"TPM4.3",2.76016413362306e-24,0.52148449016369,0.983,0.402,5.54158153107501e-20,"Fibroblasts","TPM4"
"C12orf76",2.79840998435274e-24,0.271506091555572,0.292,0.083,5.61836772558499e-20,"Fibroblasts","C12orf76"
"CLN5.1",2.79991704740651e-24,0.320393372480782,0.267,0.073,5.62139345607805e-20,"Fibroblasts","CLN5"
"BCKDK.2",2.89746450237485e-24,0.405035100691728,0.462,0.16,5.81723948141799e-20,"Fibroblasts","BCKDK"
"CHM",3.15337665764174e-24,0.287620995285621,0.275,0.076,6.33103431554732e-20,"Fibroblasts","CHM"
"IMPACT",3.23073943101291e-24,0.308260270888503,0.216,0.053,6.48635555564461e-20,"Fibroblasts","IMPACT"
"PREPL",3.34066236742475e-24,0.269539920057722,0.305,0.089,6.70704783507867e-20,"Fibroblasts","PREPL"
"H2AFZ.1",3.40070019586028e-24,-0.426908344025153,0.962,0.749,6.82758578322869e-20,"Fibroblasts","H2AFZ"
"SEC23A.1",3.41512331495967e-24,0.341958638411185,0.487,0.173,6.85654307944452e-20,"Fibroblasts","SEC23A"
"B4GALT2",3.44386708862508e-24,0.278532838552516,0.131,0.023,6.91425195383257e-20,"Fibroblasts","B4GALT2"
"IL7R.4",3.57481386364297e-24,-2.00071517644878,0.042,0.356,7.177153794036e-20,"Fibroblasts","IL7R"
"STX12.3",3.77849646120745e-24,0.339221497291777,0.504,0.177,7.5860873451662e-20,"Fibroblasts","STX12"
"SMIM12",3.94761585654735e-24,0.372903259212967,0.606,0.231,7.92562835519011e-20,"Fibroblasts","SMIM12"
"CLTB",3.96312775762222e-24,0.320266015594784,0.284,0.08,7.95677159897814e-20,"Fibroblasts","CLTB"
"MKL1",3.97218450810896e-24,0.274964989964392,0.174,0.037,7.97495483693036e-20,"Fibroblasts","MKL1"
"HTRA1.2",4.58347328366034e-24,0.371619541339756,0.343,0.106,9.20223931160487e-20,"Fibroblasts","HTRA1"
"TXNDC15",4.97423707615864e-24,0.312537184481323,0.517,0.186,9.9867757778037e-20,"Fibroblasts","TXNDC15"
"PLAU.2",4.98068168445783e-24,0.343888608963396,0.153,0.03,9.99971461788598e-20,"Fibroblasts","PLAU"
"SPOP",5.06527569261952e-24,0.351798444355846,0.619,0.232,1.01695540080722e-19,"Fibroblasts","SPOP"
"TMEM87A",5.11814773575638e-24,0.30111451285415,0.525,0.189,1.02757052090781e-19,"Fibroblasts","TMEM87A"
"KRT18.3",5.20017073157258e-24,0.473846849881609,0.585,0.209,1.04403827777783e-19,"Fibroblasts","KRT18"
"EBNA1BP2.1",5.4973177878218e-24,0.376946931188728,0.525,0.191,1.10369649226098e-19,"Fibroblasts","EBNA1BP2"
"NOTCH1",5.96956058652134e-24,0.310891664866246,0.25,0.067,1.19850867895589e-19,"Fibroblasts","NOTCH1"
"PRKAA2.1",6.04001190086503e-24,0.305414438426966,0.131,0.023,1.21265318933667e-19,"Fibroblasts","PRKAA2"
"SLC30A9.1",6.46721490928616e-24,0.328744720095928,0.288,0.083,1.29842273733738e-19,"Fibroblasts","SLC30A9"
"AKT1.1",7.45014899933964e-24,0.304582261281111,0.305,0.09,1.49576641459742e-19,"Fibroblasts","AKT1"
"B4GALT3",7.81263143630717e-24,0.267633269110743,0.373,0.119,1.56854201346739e-19,"Fibroblasts","B4GALT3"
"HYPK",8.00017124303978e-24,0.279642012996745,0.233,0.06,1.6061943804651e-19,"Fibroblasts","HYPK"
"SNX1",8.09002751542078e-24,0.309043938055216,0.419,0.141,1.62423482427103e-19,"Fibroblasts","SNX1"
"SPEN.1",8.09700842618133e-24,0.297403683701052,0.288,0.083,1.62563638172443e-19,"Fibroblasts","SPEN"
"LZTFL1",8.37326850057526e-24,0.272965704497805,0.157,0.032,1.6811011168605e-19,"Fibroblasts","LZTFL1"
"LARP6.1",8.48789726725879e-24,0.253406130227542,0.102,0.015,1.70411513434755e-19,"Fibroblasts","LARP6"
"MRPL3.2",8.50973327060336e-24,0.352713168310692,0.568,0.21,1.70849914873904e-19,"Fibroblasts","MRPL3"
"DUSP3.2",8.96097256563026e-24,0.397060949865966,0.394,0.132,1.79909446200159e-19,"Fibroblasts","DUSP3"
"RP11-352M15.2",9.06440951555898e-24,0.259900575916899,0.284,0.08,1.81986149843878e-19,"Fibroblasts","RP11-352M15.2"
"IER5L",9.11431203226976e-24,0.301472824827666,0.191,0.044,1.8298804267188e-19,"Fibroblasts","IER5L"
"KITLG",9.23324600815948e-24,0.323287736783121,0.144,0.028,1.85375880105818e-19,"Fibroblasts","KITLG"
"GABPB2.1",9.25171733674147e-24,0.266773538670915,0.229,0.058,1.85746728969759e-19,"Fibroblasts","GABPB2"
"MTSS1L",9.28351714910938e-24,0.266906353296734,0.114,0.018,1.86385173802669e-19,"Fibroblasts","MTSS1L"
"PDS5B",9.37799806922616e-24,0.297599068972854,0.403,0.133,1.88282067235854e-19,"Fibroblasts","PDS5B"
"GATAD1",9.78539357197469e-24,0.331869792381814,0.267,0.075,1.96461346744536e-19,"Fibroblasts","GATAD1"
"QSOX1",9.78898144928652e-24,0.323331484217322,0.267,0.074,1.96533380557325e-19,"Fibroblasts","QSOX1"
