"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"POLD4",1.5433357982254e-26,0.278162867226209,0.152,0.067,2.34000573726935e-22,"Carcinoma","POLD4"
"NET1.2",1.64527856346871e-26,0.440355209480412,0.119,0.047,2.49457135793126e-22,"Carcinoma","NET1"
"EZR.8",1.8056185249888e-26,0.295212981148621,0.207,0.104,2.73767880758802e-22,"Carcinoma","EZR"
"COL3A1.10",2.00703805277685e-26,-2.88788625844508,0.072,0.168,3.04307109562026e-22,"Carcinoma","COL3A1"
"SERPINF1.1",2.60866608843978e-26,-1.05058068447798,0.024,0.107,3.95525952329239e-22,"Carcinoma","SERPINF1"
"SMG1",2.73245053409148e-26,0.408712749128111,0.126,0.052,4.14294149978951e-22,"Carcinoma","SMG1"
"TJP1.3",2.829566209138e-26,0.300217318796963,0.117,0.045,4.29018828629503e-22,"Carcinoma","TJP1"
"PNN.2",3.01972228778398e-26,0.304526566617417,0.169,0.078,4.57850293273807e-22,"Carcinoma","PNN"
"TARS.1",3.08765756261298e-26,0.273940489010324,0.14,0.06,4.68150639643379e-22,"Carcinoma","TARS"
"UBXN4.4",3.09068819170192e-26,0.269341462986456,0.206,0.103,4.68610143625845e-22,"Carcinoma","UBXN4"
"RGCC.2",3.13504145413792e-26,-1.29334890279233,0.02,0.101,4.75334985276391e-22,"Carcinoma","RGCC"
"KLF2.6",3.5307765907557e-26,-1.33636565036863,0.036,0.124,5.35336346690379e-22,"Carcinoma","KLF2"
"EIF3B",3.65655358681942e-26,0.259828162197051,0.144,0.062,5.5440665483356e-22,"Carcinoma","EIF3B"
"MT-ND6.3",4.40072469723057e-26,0.338547789591834,0.208,0.107,6.672378785941e-22,"Carcinoma","MT-ND6"
"MRFAP1L1",4.49006435044196e-26,0.335278402283424,0.11,0.042,6.80783556814011e-22,"Carcinoma","MRFAP1L1"
"GPAA1.1",4.76322208662343e-26,0.262395142488594,0.119,0.047,7.22199732773844e-22,"Carcinoma","GPAA1"
"IDH1.1",6.60714993129095e-26,0.467894413328467,0.154,0.071,1.00177607258233e-21,"Carcinoma","IDH1"
"DUSP1.6",7.04471707731529e-26,-0.965502972744889,0.264,0.371,1.06812000326254e-21,"Carcinoma","DUSP1"
"TMEM87A",7.29420057684781e-26,0.298964557424975,0.131,0.054,1.10594669146166e-21,"Carcinoma","TMEM87A"
"MEAF6",8.06529534111066e-26,0.376940642360397,0.107,0.04,1.2228600796192e-21,"Carcinoma","MEAF6"
"NDUFC2-KCTD14.5",8.67336680761288e-26,0.267354762541354,0.226,0.12,1.31505587537027e-21,"Carcinoma","NDUFC2-KCTD14"
"TCF3",9.55760420542448e-26,0.292921861959589,0.116,0.045,1.44912394962646e-21,"Carcinoma","TCF3"
"OPTN.1",9.71882701890026e-26,0.376452118499347,0.133,0.056,1.47356855260566e-21,"Carcinoma","OPTN"
"TUBB4B.4",1.05608268320866e-25,0.345022036905704,0.22,0.115,1.60123256428097e-21,"Carcinoma","TUBB4B"
"ZMYND8",1.15564064122412e-25,0.494455153745615,0.105,0.039,1.75218234022401e-21,"Carcinoma","ZMYND8"
"SUCLG1.1",1.5363044856969e-25,0.431738436741724,0.154,0.071,2.32934486121365e-21,"Carcinoma","SUCLG1"
"TIMM23",1.56324422689912e-25,0.422025696691447,0.11,0.043,2.37019089682445e-21,"Carcinoma","TIMM23"
"SRP14.6",1.67955885970303e-25,0.281866414203909,0.451,0.291,2.54654714308173e-21,"Carcinoma","SRP14"
"CDIPT.1",2.09971000108621e-25,0.304815613849169,0.124,0.051,3.18358030364691e-21,"Carcinoma","CDIPT"
"NONO.7",2.31899445431268e-25,0.328365068149828,0.246,0.135,3.51605939162889e-21,"Carcinoma","NONO"
"AC024592.3.2",2.62114865805303e-25,0.279730704922806,0.218,0.115,3.97418559534e-21,"Carcinoma","AC024592.3"
"ADNP",2.85203093758672e-25,0.268695296407892,0.115,0.045,4.32424930756898e-21,"Carcinoma","ADNP"
"PAIP1",3.30778269852497e-25,0.365347257336011,0.143,0.063,5.01526012750356e-21,"Carcinoma","PAIP1"
"ARF5.1",3.36127367706752e-25,0.302882250488924,0.155,0.071,5.09636314916977e-21,"Carcinoma","ARF5"
"THOC5.1",3.44683217058437e-25,0.308766357117492,0.118,0.048,5.22608693704002e-21,"Carcinoma","THOC5"
"MRPL41",3.47346919599567e-25,0.336406923506137,0.132,0.057,5.26647399496864e-21,"Carcinoma","MRPL41"
"ARHGEF12.3",3.66411015135873e-25,0.294531960850364,0.159,0.073,5.55552381149011e-21,"Carcinoma","ARHGEF12"
"MRPL23",3.7713283957301e-25,0.365437441664639,0.124,0.052,5.71808811360598e-21,"Carcinoma","MRPL23"
"AP000275.2",3.99500316305512e-25,0.33203623824085,0.104,0.039,6.05722379582418e-21,"Carcinoma","AP000275.2"
"MTUS1.1",4.46938089878856e-25,0.395158875530619,0.108,0.042,6.77647531874322e-21,"Carcinoma","MTUS1"
"RPS19.8",4.69657052815768e-25,0.355561247226056,0.79,0.664,7.12094023479268e-21,"Carcinoma","RPS19"
"TOMM20.2",5.00857297876471e-25,0.266783901669797,0.229,0.122,7.59399835040306e-21,"Carcinoma","TOMM20"
"FKBP3",5.2331001582443e-25,0.298743444289267,0.132,0.056,7.93442645993001e-21,"Carcinoma","FKBP3"
"LPGAT1.1",5.70788688090014e-25,0.283103658260868,0.115,0.046,8.6542980888208e-21,"Carcinoma","LPGAT1"
"RARRES2.9",6.4919341190653e-25,0.286761403209023,0.182,0.089,9.8430705113268e-21,"Carcinoma","RARRES2"
"NDUFA6.2",7.06091148522273e-25,0.42685456900412,0.185,0.093,1.07057539938947e-20,"Carcinoma","NDUFA6"
"NPIPB11",7.28180455326191e-25,0.493277299187661,0.113,0.045,1.10406720636557e-20,"Carcinoma","NPIPB11"
"TIMM13",8.07259163360989e-25,0.268941304416942,0.112,0.044,1.22396634348793e-20,"Carcinoma","TIMM13"
"TAX1BP1.2",8.3164732606359e-25,0.280025658321974,0.218,0.115,1.26094367577762e-20,"Carcinoma","TAX1BP1"
"PPT1.9",9.59676885249337e-25,-1.31854756384068,0.079,0.173,1.45506209341505e-20,"Carcinoma","PPT1"
"PPA2.1",9.67405709407383e-25,0.384585907804979,0.118,0.049,1.46678053660347e-20,"Carcinoma","PPA2"
"PHIP",9.75141439088145e-25,0.256049556470924,0.142,0.062,1.47850944994545e-20,"Carcinoma","PHIP"
"POLDIP2.1",1.11216665578438e-24,0.283107697453843,0.113,0.045,1.68626708350028e-20,"Carcinoma","POLDIP2"
"UQCRFS1.3",1.12135212836542e-24,0.401392603858142,0.174,0.086,1.70019409702765e-20,"Carcinoma","UQCRFS1"
"PIN4",1.21575733268585e-24,0.334107404567087,0.101,0.038,1.84333126781828e-20,"Carcinoma","PIN4"
"BAG6.1",1.26764520396805e-24,0.288501129751091,0.159,0.074,1.92200365825635e-20,"Carcinoma","BAG6"
"CUTA.1",1.31393714625894e-24,0.303628242928067,0.162,0.077,1.99219150115781e-20,"Carcinoma","CUTA"
"MTHFS.1",1.34048622739097e-24,0.358920314221896,0.112,0.045,2.03244521797018e-20,"Carcinoma","MTHFS"
"FKBP4",1.52381140881962e-24,0.259869170416973,0.111,0.044,2.31040285805231e-20,"Carcinoma","FKBP4"
"NOL7.1",1.59643153059094e-24,0.311347475680923,0.153,0.071,2.42050948668198e-20,"Carcinoma","NOL7"
"TLN1.4",1.64542160727682e-24,-1.2190569870887,0.109,0.209,2.49478824095312e-20,"Carcinoma","TLN1"
"USP9X.2",1.91938255632579e-24,0.273192220179509,0.171,0.082,2.91016783190116e-20,"Carcinoma","USP9X"
"RPL37A.6",2.1115956685324e-24,0.288229469777394,0.852,0.715,3.20160135262882e-20,"Carcinoma","RPL37A"
"CD163L1.9",2.7291016836625e-24,-1.36548749636071,0.065,0.156,4.13786397276909e-20,"Carcinoma","CD163L1"
"DDAH2.5",2.7923770998941e-24,0.327481704105761,0.423,0.272,4.23380215885944e-20,"Carcinoma","DDAH2"
"NNMT.5",3.2189466453502e-24,-1.07539087202678,0.03,0.112,4.88056690367997e-20,"Carcinoma","NNMT"
"NAA20",3.35274609928639e-24,0.30653508253896,0.124,0.052,5.08343363573803e-20,"Carcinoma","NAA20"
"EAPP",3.62858565857079e-24,0.312738963510348,0.101,0.038,5.50166157552502e-20,"Carcinoma","EAPP"
"SNRPC.2",3.70429510948351e-24,0.258833295298639,0.143,0.064,5.6164522449989e-20,"Carcinoma","SNRPC"
"VPS35.3",3.74370759892672e-24,0.264784513849651,0.183,0.091,5.6762094614927e-20,"Carcinoma","VPS35"
"SPCS2.4",3.75380730230373e-24,0.284733137994831,0.168,0.081,5.69152263175292e-20,"Carcinoma","SPCS2"
"ARL10.4",3.95523022005898e-24,0.269644101427314,0.221,0.118,5.99692005965342e-20,"Carcinoma","ARL10"
"COPB2",4.02674825397339e-24,0.275551406456586,0.134,0.059,6.10535570267446e-20,"Carcinoma","COPB2"
"UQCRC2.2",4.11253836232925e-24,0.375583349959757,0.195,0.101,6.23543066496361e-20,"Carcinoma","UQCRC2"
"COA3",4.5481526817224e-24,0.414767410989619,0.107,0.042,6.8959090960275e-20,"Carcinoma","COA3"
"COL4A1.9",4.97750934506201e-24,-1.75886957260717,0.057,0.145,7.54689966898302e-20,"Carcinoma","COL4A1"
"GRSF1.1",5.1591135552525e-24,0.29286315243626,0.127,0.054,7.82224797247384e-20,"Carcinoma","GRSF1"
"NFKBIA.7",5.49121923323626e-24,-1.15174493650525,0.315,0.404,8.32578660143281e-20,"Carcinoma","NFKBIA"
"TMED4",5.56968919521823e-24,0.393928842953765,0.142,0.065,8.44476275778988e-20,"Carcinoma","TMED4"
"METTL26",6.4117261028786e-24,0.311781944951775,0.102,0.039,9.72145911718453e-20,"Carcinoma","METTL26"
"DPY30",6.42182561555681e-24,0.282019882804011,0.1,0.038,9.73677199830723e-20,"Carcinoma","DPY30"
"NOP58",7.61213409162309e-24,0.255687984781219,0.141,0.063,1.15415177097189e-19,"Carcinoma","NOP58"
"SLC25A39",7.80976896032695e-24,0.273846699589056,0.124,0.053,1.18411716976477e-19,"Carcinoma","SLC25A39"
"GARS",9.12224411331705e-24,0.270772350217258,0.121,0.051,1.38311465246113e-19,"Carcinoma","GARS"
"FBXW5.1",1.30360773345485e-23,0.259555218176574,0.108,0.043,1.97653004546424e-19,"Carcinoma","FBXW5"
"LUM",1.50571159272556e-23,-1.90438607304787,0.025,0.101,2.2829599168905e-19,"Carcinoma","LUM"
"PPP1R11",1.70933598618268e-23,0.294427280599065,0.129,0.056,2.59169522225019e-19,"Carcinoma","PPP1R11"
"CALM1.8",1.99564795738698e-23,-0.959155135149548,0.313,0.402,3.02580143299014e-19,"Carcinoma","CALM1"
"EML4.1",2.00795044273794e-23,0.35261835105052,0.139,0.063,3.04445446127927e-19,"Carcinoma","EML4"
"ATXN7L3B",2.40628374891918e-23,0.320002425355342,0.105,0.041,3.64840742011125e-19,"Carcinoma","ATXN7L3B"
"EIF3CL.1",2.50397010023378e-23,0.326074325402772,0.158,0.075,3.79651946597446e-19,"Carcinoma","EIF3CL"
"CXCL8.10",2.53591075395693e-23,0.648250617243476,0.176,0.088,3.8449478851495e-19,"Carcinoma","CXCL8"
"RPL7.6",3.05854475892226e-23,0.284566735444202,0.711,0.553,4.63736556347793e-19,"Carcinoma","RPL7"
"CFDP1",3.10997360611139e-23,0.340123941520326,0.121,0.052,4.71534198158609e-19,"Carcinoma","CFDP1"
"YTHDC1",3.71279360402821e-23,0.336295840132018,0.124,0.053,5.62933766242758e-19,"Carcinoma","YTHDC1"
"STMP1",3.96041501804546e-23,0.304815656460707,0.138,0.062,6.00478125036053e-19,"Carcinoma","STMP1"
"TNFAIP3.9",4.439704979047e-23,-1.50453515399612,0.073,0.161,6.73148068923106e-19,"Carcinoma","TNFAIP3"
"EIF5B.4",5.193766861544e-23,0.258774556441309,0.223,0.121,7.87478931547301e-19,"Carcinoma","EIF5B"
"HP.6",5.40232934205829e-23,-2.96369630700776,0.076,0.166,8.19101174842878e-19,"Carcinoma","HP"
"MRPL51",7.47158704950082e-23,0.317405570057639,0.148,0.07,1.13284202844531e-18,"Carcinoma","MRPL51"
"NDUFS1.1",7.74313360002232e-23,0.362665069446056,0.149,0.071,1.17401391643538e-18,"Carcinoma","NDUFS1"
"NBPF10",7.82282717030589e-23,0.270738008754446,0.101,0.039,1.18609705556178e-18,"Carcinoma","NBPF10"
"TFDP2",8.45885419133524e-23,0.259516067076796,0.112,0.046,1.28253147249025e-18,"Carcinoma","TFDP2"
"TMEM208.1",9.22929395467908e-23,0.255423377403814,0.11,0.045,1.39934554940844e-18,"Carcinoma","TMEM208"
"CTAGE5",9.38932974387482e-23,-0.513582832117434,0.14,0.063,1.4236101757663e-18,"Carcinoma","CTAGE5"
"TGFBI.10",9.9417313465239e-23,-1.17340908544289,0.126,0.223,1.50736530675995e-18,"Carcinoma","TGFBI"
"SF3B6.4",1.10051033476777e-22,0.283687337884634,0.181,0.092,1.66859376957489e-18,"Carcinoma","SF3B6"
"H2AFJ.1",1.17487501373238e-22,0.277979681101361,0.131,0.058,1.78134549582104e-18,"Carcinoma","H2AFJ"
"RIF1",1.31175538194679e-22,0.268149805501615,0.109,0.044,1.98888351010773e-18,"Carcinoma","RIF1"
"IDH2.2",1.35270147257301e-22,0.263191824725895,0.155,0.075,2.0509659727152e-18,"Carcinoma","IDH2"
"DHX15",1.40964597728384e-22,0.250504313747785,0.127,0.055,2.13730523075775e-18,"Carcinoma","DHX15"
"RPS15.6",1.5971522121468e-22,0.361074674259927,0.706,0.547,2.42160218405697e-18,"Carcinoma","RPS15"
"ZFP36.8",1.90756028270379e-22,-0.99750483579835,0.315,0.398,2.89224290063548e-18,"Carcinoma","ZFP36"
"PLPP3.6",1.99717159939451e-22,0.261833073870602,0.315,0.189,3.02811157900195e-18,"Carcinoma","PLPP3"
"ARAP1.6",2.09272052025435e-22,0.356664628029036,0.162,0.081,3.17298285280965e-18,"Carcinoma","ARAP1"
"HUWE1.1",2.16007966979324e-22,0.324327484035091,0.137,0.063,3.27511279534051e-18,"Carcinoma","HUWE1"
"NPM1.5",2.19566964699888e-22,0.267015738451609,0.456,0.309,3.3290743187797e-18,"Carcinoma","NPM1"
"OCIAD1.3",2.47086321065135e-22,0.325339038355179,0.189,0.099,3.74632279998958e-18,"Carcinoma","OCIAD1"
"WAC",2.8663532162959e-22,0.261866925309955,0.237,0.133,4.34596474654785e-18,"Carcinoma","WAC"
"GUCD1.1",2.88393531543835e-22,0.345005725659068,0.106,0.043,4.37262272526763e-18,"Carcinoma","GUCD1"
"MRPS35.1",2.99172365968389e-22,0.423715549043446,0.113,0.048,4.53605141281272e-18,"Carcinoma","MRPS35"
"CPT1A",3.44608280705409e-22,0.275521274242773,0.109,0.045,5.2249507520554e-18,"Carcinoma","CPT1A"
"CTSL.6",3.89923635960741e-22,-1.48276204420135,0.112,0.204,5.91202216843676e-18,"Carcinoma","CTSL"
"FDFT1.1",4.01447791682004e-22,0.348189282499271,0.112,0.047,6.08675141748254e-18,"Carcinoma","FDFT1"
"PDIA6.6",4.1447007083999e-22,0.292394028088635,0.246,0.141,6.28419521407593e-18,"Carcinoma","PDIA6"
"MYO1B.1",4.15517654113143e-22,0.437882337751346,0.11,0.047,6.30007867166348e-18,"Carcinoma","MYO1B"
"C18orf32.1",4.50483832838158e-22,0.35092221507145,0.149,0.072,6.83023587349215e-18,"Carcinoma","C18orf32"
"MYL12A.7",5.46960822351361e-22,0.26426691847687,0.462,0.316,8.29301998849133e-18,"Carcinoma","MYL12A"
"PSMD14.1",5.50628939905658e-22,0.353423128209957,0.103,0.042,8.34863598684959e-18,"Carcinoma","PSMD14"
"EIF5A.3",5.57278268927491e-22,0.299939605850777,0.228,0.127,8.44945311347862e-18,"Carcinoma","EIF5A"
"ADH5.1",5.8711758872069e-22,0.375926246618257,0.149,0.072,8.9018768801831e-18,"Carcinoma","ADH5"
"TIMP2.6",6.34574044648002e-22,-1.05825615792489,0.148,0.246,9.62141166495301e-18,"Carcinoma","TIMP2"
"C9.9",6.92897197208516e-22,-1.07190117809885,0.09,0.18,1.05057073040755e-17,"Carcinoma","C9"
"ASS1.2",7.46660343603113e-22,0.378655612248323,0.127,0.057,1.13208641297104e-17,"Carcinoma","ASS1"
"NDUFV1",7.48213976721049e-22,0.365196981883093,0.121,0.054,1.13444203150445e-17,"Carcinoma","NDUFV1"
"DHRSX",8.16793829255145e-22,0.255640784405223,0.13,0.059,1.23842280391665e-17,"Carcinoma","DHRSX"
"STAU1.3",9.90417940577834e-22,0.407777755728567,0.168,0.085,1.50167168150411e-17,"Carcinoma","STAU1"
"RAD23B",1.13920095233433e-21,0.30620972305854,0.158,0.078,1.72725648392931e-17,"Carcinoma","RAD23B"
"EBPL.1",1.14293924125172e-21,0.301661051320995,0.115,0.05,1.73292447758586e-17,"Carcinoma","EBPL"
"GATM.9",1.17605273870269e-21,0.331353074802031,0.171,0.086,1.78313116242102e-17,"Carcinoma","GATM"
"CS.1",1.28026371181138e-21,0.335312969759238,0.136,0.063,1.94113583984841e-17,"Carcinoma","CS"
"ARRDC2",2.05758355246329e-21,0.341548765088849,0.127,0.057,3.11970818224484e-17,"Carcinoma","ARRDC2"
"N4BP2L2",2.07858641443265e-21,0.324402207777228,0.149,0.072,3.15155272156279e-17,"Carcinoma","N4BP2L2"
"DNPH1",2.09041459883748e-21,0.38106159182336,0.104,0.043,3.16948661475739e-17,"Carcinoma","DNPH1"
"CD44.9",2.10214158518256e-21,-1.13129046096861,0.062,0.146,3.1872670714538e-17,"Carcinoma","CD44"
"KLF3.1",2.81137348484851e-21,0.386776626217029,0.129,0.059,4.26260447772731e-17,"Carcinoma","KLF3"
"GRN.10",3.54176182668144e-21,-1.221935401256,0.183,0.271,5.3700192816144e-17,"Carcinoma","GRN"
"CNIH4",4.45809168265616e-21,0.255485006419587,0.104,0.043,6.75935860924327e-17,"Carcinoma","CNIH4"
"TMEM147",4.52534023029613e-21,0.279842072589419,0.14,0.066,6.86132085717499e-17,"Carcinoma","TMEM147"
"NDUFB2.1",4.7549967253122e-21,0.295850645955539,0.236,0.136,7.20952603491836e-17,"Carcinoma","NDUFB2"
"NBPF12.1",5.08231254588513e-21,0.258764187415263,0.107,0.045,7.70580228207103e-17,"Carcinoma","NBPF12"
"MGAT1.6",5.45719690656609e-21,-1.07822362743907,0.072,0.157,8.27420194973551e-17,"Carcinoma","MGAT1"
"GPX4.6",6.65102238745232e-21,0.331675943441628,0.364,0.238,1.00842801438552e-16,"Carcinoma","GPX4"
"COX7A2L",6.94329377164967e-21,0.255403594595682,0.151,0.074,1.05274220165752e-16,"Carcinoma","COX7A2L"
"MPHOSPH8",7.11291920628154e-21,0.361572009011275,0.134,0.063,1.07846081005641e-16,"Carcinoma","MPHOSPH8"
"PALM2-AKAP2.3",7.60775815681358e-21,-0.997116358220093,0.034,0.107,1.15348829173608e-16,"Carcinoma","PALM2-AKAP2"
"ARGLU1.5",8.51397290130935e-21,0.254259261136909,0.16,0.08,1.29088857129652e-16,"Carcinoma","ARGLU1"
"RBM47.3",1.05411047120772e-20,0.258493963709979,0.128,0.059,1.59824229644514e-16,"Carcinoma","RBM47"
"MSMO1.1",1.28658764029805e-20,0.436272520528843,0.108,0.047,1.9507241802199e-16,"Carcinoma","MSMO1"
"ABCF1.1",1.28935224148508e-20,0.28141890717933,0.126,0.057,1.95491586853968e-16,"Carcinoma","ABCF1"
"ITFG1",1.30844027341812e-20,0.262453954193477,0.107,0.046,1.98385714255655e-16,"Carcinoma","ITFG1"
"ANPEP.2",1.49124194856295e-20,0.513093470755686,0.142,0.07,2.26102104241115e-16,"Carcinoma","ANPEP"
"MAVS",1.93246232711189e-20,0.345654160563329,0.103,0.043,2.92999938036705e-16,"Carcinoma","MAVS"
"MAPK3.1",2.00247388790856e-20,0.299817982486903,0.101,0.042,3.03615090884696e-16,"Carcinoma","MAPK3"
"SDHD.1",2.36566820903152e-20,0.291347328292341,0.148,0.073,3.5868261385336e-16,"Carcinoma","SDHD"
"TMED2.2",2.64245212839789e-20,0.308054029301272,0.179,0.096,4.00648591707687e-16,"Carcinoma","TMED2"
"MRPL53",2.77570565600346e-20,0.340231660605356,0.131,0.062,4.20852491563245e-16,"Carcinoma","MRPL53"
"ANKHD1",2.96346835974704e-20,0.290952270576784,0.148,0.073,4.49321072704846e-16,"Carcinoma","ANKHD1"
"KLF9.8",2.96780920372903e-20,-1.01953872765558,0.057,0.138,4.49979231469395e-16,"Carcinoma","KLF9"
"RPL7A.7",3.04188252910966e-20,0.297734794300856,0.73,0.576,4.61210229063607e-16,"Carcinoma","RPL7A"
"NDUFAB1.5",3.64240927277085e-20,0.364135665132387,0.17,0.089,5.52262093937517e-16,"Carcinoma","NDUFAB1"
"APOC3.6",3.71905475525176e-20,-2.33101420285285,0.046,0.122,5.63883081991272e-16,"Carcinoma","APOC3"
"CBWD6",3.80265450161045e-20,0.278469380665951,0.133,0.064,5.76558475534177e-16,"Carcinoma","CBWD6"
"GSTK1.2",4.17944063108243e-20,0.253830440861709,0.213,0.12,6.33686788484719e-16,"Carcinoma","GSTK1"
"PCYOX1.1",4.68530282614212e-20,0.267906152566302,0.122,0.057,7.10385614499668e-16,"Carcinoma","PCYOX1"
"IER3.8",5.77879162462201e-20,0.411454587444894,0.293,0.179,8.76180386125189e-16,"Carcinoma","IER3"
"ALDOB.6",6.03161440553162e-20,-2.0805392130888,0.04,0.113,9.14513376166704e-16,"Carcinoma","ALDOB"
"SSU72.1",6.04730962556466e-20,0.252033353114624,0.155,0.078,9.16893085428114e-16,"Carcinoma","SSU72"
"LSM14A.1",6.1856451798402e-20,0.255077676380986,0.143,0.069,9.37867522167371e-16,"Carcinoma","LSM14A"
"RPLP1.7",6.3864910350819e-20,-0.432701236012807,0.79,0.784,9.68319770739118e-16,"Carcinoma","RPLP1"
"PSMD8.4",6.87479400266454e-20,0.271626052043469,0.185,0.1,1.042356266684e-15,"Carcinoma","PSMD8"
"MLF2",8.43050522753494e-20,0.304799769343405,0.141,0.069,1.27823320259885e-15,"Carcinoma","MLF2"
"NR4A1.7",9.0850407607827e-20,-1.22334819834259,0.076,0.158,1.37747388014987e-15,"Carcinoma","NR4A1"
"TMEM176A.9",9.45322792609189e-20,0.324575948800177,0.178,0.095,1.43329841815405e-15,"Carcinoma","TMEM176A"
"APOA2.6",1.02875002576997e-19,-2.81366940918915,0.041,0.113,1.55979078907243e-15,"Carcinoma","APOA2"
"UBXN6.1",1.22366618580467e-19,0.360695767415743,0.126,0.06,1.85532267091705e-15,"Carcinoma","UBXN6"
"DECR1.4",1.2740503440686e-19,0.350198314798844,0.184,0.101,1.93171513167682e-15,"Carcinoma","DECR1"
"NDUFA3.4",1.32381989950203e-19,0.251376060737807,0.174,0.092,2.00717573162497e-15,"Carcinoma","NDUFA3"
"TPP1.7",1.38990794422871e-19,-1.10614701091782,0.108,0.194,2.10737842503957e-15,"Carcinoma","TPP1"
"MRPL21",1.3961346910044e-19,0.290568294400937,0.106,0.046,2.11681941850088e-15,"Carcinoma","MRPL21"
"PRCP.8",1.68108540118908e-19,-1.10182658931256,0.067,0.147,2.54886168528289e-15,"Carcinoma","PRCP"
"UBE2L3.1",2.04371433528707e-19,0.300245721864471,0.17,0.09,3.09867967516226e-15,"Carcinoma","UBE2L3"
"SLTM",2.17432479766577e-19,0.270624888801684,0.146,0.073,3.29671125822084e-15,"Carcinoma","SLTM"
"COL4A2.8",2.98040835014245e-19,-1.68678163878938,0.067,0.144,4.51889514048598e-15,"Carcinoma","COL4A2"
"COL1A2.10",3.32222677684051e-19,-2.85453360708562,0.076,0.152,5.03716023904558e-15,"Carcinoma","COL1A2"
"RPL31.6",3.60516705954195e-19,0.254702136617725,0.837,0.712,5.46615429567751e-15,"Carcinoma","RPL31"
"IGFBP4.11",3.68495469200554e-19,-1.1523489899518,0.115,0.199,5.58712830401881e-15,"Carcinoma","IGFBP4"
"CEBPZ",4.88286353810547e-19,0.280564908904341,0.106,0.047,7.40339769647552e-15,"Carcinoma","CEBPZ"
"ACSL5.1",5.36346706892307e-19,0.56137938408694,0.114,0.054,8.13208876990116e-15,"Carcinoma","ACSL5"
"USP7",5.50218803964513e-19,0.260851343678959,0.138,0.068,8.34241750570995e-15,"Carcinoma","USP7"
"PDIA4.4",6.23025465297812e-19,0.250017662337887,0.167,0.089,9.44631210484542e-15,"Carcinoma","PDIA4"
"LRP1.7",6.52880839517885e-19,-1.00220362424623,0.054,0.129,9.89897928877018e-15,"Carcinoma","LRP1"
"PEA15.7",6.56936416757911e-19,-1.00335102403567,0.082,0.163,9.96046995088345e-15,"Carcinoma","PEA15"
"CPNE1.1",7.14108473962679e-19,0.26275735955419,0.164,0.086,1.08273126822221e-14,"Carcinoma","CPNE1"
"SMARCA4.1",9.78096500810155e-19,-0.654440041360066,0.154,0.076,1.48298991452836e-14,"Carcinoma","SMARCA4"
"FGA.10",1.63092828919979e-18,-0.611836904364144,0.168,0.085,2.47281347208472e-14,"Carcinoma","FGA"
"NFIC.2",1.68879725173179e-18,0.432027707434578,0.187,0.105,2.56055439307573e-14,"Carcinoma","NFIC"
"PPP4R3B",2.06158864877308e-18,0.258058912094041,0.104,0.046,3.12578070926974e-14,"Carcinoma","PPP4R3B"
"TIMP1.9",2.60063898560695e-18,-1.84011739292596,0.4,0.428,3.94308882997726e-14,"Carcinoma","TIMP1"
"FKBP2.6",3.3369391283576e-18,0.265744539938956,0.178,0.098,5.05946710641579e-14,"Carcinoma","FKBP2"
"RHOA.3",3.85340445271418e-18,-0.994024163087584,0.266,0.34,5.84253183120525e-14,"Carcinoma","RHOA"
"RAB4A.1",4.08752994423665e-18,0.283879758909601,0.104,0.047,6.1975129014516e-14,"Carcinoma","RAB4A"
"DHFR.1",4.14014353266786e-18,0.508435072779061,0.147,0.078,6.277285624231e-14,"Carcinoma","DHFR"
"NDUFA12.3",5.23484046574253e-18,0.379330281975106,0.174,0.097,7.93706511415883e-14,"Carcinoma","NDUFA12"
"C19orf70.1",6.50905266174271e-18,0.423113304619408,0.115,0.054,9.8690256457343e-14,"Carcinoma","C19orf70"
"LYN.5",6.70219913602199e-18,-1.01680878887508,0.042,0.11,1.01618743300365e-13,"Carcinoma","LYN"
"MIEN1",7.27782964055376e-18,0.337547118979686,0.108,0.05,1.10346453010076e-13,"Carcinoma","MIEN1"
"CLSTN1.1",7.62523909024588e-18,0.296266479868775,0.131,0.065,1.15613875086308e-13,"Carcinoma","CLSTN1"
"FDPS.1",7.70994891956506e-18,0.281633424179945,0.145,0.076,1.16898245518445e-13,"Carcinoma","FDPS"
"LAMTOR2.1",7.92456433653334e-18,0.276493062621095,0.117,0.055,1.20152244470518e-13,"Carcinoma","LAMTOR2"
"SDHA.1",8.17108170657055e-18,0.271221234137125,0.145,0.075,1.23889940835023e-13,"Carcinoma","SDHA"
"CHCHD1",1.30150902884865e-17,0.275710802062015,0.121,0.059,1.97334798954033e-13,"Carcinoma","CHCHD1"
"CNOT1.1",1.31683808934026e-17,0.253125053565142,0.108,0.05,1.9965899110577e-13,"Carcinoma","CNOT1"
"FLNB.2",1.75925931669846e-17,0.285802596590195,0.127,0.063,2.6673889759782e-13,"Carcinoma","FLNB"
"QKI.6",2.54317200992356e-17,-0.81409934723748,0.048,0.118,3.8559574014461e-13,"Carcinoma","QKI"
"EMP1.3",2.72189272945053e-17,-1.48186315936424,0.04,0.105,4.12693375639289e-13,"Carcinoma","EMP1"
"MRPL34.2",3.79438650034124e-17,0.251009232208799,0.118,0.058,5.75304881181739e-13,"Carcinoma","MRPL34"
"IFITM2.8",5.91323954798847e-17,-0.984388425450417,0.352,0.412,8.96565380266011e-13,"Carcinoma","IFITM2"
