NAME	Other	Hepatocytes	Proliferation	vSMC	Stellate cells	CAFs	Pericytes
IFI16	321.41066508085	1	478.442068034684	1	239.183417965097	368.940482808066	1
IFI27	524.984109147345	81.2903714600833	1	1	226.242237576545	1	436.426876234855
IFI6	1	1	1	1	1	367.718876851939	1
IFNGR1	300.117082413444	1	328.853500574571	1	1	1	1
IFNGR2	246.735777048192	1	213.175473819878	1	271.074182699917	1	1
IGF2	1	933.147852957795	1	1	1854.95524836928	1	1
IGFBP1	1	1105.15257820358	1	1	1	1	1
IGFBP2	1	127.597593223124	1	1	1	304.48256927268	256.359518566694
IGFBP3	1	1	1	1	7023.26570559528	1023.90964950253	1
IGFBP4	313.132365637446	418.041884471018	1	788.011307236129	1525.26852052223	640.853942159192	1169.07589940385
IGFBP5	1	1	1	1609.15140476949	916.067698378317	975.591951877266	1
IGFBP7	995.466842726909	1	267.29332806175	6506.95878130452	15250.5294637449	15746.4545908149	15908.8625593035
IGLL5	1	1	150.572999963879	1	1	1	1
IK	1	1	1	307.328754016841	1	1	1
IKZF1	1	1	226.157770580248	1	1	1	1
IL13RA1	217.851024951355	83.0516943739835	125.380356022313	1	1	1	1
IL1B	1	1	670.185492320211	1	1	1	1
IL1R1	1	1	1	1	445.868545626232	306.343807388595	1
IL1RAP	1	100.328829872696	1	1	1	1	1
IL32	306.680061455959	300.205283276837	211.167107396334	1	406.313633477032	366.58591632421	1
IL6	1	1	1	1032.66729012825	1	1	1
IL6ST	358.889016983575	185.777338425255	1	358.014987050936	934.023028860613	338.980505799969	338.222163178737
ILF2	1	1	222.602086709322	1	1	1	1
ILF3	1	1	192.54917066419	1	1	1	1
ILK	1	1	171.851508561298	387.781622251752	142.738478758778	294.20882375807	525.09434980886
IMMT	1	1	160.97511500239	1	1	1	1
INHBA	1	1	1	1	251.570299560988	1102.19208692859	1
INMT	1	1	1	1	938.393192818062	1	1
INPP5A	1	1	1	268.978835021372	1	1	1
INPP5D	1	1	188.46818115519	1	1	1	1
INSIG1	1	634.559874697124	1	1	1	1	1
IPO5	1	1	141.25071828055	1	1	1	1
IPO7	1	1	149.607087661418	1	1	1	1
IQGAP2	1	174.187384296747	1	1	1	1	1
IQSEC1	1	1	1	358.673577008223	1	262.770224913725	1
IRF1	1	1	224.930419768442	1	1	1	1
IRF2BP2	270.246218789872	121.331244325521	273.632888118531	619.642246999324	174.601687358603	1	1
IRS2	1	96.1188487867341	1	1	1	1	1
ISCU	1	88.145286167489	1	227.403396345906	348.75873979032	385.682760874208	440.468427268661
ISLR	1	1	1	1	580.739119449589	785.378144979831	1
ISYNA1	1	1	1	484.904107141934	1	1	365.419239254163
ITGA1	1	70.212093929087	1	1	960.657196758981	1507.72371997932	1515.37805500152
ITGA7	1	1	1	371.4939168175	1	1	1
ITGA8	1	1	1	631.200194658931	1	1	1
ITGA9	1	1	1	1	399.852029472832	1	1
ITGAV	1	1	1	1	268.463770713385	325.931138594384	642.155201358083
ITGB2	422.668262802388	1	579.640601779822	1	1	1	1
ITGB5	1	1	1	1	502.348213440704	725.67954871559	1
ITGBL1	1	1	1	1	466.288743974906	310.861218601001	1
ITIH1	1	619.497886287795	1	1	1	1	1
ITIH2	1	1085.01589209715	1	1	1	1	1
ITIH3	1	327.662346003064	1	1	1	1	1
ITIH4	1	565.318304002989	1	1	1	1	1
ITPRIPL2	1	1	1	1	209.576785293896	266.950202212036	1
IVD	1	126.109891492905	1	1	1	1	1
JADE1	1	1	1	283.881155939034	1	1	1
JAG1	1	1	1	385.03897776023	1	1	441.630602816478
JAK1	320.496477865491	69.4812129732506	201.862435539635	1	455.808751548329	1	581.227250943331
JMJD1C	275.157503684158	1	1	1	1	1	1
JTB	239.21821238938	152.827638609068	167.445216501907	1	231.052232737483	230.726677277595	1
JUNB	892.210034103344	103.704529573688	546.047392194962	3544.14820497267	587.337710943987	706.215546626187	762.322359865474
KANK2	1	1	1	681.349987620113	344.6422475259	394.697849117595	641.320902227041
KARS	1	1	252.680961382424	1	1	1	1
KCNJ3	1	79.9318135544589	222.46303472065	1	1	1	1
KCNMA1	1	1	1	314.01803532057	1	1	1
KCTD12	262.114339802219	1	161.307245647358	1	1	1	1
KCTD20	1	1	1	260.315872046162	1	1	1
KDELR1	1	66.3567641765643	131.523150709429	1	301.15855057472	250.318977084327	1
KDM5A	1	1	99.9642120951142	1	1	1	1
KDSR	1	98.0202050103537	1	1	1	1	1
KHDRBS1	218.470233302017	1	181.081995215878	246.29585339118	333.725850928322	267.074068992162	1
KHK	1	153.106326633678	1	1	1	1	1
KHSRP	1	1	175.454332998277	1	1	1	1
KIAA0040	1	1	1	1	1	1	438.917911629751
KIF11	1	1	309.988808265618	1	1	1	1
KIF15	1	1	276.900704362976	1	1	1	1
KIF22	1	1	327.426352821466	1	1	1	1
KIRREL1	1	1	1	1	1	1	423.13496514639
KLC1	1	1	1	1	1	1	367.690393866227
KLF2	306.568342113145	1	1	406.455936207419	1	1	1
KLF4	396.263189579991	1	280.747826774654	1	374.039244808838	1	1
KLF9	1	103.391340006668	201.805678205464	775.853578321822	578.255320155442	473.111376321591	630.213205262738
KLHL20	1	1	175.986018494547	1	1	1	1
KLKB1	1	87.3232139944352	1	1	1	1	1
KMT2E	1	1	152.127121306596	1	1	1	1
KNG1	1	1893.16963193876	1	1	1	1	1
KNSTRN	1	1	144.477927143197	1	1	1	1
KPNA2	1	1	715.911458681577	1	1	1	1
KPNB1	254.026518656807	1	251.577968663562	1	293.733888164931	276.000131033775	1
KRT10	1	88.7043882033431	1	1	1	1	1
KRT19	270.53856640701	1	1	1	1	1	1
KRT7	318.559723404897	1	1	1	1	1	1
KRT8	522.098891142877	305.703736867101	251.698204948272	1	1	1	1
KYAT3	1	1	220.109719242558	1	1	1	1
LAMA2	1	1	1	1	548.851499790137	486.712431600076	1
LAMA4	1	1	1	1	259.499235782076	372.079518214454	574.633524400162
LAMB1	1	1	1	1	1213.37900315001	998.529326845517	666.941891972115
LAMB2	1	1	1	602.336530145732	228.294864035337	366.699984468961	378.199549177862
LAMC1	1	1	1	1	265.406119794425	1	528.633440686451
LAMC3	1	1	1	1	272.416811912052	530.831676801599	1
LAMP1	322.221136146712	139.085577871789	194.666593164123	1	391.349933002006	273.639893906758	1
LAMP2	243.040458201169	217.18019159191	1	1	1	1	1
LAMP5	1	1	1	1	1	611.792065072014	1
LAMTOR1	1	1	159.490404456313	1	1	1	1
LAMTOR2	1	75.9761564939709	221.32050111899	1	1	1	1
LAMTOR4	1	1	246.057937991765	1	1	1	1
LAP3	1	94.4630898832459	207.490591949618	1	1	1	1
LAPTM5	1500.75642554813	1	1033.35560265067	1	1	1	1
LARP7	1	1	212.659642876196	1	1	1	1
LASP1	210.578506401662	1	306.702257735405	1	1	227.493845575808	374.364519837594
LAT2	1	1	170.663133439133	1	1	1	1
LBH	1	1	1	774.053173867188	1	1	1
LBP	1	184.862703202702	1	1	1	1	1
LBR	1	1	152.407793533559	1	1	1	1
LCAT	1	121.178662235723	1	1	1	1	1
LCP1	665.459859758554	1	789.470455051922	1	1	1	1
LDHB	1	1	443.569337025996	421.895417247941	258.992252867925	526.380532740664	582.7525517653
LDOC1	1	1	1	401.671749420328	1	1	1
LEAP2	1	352.103617504703	1	1	1	1	1
LECT2	1	282.599875756549	1	1	1	1	1
LEPROT	201.444413171245	1	1	277.614591942561	312.357308639057	222.307936762058	374.585994487504
LGALS1	583.10001719588	1	1204.55771392256	1724.54439860595	1754.25004386793	3717.51858459806	4144.17694355122
LGALS3	776.231316164923	1	349.637722594472	379.842787867786	361.963028850372	425.278386595552	1
LGALS3BP	248.322154658666	124.140534919241	1	1	834.818578911768	671.884875131085	638.101292964855
LGALS4	301.747340816213	104.93383303167	1	1	1	1	1
LGALS9	231.343633500987	1	166.40783238098	1	1	1	1
LGMN	464.319290865303	1	1	1	1	1	1
LHFPL6	1	1	1	1	503.274122981167	372.945697761802	793.114645032541
LIFR	1	1	1	1	478.291493016964	1	1
LILRB4	1	1	364.990579186978	1	1	1	1
LIMA1	1	1	1	1	378.704544157447	1	1
LIMS1	267.403418747758	1	269.020788523514	1	166.817572254796	1	1
LIMS2	1	1	1	319.723779566507	1	1	1
LIPA	425.791124991487	1	1	1	1	1	1
LIPC	1	105.609939260629	1	1	1	1	1
LMAN1	1	173.529911037444	1	1	1	1	1
LMCD1	1	1	1	1	265.937039635606	1	1
LMNA	394.095324796002	1	1	804.297866713184	687.142791085304	577.859164312155	718.145505462709
LMNB2	1	1	110.305570393025	1	1	1	1
LMOD1	1	1	1	1240.67988581261	1	1	1
LONP2	1	117.247398537851	1	1	1	1	1
LOX	1	1	1	1	221.630806204625	1	1
LOXL1	1	1	1	1	246.710426408416	1	1
LOXL2	1	1	1	1	1	481.305007458611	1
LPGAT1	1	1	212.63152092365	1	1	1	1
LPIN2	1	123.585324065868	1	1	1	1	1
LPP	1	111.526836953308	1	855.108363703979	272.488928463213	1	1
LRP1	1	133.969322701283	1	1	1010.93765213764	596.263791893612	1
LRP10	1	1	139.386284813535	236.334919313109	180.537837721848	1	1
LRRC32	1	1	1	1	278.921916018501	588.226935420941	667.978723628386
LRRFIP1	457.47637874226	134.928378305642	621.562473387116	305.464250115073	1	1	1
LSM14A	1	1	217.386636732758	1	1	1	1
LSM2	1	1	169.9643719865	1	1	1	1
LSM3	1	77.9425764198468	305.936698315259	1	1	1	1
LSM4	1	1	296.705558108048	1	1	1	1
LSM5	1	1	197.525861389014	1	1	1	1
LSP1	1	1	317.628755929483	1	1	1	1
LSR	1	100.278083652703	1	1	1	1	1
LST1	302.285388418517	1	308.260880108061	1	1	1	1
LTBP1	1	1	1	345.232019483458	550.394160050737	796.408115624024	1
LTBP2	1	1	1	1	612.803045319279	1046.99053717471	1
LTBP4	1	1	1	1	471.985975736853	286.571421497842	1
LUC7L2	1	1	142.186075088333	1	1	1	1
LUC7L3	265.192096321515	1	192.990497579808	1	1	1	1
LUM	1	1	1	1	3196.66900302117	4534.71453333925	1087.80727195677
LXN	1	1	1	1	310.51757030517	1	1
LY6E	1	149.824082162986	1	1	203.308604256897	1	1
LYN	242.117325961989	1	1	1	1	1	1
LYVE1	373.543787496804	1	1	241.443855579081	1	1	323.370216629623
LYZ	1413.49394818249	1	1339.12591027024	1	1	1	1
M6PR	1	1	146.192961089581	1	1	1	1
MAD2L1	1	1	133.65592567388	1	1	1	1
MAFB	454.132483818143	1	292.151374589224	1	1	1	1
MAFF	1	1	1	314.598098819103	1	1	1
MAGED1	1	1	1	1	252.906597753165	272.650636417523	1
MAGED2	1	1	1	1	1	450.304728252256	328.18957311063
MAN1A1	1	99.3429819600688	1	1	1	1	1
MANF	1	1	224.157688167056	1	1	1	282.252572664862
MAOA	1	133.017106629083	1	1	1	1	1
MAOB	1	200.813497626885	1	1	1	1	1
MAP1B	1	1	1	983.213763411548	439.977347769267	580.881801137315	1705.06446227116
MAP2K2	1	1	170.77206005969	1	1	1	1
MAP3K20	1	1	1	932.870226429528	1	1	319.538458681013
MAP3K8	1	1	205.332768277902	1	1	1	1
MAP4	1	1	99.9940662395593	449.859960550262	1	352.751835101571	422.652111063073
MAPK1	1	1	221.578188322882	1	1	1	1
MAPK1IP1L	1	1	189.428968401058	1	1	1	1
MAPRE2	1	1	1	458.579117602629	1	1	428.445680128087
MARC2	1	112.800550904888	1	1	1	1	1
MARCKS	375.538968131877	1	214.52375088877	1	605.681678778758	553.178209103581	389.33663582794
MARCKSL1	241.659801062084	1	1	1	1	1	416.512369802661
MARCO	586.830142406663	1	1	1	1	1	1
MASP1	1	48.4424826509727	1	1	1187.60050940489	1	1
MASP2	1	253.081375534729	1	1	1	1	1
MAT1A	1	695.618718898082	1	1	1	1	1
MAT2A	1	1	1	255.693759017818	1	1	260.766790584928
MATR3	1	1	242.111587143257	409.533721638477	307.648580617223	327.757912745706	244.241076526133
MAZ	1	1	208.2889654384	1	1	1	1
MBD2	1	1	213.439046908325	1	1	1	1
MBNL1	243.241498397327	1	318.820259705511	328.776928202602	1	1	436.66323217509
MCAM	1	1	1	3228.82489035041	1	1	1931.02350527734
MCFD2	1	80.3286201307579	1	1	1	1	223.370802284513
MCM5	1	1	148.019281053544	1	1	1	1
MCM7	1	1	380.610275037871	1	1	1	1
MDH1	1	133.612188811449	318.539404045095	1	1	1	1
MECOM	283.617759653445	81.9960885625332	183.148871587692	1	240.621735519043	1	1
MED4	1	1	211.402293299451	1	1	1	1
METRNL	1	1	169.544457709055	1	1	1	1
METTL7A	210.195579441969	391.130541818398	103.130479628821	1	1	1	1
MFAP2	1	1	1	1	174.954246266306	1	1
MFAP4	1	1	1	600.785021421992	1391.60498903981	1	1
MFGE8	1	1	1	594.294077242508	1	1	696.13062849578
MFSD1	1	1	244.064367697487	1	1	1	1
MGAT1	307.650275702827	1	1	1	1	1	1
MGMT	1	107.030091078521	1	1	1	1	1
MGP	670.263879145137	1	1	1045.31024956296	4735.31495071319	12510.9679996213	8060.74394201497
MGST1	1	1468.97471345608	1	1	1	1	1
MGST2	1	209.16120573771	1	1	1	1	1
MICAL2	1	1	1	1	1	294.090661627261	412.397599298578
MIS18BP1	1	1	266.176396245532	1	1	1	1
MKI67	1	1	1520.90528728518	1	1	1	1
MKNK2	1	1	1	425.205720722048	1	1	1
MKRN1	1	1	112.118551112044	1	1	1	1
MLEC	1	94.2683749045501	1	1	1	1	1
MLF2	1	93.3121970814826	1	1	1	1	372.436776958797
MLXIP	1	1	1	1	181.218609050544	1	1
MMADHC	1	97.3573074563938	1	1	1	1	1
MMP11	1	1	1	1	1	1264.66900326535	1
MMP2	1	1	1	1	669.880622098584	345.264670739317	1
MNDA	1	1	159.962917628622	1	1	1	1
MOB1A	247.264781429307	1	253.451990343923	1	1	1	1
MORF4L2	1	110.655112758678	232.800383746088	1	427.785475633524	316.286228596254	1
MOXD1	1	1	1	1	269.269359410919	1	1
MPC1	1	247.500353673971	1	1	1	1	1
MPC2	212.289217381387	384.31990342415	347.106684406829	1	1	1	1
MPEG1	341.936639856112	1	1	1	1	1	1
MPRIP	1	1	1	320.756531840074	204.482679177648	1	444.013961160553
MPST	1	124.949827669689	1	1	1	1	1
MPZL1	1	1	1	1	226.482620909907	1	1
MRC1	337.178267532973	1	1	1	1	1	1
MRPL11	1	1	110.466775359936	1	1	1	1
MRPL14	1	97.3397246259055	1	1	1	1	1
MRPL16	1	93.7221170492016	1	1	1	1	1
MRPL18	1	1	207.562012022428	1	1	1	1
MRPL33	1	136.769213540677	1	298.979374289791	1	1	1
MRPL40	1	104.909767462177	1	1	1	1	1
MRPS21	1	102.906101680386	229.637814535662	1	298.519487031853	1	1
MS4A6A	738.851369098943	1	793.435855022579	1	1	1	1
MS4A6E	633.802111912869	1	1	1	1	1	1
MSMO1	1	278.477575611844	1	1	1	1	1
MSRB3	1	1	1	549.593467183952	1	260.890388050044	1
MST1	1	110.845344108931	1	1	1	1	1
MT.ND6	233.610419917143	76.4142171332991	194.36615904683	1	1	1	1
MT1A	1	113.091904651403	1	1615.73043338836	1	1	1
MT1E	1	1944.34629983996	1	2830.44394979521	1406.838255189	904.934641856106	701.473497207528
MT1F	1	459.857383703265	1	1	1	1	1
MT1G	1	1771.36610440386	1	344.331857045167	1	1	1
MT1H	1	381.139800385045	1	1	1	1	1
MT1M	1	343.286833812353	1	2948.84003161837	773.370231194549	1	1
MT1X	1	1495.13999812111	1	2778.82920899267	636.00615360336	1	1
MTDH	360.069661351629	132.138512756529	430.91741323005	1	339.617687438113	432.087473428323	1
MTHFD1	1	235.858870482869	1	1	1	1	1
MTHFD2	1	1	1	379.062310769279	1	1	1
MTHFS	1	212.486088080101	1	1	1	1	1
MTPN	1	1	147.940371731046	1	1	1	1
MTTP	1	146.601818193295	1	1	1	1	1
MTUS1	1	103.445357898553	1	1	1	1	1
MUT	1	136.768994322344	1	1	1	1	1
MXD3	1	1	142.226449306529	1	1	1	1
MXRA5	1	1	1	1	493.80427336336	459.613340494022	1
MXRA7	1	1	1	304.471492939404	247.216037301384	368.875403578137	1
MXRA8	1	1	1	1	650.878695727743	1093.46390581486	666.204949488104
MYADM	343.396196828936	1	174.390797850971	523.050062514443	509.237266006624	515.570775927839	887.585393832806
MYC	1	1	1	529.889319212965	308.029223754328	1	1
MYCBP2	1	1	191.70327956255	1	1	1	1
MYH10	1	1	1	258.043152429501	450.609226911191	1	1
MYH11	1	1	1	11428.779463099	1	1	1153.19888888239
MYL9	1	1	1	9005.25840625287	1478.47786614466	1790.15508958432	2358.28762986611
MYLK	1	1	1	1941.3676343068	629.287780576898	880.697709868409	1300.01782545317
MYO10	216.812302203092	67.9676794590364	1	1	319.770709142617	1	1
MYO1B	1	154.442744866659	1	1	1	1	588.73681876308
MYO1C	1	1	1	560.164394973637	321.208728218354	1	451.84258378316
MYO1D	1	1	1	1	1	1	539.464388349472
MZT2A	1	136.077973643324	414.379228651991	1	1	1	1
NAA38	1	102.944389048215	240.097305964235	1	1	1	1
NAA50	1	1	124.593151587567	1	1	1	1
NADK2	1	240.551899266931	1	1	1	1	1
NAMPT	372.547830171647	138.732691851262	267.767579020288	647.708829850427	1	1	1
NAP1L4	1	1	175.561045134187	1	1	1	1
NASP	1	1	294.172581436321	1	1	1	1
NCAPD2	1	1	264.425445734182	1	1	1	1
NCAPG	1	1	264.967512536837	1	1	1	1
NCK2	1	1	1	1	1	1	231.923862694546
NCKAP1L	1	1	127.60832220204	1	1	1	1
NCOA4	354.285316300534	211.471906125018	276.629186727804	1	1	1	1
NCOA7	1	1	1	1	1	1	351.975833120274
NDFIP1	231.691411092533	169.037974825749	1	1	1	1	329.399434733809
NDRG1	255.722093854542	1	1	1	1	1	1
NDRG2	1	107.38048223028	1	1	1	1	1
NDUFA2	216.953702359946	145.090783343156	214.787134418874	1	1	1	1
NDUFA3	1	93.2518164403295	1	1	1	1	1
NDUFA4L2	1	1	1	498.785266618391	1	1	1486.82491815927
NDUFA5	1	84.1938445105331	1	310.335417600104	1	1	1
NDUFA6	1	157.647478847541	174.117034199143	1	1	1	381.211541541122
NDUFB1	1	130.290373381908	1	1	1	1	1
NDUFB10	1	164.383290421733	268.845786542961	1	1	1	1
NDUFB11	194.41470307142	157.54214456893	282.248766611303	1	1	1	1
NDUFB2	262.491484878441	235.13384460233	151.87129814126	1	1	346.370547436269	431.895581321054
NDUFB3	1	132.443856030697	1	1	1	1	1
NDUFB7	1	191.578368703217	167.736314738939	304.951417469321	1	1	1
NDUFC1	234.798502972579	138.995973410691	209.570629911278	389.403626566371	1	1	1
NDUFC2.KCTD14	202.270317869515	218.488730325498	286.589252661211	1	1	228.997008038697	337.203789214378
NDUFS2	1	99.5949609355822	1	1	1	1	1
NDUFS3	1	102.649887954368	1	1	1	1	1
NDUFS4	1	139.147498698624	1	1	1	1	1
NDUFV2	204.769511519212	263.215334487122	188.388718603391	1	1	1	297.644765062309
NES	1	1	1	371.969002673227	1	427.937255310508	707.03845270467
NET1	1	101.010869434018	150.194102533551	662.028407952542	1	1	1
NEXN	1	1	1	716.745936969453	632.140946014975	399.265530967646	1
NFASC	1	1	1	258.372310678876	1	1	1
NFATC3	1	1	161.757897917278	1	1	1	1
NFIA	1	109.84043152883	1	296.899521666935	573.803558067962	1	1
NFIB	1	113.383971595788	1	1	295.543842269327	1	1
NFIC	1	148.814398498925	335.727466395435	1	274.899930092493	233.237341493518	1
NFIL3	1	1	1	710.858361977773	1	1	1
NFIX	1	1	1	310.942515216058	171.49870368881	1	1
NFKB1	1	1	160.730016668808	1	1	1	1
NFKBIZ	1	1	231.233801727272	1	1	1	1
NGFR	1	1	1	1	212.591183290578	1	1
NID1	1	1	1	1	737.208038550921	692.057684778974	1673.61120838103
NIN	1	1	113.848855101303	1	1	1	1
NIPBL	1	1	175.5900377745	1	1	1	1
NIT2	1	130.458773401041	1	1	1	1	1
NNMT	1	857.580780808725	1	336.208491071474	1124.7041379763	872.872713102802	384.362696415605
NOL7	1	1	199.51717387167	1	1	1	1
NOP10	217.954343765029	101.095272811334	207.251739089425	1	1	1	1
NOTCH3	1	1	1	1310.29742209269	235.554173163749	674.254370002442	1922.082522223
NPC2	880.425639853397	91.8979411565805	706.822256114928	1	569.946730796453	426.406625289132	1
NPIPA2	1	1	1	290.999427880307	1	1	1
NPIPA7	1	1	1	333.010815007137	1	1	1
NPIPB12	276.354872213189	1	224.749460949387	1	1	1	1
NPIPB13	1	1	205.67158771021	1	1	1	1
NPIPB5	370.982998842707	1	289.403347952814	1	1	1	1
NR0B2	1	150.409023120927	1	1	1	1	1
NR2F1	1	1	1	1	494.052784344661	1	1
NR2F2	1	1	1	580.605933406722	451.745548230945	493.096264636356	748.606972198449
NR4A1	331.130731292396	1	423.306200515614	1844.63955283844	657.209216381412	518.604992365543	758.791407791105
NR4A2	446.934021429503	1	389.784568126795	469.154846934971	1	1	1
NR4A3	1	1	1	479.555213231972	1	1	1
NREP	1	1	1	1	1	653.810811286716	630.112637826157
NRGN	1	1	1	501.95286335943	1	1	1
NRIP2	1	1	1	235.270625530704	1	1	1
NRP1	1	1	1	1	392.129783503313	1	1
NSA2	251.092424981889	161.738658160524	216.069404656382	344.286001067728	1	250.142848842978	1
NSD2	1	1	341.439759099015	1	1	1	1
NSMAF	1	74.4891088409674	241.111512961954	1	212.598713482857	1	1
NT5DC2	1	1	1	268.000636019898	1	1	1
NTHL1	1	106.325638057646	1	1	1	1	1
NTRK2	1	1	1	498.85774233632	1	1	1
NTRK3	1	1	1	372.742232090355	1	1	1
NUCB1	1	99.3636380377682	1	1	282.547390663991	1	1
NUCB2	230.590552848927	71.0823446985034	341.831972357508	1	276.086964617291	1	1
NUDT1	1	1	201.874472861918	1	1	1	1
NUDT3	1	1	151.218732336764	1	1	1	1
NUDT4	1	1	1	987.465932917084	1	1	655.158176331489
NUPR1	1	114.176409897128	1	241.26018503217	242.305019151581	406.945101963643	1
NUSAP1	1	1	711.661282963939	1	1	1	1
OAF	1	203.242033158506	1	1	1	1	1
OAT	1	62.5489623049942	1	270.240945075975	1	1	1
OAZ2	1	1	1	1	1	1	384.719978752521
OCIAD2	1	236.543681182083	1	1	1	1	1
OGFRL1	1	1	229.816978776658	1	1	1	1
OLFML2A	1	1	1	1	1	1	826.872544660551
OLFML3	1	1	1	1	731.959466577386	459.060799546856	429.021527675073
OOEP	331.834445199461	81.291303314133	304.673639098763	1	235.012848937458	1	1
OPA1	1	1	125.53727004271	1	1	1	1
OPTN	1	93.7565813689759	1	257.253526586452	1	1	1
ORM1	1	9807.92972149084	1	1	1	1	1
ORM2	1	2097.73377504384	1	1	1	1	1
ORMDL3	1	107.093690494405	1	1	1	1	1
OS9	275.445979316266	126.563143848614	1	1	180.755058871857	266.363197611397	1
OSBPL8	1	1	200.281771543731	1	1	1	1
OSMR	1	1	1	1	243.350209391112	1	1
OSTC	1	144.744157767183	141.38011781833	1	130.663904481406	231.325358889449	1
PA2G4	1	1	241.41136109796	268.261037404015	1	1	1
PABPC4	215.561525362661	1	185.49476854281	1	1	1	1
PAG1	1	1	1	1	235.540365060802	1	1
PAH	1	546.158251935386	1	1	1	1	1
PAK1	1	1	394.494382632058	1	1	1	1
PAK2	213.191528146386	1	138.148525432875	1	1	1	1
PALLD	1	1	1	1003.2977922661	612.389936206138	1065.01994841061	405.185680418432
PALM2.AKAP2	1	1	1	382.317233590618	220.361191242909	1	432.57204289756
PAM	1	1	1	1	291.00827670716	446.16658604174	1
PAPOLA	1	94.3401491242358	263.596963499332	1	1	1	1
PARK7	215.106701851238	173.077917064832	472.430018684224	1	307.532239158454	445.31491171772	660.871819634918
PARP1	1	1	245.562948915897	1	1	1	1
PBLD	1	199.777900546476	1	1	1	1	1
PBRM1	1	1	141.970185358258	1	1	1	1
PCBD1	1	324.151909843933	1	1	1	1	1
PCBP4	1	130.242243313092	1	1	1	1	1
PCDH11X	217.497358158224	98.4469832563747	98.0995108882655	1	1	1	1
PCDHGA1	1	1	1	1	272.74761735231	1	1
PCK1	1	942.170989740027	1	1	1	1	1
PCK2	1	385.180776677478	1	1	1	1	1
PCM1	1	1	218.529542675263	1	237.119342110774	1	1
PCNA	1	1	640.140948105126	1	1	1	1
PCNP	1	1	186.088844505296	1	1	1	1
PCOLCE	1	1	1	1	673.683452741124	340.055511875105	1
PCYOX1	1	102.918223202994	1	1	1	1	1
PDAP1	1	1	203.473504849091	1	1	1	1
PDCD5	1	87.5849731171775	1	1	160.371228495242	1	1
PDE3A	1	1	1	294.961000939017	1	1	1
PDGFA	1	1	1	1	1	1	367.940248899332
PDGFRB	1	1	1	403.304844569228	436.902706594064	942.051431805085	1087.62919736014
PDIA6	292.289374930156	154.654942594834	202.288675531431	1	1	278.78577166604	1
PDK4	477.349208721551	394.125997138914	1	4111.50642694436	376.005280381806	1	1
PDLIM1	369.756220488311	118.044720891691	1	1	400.446979152272	467.793264677482	455.751793606387
PDLIM3	1	1	1	480.457204714022	358.405276164627	346.002830667201	479.684892934627
PDLIM5	1	110.976646692132	1	657.374864641941	281.454567711111	408.067980305124	378.475699317743
PDLIM7	1	1	1	327.492091654313	1	1	1
PDS5A	1	1	181.232336202771	1	1	1	1
PEA15	304.198140851437	1	289.766305983822	1	183.413544367898	365.717374240007	397.048387435246
PECAM1	485.087332384033	1	1	1	1	1	1
PECR	1	148.898885141263	1	1	1	1	1
PEMT	1	103.511270300233	1	1	1	1	1
PERP	233.534934856348	172.778077068093	1	1	1	1	1
PET100	1	115.448890301501	250.528417044094	1	1	1	1
PEX11A	202.725607223085	76.8606741942487	242.422743193521	1	171.363035159575	1	1
PFDN2	1	1	144.851223351833	1	1	1	1
PFKFB3	1	1	132.369007423809	1	1	1	1
PGAM1	1	1	174.225624697291	1	1	1	1
PGLYRP2	1	203.216744856917	1	1	1	1	1
PGM1	1	208.315497083242	1	1	1	1	1
PGRMC1	1	561.185835055752	143.745192551994	1	1	1	1
PGRMC2	1	133.349400790454	1	1	1	1	1
PHB2	1	193.119577292209	330.146474389071	1	1	1	408.359284574401
PHC2	210.609339122671	1	1	1	1	1	458.555744055262
PHF19	1	1	242.557180701964	1	1	1	1
PHGDH	1	123.568252556071	1	1	1	1	1
PHIP	1	1	213.870581339698	1	1	1	1
PHLDA1	1	1	1	353.79799226214	885.583109650016	782.91685410992	1169.93511497965
PHLDA2	1	1	1	370.4983764896	1	1	1
PHLDB1	1	1	1	1	370.367496922278	415.124269660072	1
PHYH	1	362.15904975386	1	1	1	1	1
PICALM	264.430521425476	1	325.181122760188	431.678725738573	428.318470788539	1	275.357909799866
PIP4K2A	1	1	227.115910870187	1	1	1	1
PIPOX	1	221.985243124045	1	1	1	1	1
PITPNB	1	1	1	299.879531761824	1	1	1
PJA2	1	69.4624585737451	1	378.25184494174	1	1	1
PKIG	1	1	1	456.717575651232	1	1	1
PLA2G16	1	108.174439602718	1	1	1	1	1
PLAC8	1	1	302.755247039055	1	1	1	1
PLAC9	1	1	1	717.196027592276	206.857325598095	1	1
PLAT	1	1	1	1	264.028299556365	876.342759552135	1452.49495152491
PLAUR	268.530038123294	1	206.020415671893	1	1	1	1
PLD3	411.354269407397	1	1	1	180.748581203589	1	1
PLEC	1	1	1	477.786957262204	1	325.702818915366	1
PLEK	1	1	233.834608864675	1	1	1	1
PLEKHO1	1	1	109.890107925918	405.75423480237	1	1	1
PLG	1	375.109391302808	1	1	1	1	1
PLGLB2	1	297.474786268442	1	1	1	1	1
PLIN2	489.853041673507	640.630253571816	331.314306218602	1	1	1	1
PLIN3	1	1	207.556415659281	1	213.174349193773	1	1
PLK1	1	1	185.20273603778	1	1	1	1
PLN	1	1	1	933.58357473695	1	1	1
PLOD1	1	1	1	1	384.493259273485	590.253982471444	422.462725815217
PLP2	1	1	468.467702828952	346.953314786259	1	1	1
