NAME	Other	Hepatocytes	Proliferation	vSMC	Stellate cells	CAFs	Pericytes
TM7SF2	1	132.169622679973	1	1	1	1	1
TM7SF3	1	103.491162730673	1	1	1	1	1
TM9SF2	205.620901769507	82.5546927857036	113.126906971396	1	238.877958318712	251.495366957419	1
TM9SF3	219.287124837608	106.354016776766	1	1	300.299184434838	372.380274119571	1
TMCO1	1	115.176917157946	1	1	1	1	1
TMED10	218.247563928676	83.315547856918	1	1	332.086965943907	325.830343047438	1
TMED2	1	127.657910117605	249.639070305875	1	293.11569721619	1	1
TMEM106C	1	1	324.485645198633	1	1	1	1
TMEM109	1	1	124.620900863687	1	1	1	1
TMEM123	242.534096073664	193.489805307927	263.353905177624	1	1	1	1
TMEM14C	210.210905307037	104.821864244821	228.225545877653	1	1	276.825871460843	1
TMEM165	1	1	1	1	1	1	447.113036186906
TMEM173	1	1	1	1	185.746613863928	1	1
TMEM176A	1	896.693676739068	1	1	417.691818797482	1	1
TMEM176B	1	1059.22431971292	1	1	368.072092098636	1	1
TMEM189.UBE2V1	237.759600902371	86.0938507322107	225.681545268617	1	1	1	1
TMEM204	1	1	1	1	1	872.689804957844	683.736346703986
TMEM219	1	94.5366720179357	1	1	1	1	1
TMEM230	1	128.283734586227	149.268383003473	1	221.406315432917	1	1
TMEM256.PLSCR3	1	124.993524416173	1	1	1	1	1
TMEM30A	1	62.0344928381357	248.086678191085	1	1	1	1
TMEM47	1	1	1	1	177.707498939665	1	1
TMEM50A	255.044036204353	1	243.941311522288	1	1	315.042886961251	409.960904136342
TMEM56	1	197.700854319247	1	1	362.470088471293	1	1
TMOD3	1	1	118.185916332408	1	1	1	1
TMPO	1	1	628.956643296635	1	1	1	1
TMX2.CTNND1	206.004495385769	155.076866715211	283.252937745097	1	1	327.875987446083	1
TNFAIP3	502.882120526703	1	491.07138803421	1	1	1	1
TNFAIP6	1	1	1	1	1	1	296.989427160285
TNFRSF1A	1	88.5997408122656	1	1	178.579745363268	1	1
TNFRSF1B	281.656244828706	1	153.298403925239	1	1	1	1
TNFSF10	1	112.531617888123	1	1	1	1	1
TNS1	1	1	1	1434.57014242741	354.797530215519	488.726009536082	602.88302922283
TNS3	1	1	1	1	234.726722547301	449.620762665822	553.859508080351
TOB1	1	106.307923556228	92.9681549071209	374.7345902765	1	1	1
TOB2	1	1	1	520.2011788073	1	1	1
TOP1	290.186686683294	1	134.276408179981	1	1	1	1
TOP2A	1	1	1132.71864932903	1	1	1	1
TOR1AIP2	1	146.47470461982	1	1	1	1	1
TPGS2	1	1	157.005754667014	1	1	1	1
TPM1	248.734212061318	153.643630215964	118.177793971149	2789.48782374957	528.748847367333	1302.42319565295	1591.631386452
TPM2	1	1	1	5842.08089821823	485.571310974	1002.89518649195	1558.70288011995
TPM3	571.531735535181	118.939197641294	710.480757624367	1	1	1	1
TPP1	463.409973287323	1	226.57207653454	1	231.945147290295	1	1
TPPP3	1	1	1	1	1	1	783.798190304067
TPR	1	1	236.8652781212	1	1	1	1
TPX2	1	1	563.428229389113	1	1	1	1
TRA2B	243.123915535263	1	214.020320292719	1	1	1	372.702444546793
TRAM1	349.465749431432	165.267605052417	278.379823245461	1	337.321267346332	387.507768246563	1
TRAPPC13	654.60009115185	369.929667961231	815.64888242974	1	345.385361857786	1	1
TRIM28	1	1	321.776747534595	1	1	1	1
TRIM44	1	76.1014478464075	1	1	1	1	316.111346051556
TRIOBP	1	1	130.990012887252	1	1	1	1
TRIR	1	115.663812199542	235.186830475634	213.643128259281	1	1	297.615535663446
TRMT112	192.452438851118	104.859373250588	268.892325779018	315.963486026842	1	311.037089655626	1
TRMT5	1	1	403.763983266602	1	1	1	1
TROVE2	1	1	1	1	1	1	384.262260770713
TSC22D1	292.518665753131	111.311224486944	1	979.429153293132	692.065882998769	1387.71231022211	1166.20117646788
TSKU	1	190.897902349133	1	1	1	1	1
TSPAN3	205.589944796026	1	116.696297562128	242.314702967185	238.453229325865	348.051385629633	471.46187000172
TSPO	232.610778415998	1	108.896046862167	1	1	1	1
TST	1	321.440888913818	1	1	1	1	1
TTC3	250.64182731457	162.974861194456	1	378.612745076002	224.583557301735	423.633096595616	1
TTC39C	1	116.816506611331	1	1	1	1	1
TTR	1	8435.71240391406	1	1	1	1	1
TUBA1C	1	1	799.833959577561	1	1	1	1
TUBB4B	243.118389683307	1	590.336775954055	1	156.285942711963	1	1
TUBB6	1	1	1	353.230594847952	368.880127142378	1	1
TUFM	1	102.448897571799	439.887260728325	1	1	1	1
TXNDC12	1	1	170.505681861298	1	1	1	1
TXNDC5	1	74.2957200704792	1	1	199.234030656321	1	1
TXNL4A	1	1	143.788561055949	1	1	1	1
TYMS	1	1	781.186925900402	1	1	1	1
TYROBP	1406.10494171079	1	822.14751096968	1	302.272050283416	374.792879592902	1
U2AF1L5	1	1	1	1	218.093658205533	1	1
UACA	1	1	1	1	411.396554469772	1489.49597054032	1596.47580819695
UBA1	1	80.5855348369992	174.68821931589	1	263.105997534249	335.170674115755	1
UBA2	1	1	1	303.185707312073	1	1	272.2360593616
UBALD2	1	1	222.881263423328	1	1	1	1
UBE2A	1	1	218.57396428301	1	1	1	1
UBE2C	1	1	308.084195862799	1	1	1	1
UBE2D2	1	87.7291143044475	343.027376354594	1	1	1	373.831432926229
UBE2E3	1	1	1	1	1	1	187.650934426612
UBE2I	1	1	298.33486696039	1	1	1	1
UBE2L3	1	1	249.227276222863	1	1	1	1
UBE2T	1	1	172.384794427419	1	1	1	1
UBXN1	1	1	160.589673868758	1	1	1	1
UBXN4	202.121299588679	118.178338880879	275.817877456117	1	1	1	1
UCP2	240.809186311562	1	246.117121371168	1	1	1	1
UFC1	1	88.513158399499	218.514537570273	1	1	1	1
UGCG	1	1	1	1	252.55284336305	1	1
UGP2	1	474.131900414423	102.748152554458	241.458097941165	215.644001089241	1	1
UGT1A8	1	721.966398533298	1	1	1	1	1
UGT2B10	1	368.679957815082	1	1	1	1	1
UGT2B15	1	509.769016512342	1	1	1	1	1
UGT2B4	1	595.467737535447	1	1	1	1	1
UGT2B7	1	701.732898092948	1	1	1	1	1
UNC5B	1	1	1	1	225.448121361322	365.702887328857	1
UPB1	1	164.859896064178	1	1	1	1	1
UQCC2	1	1	193.134045507264	1	1	1	1
UQCRC1	1	128.814678661638	1	1	1	1	1
UQCRC2	1	137.431705141597	1	1	1	1	443.618129745861
USP1	1	1	209.236335823708	1	1	1	1
USP16	1	1	178.004959260289	1	1	1	1
USP9X	1	90.0483932370157	1	1	1	1	1
UTRN	260.061516845069	1	1	825.037457314902	1	1	411.954238484934
VAMP8	363.366699353433	101.61433461346	340.355668733984	1	1	1	1
VAPA	249.208811237752	81.9586131646438	134.852295623964	422.708982087246	223.748924827091	1	427.264989646785
VASP	211.41675360376	1	1	1	1	1	1
VCAN	1	1	1	1	1132.71423864647	2312.57345425364	541.472020604014
VCL	1	1	1	398.791946462113	596.439911215227	414.244834146106	584.458257568923
VCP	1	77.9958058729425	257.050359964745	1	191.407149179496	1	1
VDAC1	200.905555012635	139.110933946321	221.079317827981	245.797339551234	1	1	1
VDAC3	1	1	165.412722823186	1	1	1	1
VEZF1	1	1	1	213.538835439431	1	1	1
VMP1	1	1	1	1	395.901906947538	477.593152204096	1
VNN1	1	127.428908060857	1	1	1	1	1
VOPP1	1	1	161.354219785412	1	1	1	1
VPS26A	1	1	204.396502777464	1	1	1	1
VPS35	1	1	165.552991920449	1	1	1	1
VSIG4	1	1	115.96618730103	1	1	1	1
WAC	324.944436507785	69.7466740940614	221.154355800598	278.669458655751	1	1	1
WARS	279.94163992505	1	1	1	1	1	1
WAS	1	1	120.408835202669	1	1	1	1
WASL	1	1	1	1	184.785262625354	1	1
WBP11	1	1	161.35751450915	1	1	1	1
WDR1	245.747333834817	1	298.057937026985	526.889783417483	180.167469580804	1	476.606518322583
WFDC1	1	1	1	541.760919686267	1	1	1
WIPF1	1	1	137.969028774239	1	1	1	1
WLS	1	1	1	1	178.958201377327	1	1
WSB1	284.552172190322	1	1	1	266.896974637246	1	1
XBP1	384.725364594296	352.982169705985	273.34736884896	1	213.222903765216	1	1
XPO1	1	1	222.583135992675	1	1	1	1
XPO5	1	1	121.508910042099	1	1	1	1
XRN2	1	1	202.536788814599	1	1	1	1
YAP1	1	1	1	1	1	1	299.705779184332
YBX3	268.275158077968	1	1	1025.06819633345	194.573442954508	1	1
YME1L1	1	1	98.3059309214738	1	1	1	497.537652586321
YPEL5	1	1	163.533132910966	1	1	1	279.06144803301
YWHAH	277.336870385973	1	396.28916627393	348.111273890499	1	1	1
ZBTB20	316.338654037612	236.781022263319	1	1	464.453360628772	579.946959202147	526.943556001372
ZBTB38	1	1	1	1	298.424576608228	310.902700720495	258.427012913543
ZC3H11A	1	1	201.557399114685	1	1	1	1
ZC3H15	1	1	221.923445808143	1	1	1	1
ZCRB1	1	138.524094734538	1	1	1	1	1
ZEB2	1	1	182.482768499742	359.325683421346	1	1	1
ZFHX3	1	1	201.424287564852	508.680549104949	1	1	295.408023762048
ZFP36L2	728.116821121616	111.07959648669	1163.59636876254	1	429.252313860371	420.628537737698	1
ZGPAT	1	105.919403631873	1	1	1	1	1
ZKSCAN1	1	119.869862056618	1	1	1	1	1
ZMAT2	1	1	176.523260281122	1	1	1	1
ZNF207	1	1	226.843948152126	1	1	1	1
ZNF331	300.666873078824	1	1	1055.17689891914	1	1	1
ZNF419	302.173634884959	265.675021458407	256.852123883771	1	1	1	1
ZNF511.PRAP1	1	295.823975113736	1	1	1	1	1
ZNF90	376.491234159651	85.5284887878447	426.283792845353	1	340.163364252002	263.127299259223	1
ZNHIT1	1	126.909131128782	1	1	1	1	1
ZWINT	1	1	122.034502409579	1	1	1	1
