NAME	LVECt	Other	LSEC	Hepatocytes	LVEC	Carcinoma
MAGED2	367.852514199295	1	1	1	1	1
MAL2	1	1	1	1	1	248.292102804328
MALL	302.156131853445	1	1	1	1	1
MAMDC2	232.192645383118	1	1	72.3838840624459	260.923344912921	231.358632563697
MAN1A1	1	1	1	93.2382128258355	1	1
MAN2A1	1	1	1	1	1	177.369831735232
MAOA	1	1	1	128.748722051144	1	1
MAP1B	270.738225271591	1	1	1	1	1
MAP1LC3B	267.239121928854	1	1	1	1	147.08006791384
MAP3K11	210.509979720303	1	1	1	1	1
MAP4	402.33037122462	1	1	1	285.690434935041	1
MAP4K4	349.279131992248	1	1	1	1	1
MARC2	1	1	1	127.15057693446	1	1
MARCKSL1	367.058191526417	1	1051.37721641725	1	356.391170132933	239.47741451475
MARCO	1	845.690575631706	1	1	1	1
MASP1	1	1	410.978407176525	50.2276297541899	1	1
MASP2	1	1	1	248.50963026894	1	1
MAT1A	1	1	1	731.306405535894	1	1
MATN2	1	1	1	1	326.582271364548	1
MATR3	347.80802190253	1	1	1	249.680692529776	210.475982076039
MBNL1	182.559022655607	287.780031041375	1	1	267.457569048062	1
MCAM	528.555414935292	1	389.997464049882	1	288.691206296224	1
MDH1	1	1	1	133.1199791332	1	218.204648986186
MDH2	1	1	1	176.61616649649	1	261.119071348396
MEF2A	197.429836672495	1	1	1	1	1
MEF2C	226.331443764733	1	253.286747219872	1	228.44840125046	1
METAP2	1	1	1	98.4457785999759	1	158.172731797878
METRNL	1	267.122900563789	1	1	1	1
METTL7A	1	1	1	380.647061954043	1	171.213365774034
MFSD1	1	285.253937567131	1	1	1	1
MGAT1	290.330419773575	336.290142543055	442.297278378339	1	234.837512081052	1
MGLL	1	1	1	1	1	162.899961462584
MGMT	1	1	1	108.988546484247	1	1
MGP	3335.82871070785	2172.8880659877	1	1	3973.40399005197	1
MGST1	1	1	1	1520.83281354451	1	1
MIDN	345.366698976342	1	1	1	342.809934557523	1
MKKS	1	1	1	1	1	219.464464472171
MKNK2	1	1	277.08551349186	1	317.78679133414	1
MMAB	1	1	1	97.0183920273615	1	1
MMADHC	1	1	1	110.86908921748	1	1
MMP2	478.955528826975	1	1	1	1	1
MMP24OS	1	1	1	1	1	144.518175225735
MMRN1	1	1	491.888834616594	1	324.620399395742	1
MMRN2	606.33388302349	1	323.100119238531	1	613.909758723072	1
MOB1A	1	299.751985005612	1	1	1	1
MORF4L2	213.283488393186	1	1	118.692450526907	1	260.789369439136
MPC1	1	1	1	260.68157076219	1	1
MPC2	1	1	1	409.738195347573	1	508.631316209143
MPEG1	1	493.107926775716	1	1	1	1
MPHOSPH8	1	1	1	1	1	200.618696950979
MRC1	1	1	1856.62887893464	1	315.761196982264	1
MRO	1	1	300.900515183348	1	1	1
MRPL13	1	1	1	1	1	136.359330789237
MRPL14	1	1	1	99.2229431431797	1	1
MRPL17	196.114197492951	1	1	1	1	1
MRPL33	340.415358254879	1	1	125.197634838038	236.321328934151	144.219653035953
MRPL34	1	1	1	161.954167560912	1	1
MRPL37	1	1	1	87.5997089919674	1	1
MRPL40	1	1	1	91.5187472082004	1	1
MRPL51	1	1	1	134.533252836002	1	164.174126157436
MRPL53	1	1	1	76.8691073962273	1	158.609170224646
MRPS21	1	1	1	75.9938152192105	1	217.937309722261
MS4A6A	1	900.63894745121	1872.97765136934	1	1	1
MS4A6E	1	889.916427516485	1	1	1	1
MSMO1	1	1	1	257.391891443152	1	1
MST1	1	1	1	114.065827542165	1	1
MT.ND6	1	1	437.489505520859	76.9335121816619	1	241.497972327716
MT1A	1	1	1	104.944881210804	1	1
MT1E	1	1	1	1899.80513860746	320.35978151089	1
MT1F	1	1	1	468.832739984508	1	1
MT1G	1	1	1	1820.00360084307	1	1
MT1H	1	1	1	406.739584704997	1	1
MT1M	1	1	1	339.500964460249	1	1
MT1X	1	1	1	1501.14847924346	1	1
MTCH2	1	1	1	142.938673785293	1	1
MTHFD1	1	1	1	237.811023917439	1	1
MTHFS	1	1	1	238.253851620173	1	1
MTPN	205.009895873185	1	1	1	1	144.724677197953
MTRNR2L6	1	1	1	68.0669843353949	1	150.528864088643
MTTP	1	1	1	138.58958581814	1	1
MTUS1	425.50871604752	1	1	89.7113384962386	1	1
MUT	1	1	1	150.563199897664	1	1
MVP	1	1	1	1	1	241.288806787151
MXD4	1	1	288.699713194988	1	1	1
MYC	303.797776083596	1	1	1	572.52061237776	1
MYCT1	332.216117697926	1	499.42331827111	1	446.147541881097	1
MYDGF	1	1	1	78.4017587204254	1	236.065918520108
MYH14	1	1	1	1	1	182.943757376065
MYL9	241.129188131488	815.997186741132	1	1	1	1
MYO10	253.145304090895	1	567.94777811796	64.6814319921081	247.979685993876	238.362105894342
MYO1B	1	1	1	194.77039489318	1	1
MYO1C	323.788819350355	1	372.441714365724	1	267.478591749644	244.568246449443
MYO6	1	1	1	1	1	232.712644660177
MZT2A	1	1	1	124.64133647618	1	260.849753894621
N4BP2L2	269.356364806741	1	1	1	1	214.453519723844
NAA38	280.785490186149	1	1	92.7633232610288	1	148.37150364105
NADK2	1	1	1	230.550488638073	1	1
NAMPT	1	445.127193108255	347.680517925128	146.328830391976	321.147740763835	1
NASP	1	1	1	1	293.11018681888	1
NAV1	216.563214151346	1	1	1	1	1
NAXE	1	1	1	75.2033266295586	1	165.399501004411
NBPF14	1	1	1	1	1	208.190946830158
NBPF19	1	1	1	1	1	201.195641049531
NCK2	1	1	1	1	1	145.794372502369
NCKAP1	211.757413379633	1	1	1	1	150.569866104676
NCOA4	194.299277747637	388.313410237657	1	212.148544715302	1	239.658676436514
NCOA7	1	1	1	1	312.855610955459	1
NCOR1	1	1	1	111.902767702858	1	1
NDFIP1	1	1	1	174.06823193172	210.197234643408	265.79305788694
NDRG1	707.124828521271	1	1	1	637.317727494291	256.921527955278
NDRG2	1	1	1	91.9166727995456	1	1
NDUFA12	189.785431412689	1	1	95.1123727605026	1	219.572489403022
NDUFA13	1	249.814823587782	1	165.83649761597	1	401.0712881481
NDUFA2	1	1	1	156.576225204045	1	236.55401898227
NDUFA3	1	1	1	126.681231034812	1	207.490091863996
NDUFA5	1	1	1	91.1157966661171	1	145.713120289564
NDUFA6	1	1	1	153.748626523435	1	212.05970932059
NDUFA9	1	1	1	86.0990203440554	1	1
NDUFAB1	184.788945719823	1	1	145.109244714153	1	211.72719108407
NDUFB1	1	1	1	148.284336515391	1	155.357050813569
NDUFB10	219.040223372259	1	1	162.139348674493	1	215.172433470302
NDUFB11	1	1	1	152.95679911527	1	247.827369866905
NDUFB3	1	1	1	127.578859066652	1	259.888298925446
NDUFB5	1	1	1	82.7275529156212	1	161.665311234675
NDUFB6	1	1	1	105.584094299918	1	197.977853834864
NDUFB7	238.391403359218	1	1	169.465828168095	1	292.617657532768
NDUFB9	216.616342393383	1	1	244.938374378695	1	374.204500269307
NDUFC2.KCTD14	148.618958324002	1	1	232.111431428271	267.54705011621	254.222121803378
NDUFS1	1	1	1	135.528678633913	1	168.701561540621
NDUFS2	1	1	1	97.9656656570764	1	164.203274048261
NDUFS3	1	1	1	111.461901093668	1	177.953823676133
NDUFS4	1	1	1	131.771167641451	1	228.305303491438
NDUFS6	1	1	1	138.051283024451	1	231.400101191334
NDUFS8	1	1	1	66.9049914552909	1	140.861653343167
NDUFV2	1	1	1	256.593947814751	1	249.415930810591
NECTIN2	278.401444474796	1	295.68622404216	1	1	1
NEDD9	783.292040879775	1	320.206830079096	1	510.575632178317	1
NES	439.527430335936	1	1	1	1	1
NET1	1	1	1	126.610966511586	1	1
NFE2L1	1	1	237.003742325058	1	250.563768205875	1
NFIA	1	1	347.43793925416	113.686243271319	366.315404015119	1
NFIC	288.814501284967	1	1	149.9648361474	1	288.796899363723
NID1	348.055861714404	1	782.262880717659	1	1	1
NIPBL	279.916262827231	1	1	1	1	184.636068986799
NIT2	1	1	1	143.708018385767	1	1
NKTR	248.521097179688	1	1	1	1	1
NNMT	1	1	1	841.301615366133	372.434415617534	1
NOL7	1	1	1	1	1	177.835778807237
NOP56	220.703159865288	1	1	1	1	173.621360889307
NOP58	1	1	1	1	1	156.665808137442
NOSTRIN	1	1	570.276094501001	1	404.087908791687	1
NOTCH2	1	1	1	1	1	148.80120099276
NPC2	1	1150.00320914599	552.849901807843	93.6342346646526	342.793391651528	1
NPIPA2	191.004707288284	1	1	1	1	1
NPIPB12	363.659684517581	1	1	1	1	439.420989562303
NPIPB13	230.886275574284	1	1	1	1	413.75257042816
NPIPB5	500.491782430852	1	1	1	1	557.610979744566
NPTN	185.794230864749	1	1	1	1	1
NR0B2	1	1	1	172.280120804	1	1
NR2F1	1	1	422.589740246213	1	1	1
NR2F2	1	1	477.553589852322	1	587.624622014834	262.780289953288
NR4A1	537.123773942311	478.466322278865	1	1	550.080731036307	1
NR4A2	1	623.541688581998	1	1	1	1
NR4A3	1	303.215039314994	1	1	1	1
NR5A2	1	1	289.478624113371	1	1	1
NRN1	1	1	1	1	217.773125536737	1
NRP1	335.82127678777	1	708.810202791669	1	320.670516011578	1
NRP2	259.519453734636	1	550.848344806015	1	1	1
NSMAF	1	1	1	83.2248636739115	1	162.800339927687
NTHL1	1	1	1	104.535776780669	1	1
NTN4	1	1	620.63305328538	1	231.14554142027	1
NUCB1	256.535653436638	1	289.414469614711	91.034246979885	230.623887332576	1
NUCB2	234.34906491625	1	421.097150399108	70.6774200935361	351.453579848836	130.282951764526
NUDT3	215.163018450408	1	1	1	233.341734640629	1
NUDT4	219.255045236179	1	1	1	1	147.894028691417
NUPR1	1	1	1	122.519860047218	1	1
OAF	1	1	1	200.144821690606	1	1
OAZ2	273.373243752211	1	1	1	221.302837268484	1
OCIAD1	251.016448441135	1	1	127.392518130995	1	210.681534894392
OCIAD2	1	1	1	202.763893418341	1	324.579015486111
ODC1	1	1	1	1	1	178.449426251883
OIT3	1	1	3642.65443053454	1	1	1
OPA3	242.706427750449	1	1	1	1	1
OPTN	1	1	1	81.1519231197898	1	157.371099030269
ORM1	1	1	238.854130124825	9903.83703501829	1	1
ORM2	1	1	1	2042.59379439362	1	1
ORMDL3	1	1	1	125.859767407932	1	1
OSTC	1	1	1	138.32493890605	1	161.253150471162
OXA1L	1	1	1	69.1989622795851	1	148.558156965349
PA2G4	226.803172243614	1	1	1	266.880145730628	172.092434959087
PABPC4	1	250.242730924708	1	1	1	1
PAFAH1B2	1	1	1	1	189.80687429094	1
PAH	1	1	1	582.162309311978	1	1
PAIP1	1	1	1	76.7294334891707	1	162.003426719142
PAIP2	218.879422134324	1	1	68.7419366273278	214.014487408896	1
PAK2	281.417012946956	1	1	1	196.974270450881	1
PALM	1	1	1	1	192.819065310295	1
PALM2.AKAP2	530.611861942819	1	509.944905749772	1	665.817695000722	1
PALMD	693.13753703813	1	1	1	330.572406604785	1
PAM	1	1	1	1	289.831287298553	1
PARK7	204.233417624661	282.796591563575	1	159.551621718923	1	182.609813812595
PARP14	290.758462774741	1	399.778634455411	1	1	1
PARP4	1	1	267.398557284473	1	1	1
PAWR	1	1	1	1	1	146.191084991557
PBLD	1	1	1	200.520102213758	1	1
PCBD1	1	1	1	322.211485710514	1	1
PCBP4	1	1	1	125.256939761315	1	1
PCCB	1	1	1	92.2983460056627	1	1
PCDH11X	1	1	1	112.413061975502	1	718.346658268572
PCDH11Y	1	1	1	1	1	277.399964732706
PCDH12	235.455713441569	1	1	1	1	1
PCDH17	526.982563576555	1	1	1	1	1
PCGF2	160.96853960412	1	1	1	1	1
PCK1	1	1	1	968.016674709346	1	1
PCK2	1	1	1	381.365753690635	1	1
PCM1	230.822758990138	1	1	1	267.486873248007	149.431346988348
PCNP	1	1	1	1	1	154.743444513731
PCSK6	1	1	1	86.6287344542941	1	1
PCYOX1	1	1	1	115.295193690875	1	1
PDCD4	1	1	1	1	270.78935643789	1
PDCD5	160.970551192435	1	1	96.617587102875	1	206.698969722106
PDE2A	1	1	664.355615148681	1	219.070078535346	1
PDGFB	254.16980101261	1	1	1	1	1
PDHA1	1	1	1	90.2435917806546	1	1
PDIA4	1	1	1	148.098221148733	1	169.97863977848
PDK4	269.092365581814	639.888327096491	1270.29517419219	387.593251777787	936.945284447296	1
PDLIM1	989.302930212795	1	1071.46588291632	114.57264637013	1255.89536590302	346.830590317375
PDLIM5	287.345316438263	1	1	113.748553102887	373.942032466426	167.982279635562
PDZK1IP1	1	1	1	1	1	418.933827141208
PECAM1	2232.85192183068	249.52121479728	481.877013417973	1	1513.63553774621	1
PECR	1	1	1	146.75176465304	1	1
PEMT	1	1	1	91.4962377987499	1	1
PEPD	1	1	1	92.8175134184026	1	1
PERP	1	1	1	173.827354304571	1	745.331211820961
PET100	1	1	1	99.2149748158555	1	230.265144679393
PEX11A	1	1	1	79.6879728915486	1	252.285440029105
PFKFB3	1	1	1	1	1	161.018360434514
PGLYRP2	1	1	1	204.703174938605	1	1
PGM1	1	1	1	221.590766078891	1	1
PGRMC1	1	1	1	544.918534286776	1	207.594039472987
PGRMC2	1	1	1	120.794530915054	1	1
PHACTR2	1	1	614.972284776517	1	1	1
PHB	1	1	1	105.965086368899	1	184.733472254344
PHB2	249.473265376012	1	1	151.811396473766	1	171.265863741222
PHC2	1	252.670865130533	322.188198357391	1	1	145.386639395466
PHF3	1	1	1	1	1	186.781112354644
PHGDH	1	1	1	120.455103008416	1	1
PHGR1	1	1	1	1	1	421.260261350203
PHIP	1	1	1	1	1	172.671444672703
PHLDA1	1	320.530438434923	1	1	1	1
PHPT1	1	1	1	1	1	165.967061366376
PHYH	1	1	1	341.469210079573	1	1
PICALM	558.335441922865	326.701115396609	1	1	326.11299357242	1
PIK3C2A	447.106493889094	1	1	1	1	1
PIK3R1	1	1	1	86.0551975008994	1	1
PIK3R3	345.399087334068	1	1	1	1	1
PIM3	1	1	347.833441849095	1	226.614975214024	1
PINK1	252.67950447625	1	1	84.9262394087381	1	1
PIPOX	1	1	1	242.996435783208	1	1
PKIG	312.432937810871	1	1	1	1	1
PKM	388.656861068076	641.700061595211	1	1	327.499329219044	539.946673955927
PLA2G16	1	1	358.105729292343	113.582737248759	214.011997514758	1
PLAC8	1	1	457.619743221313	1	1	1
PLAT	497.686777264416	1	1	1	1	1
PLAUR	1	356.814708427232	1	1	1	1
PLD3	1	551.917020711989	1	1	1	1
PLEC	606.835819164052	1	1	1	1	191.888328985266
PLEK	1	336.647867999078	1	1	1	1
PLG	1	1	1	384.110622251892	1	1
PLGLB2	1	1	1	282.479389970713	1	1
PLIN2	1	577.488721709206	466.044948886697	667.749333308133	1	1
PLK2	566.420644758381	1	259.206572058164	1	193.81870025285	1
PLOD1	254.113613981511	1	1	1	1	1
PLP2	1	1	1	1	1	243.994382853364
PLPP1	1889.88811903839	1	394.235766876683	1	1029.43054114634	1
PLPP2	1	1	1	1	1	211.489142893287
PLS3	362.911542937174	1	1	98.5884163852298	1	1
PLSCR1	1	1	1	1	241.420224970203	160.247543276712
PLTP	1	244.443832997744	911.938607810141	1	224.805048067441	1
PLVAP	2334.89858117784	1	1	1	658.76544247605	1
PLXDC2	1	350.905483770814	278.481186954447	1	1	1
PLXNB2	1	1	1	1	1	178.358578220838
PLXND1	293.767672963706	1	433.099407041464	1	1	1
PMEPA1	294.998330874489	1	1	1	1	378.749389442406
PNN	289.629929377289	1	1	1	277.596487659034	221.964170666225
PNP	737.454725355531	1	1	1	445.219283873252	1
PNPLA2	1	1	1	1	198.807719896454	1
PNPO	1	1	1	119.726178197168	1	1
PNRC2	229.176583003581	1	307.692190168806	1	211.431349149481	1
PODXL	1442.91494486388	1	1	1	1	1
POLD4	1	1	1	79.2987763021033	1	152.585624125329
POLDIP2	1	1	1	93.596418388143	1	1
POLR1D	1	1	1	1	1	162.327447460067
POLR2E	1	1	1	87.4034152560197	1	1
POLR2I	1	1	1	84.2348910076644	1	154.994451268305
PON1	1	1	1	383.883129355358	1	1
PON2	1	1	1	130.203350976491	1	290.36654180661
PON3	1	1	1	354.673442068851	1	1
POR	1	1	1	164.595480213252	1	1
PPA1	287.487903536267	1	1	130.548946294903	1	277.972644988074
PPARA	1	1	1	120.11230528232	1	1
PPCS	1	1	1	78.885159321965	1	1
PPFIBP1	1	1	710.145704979756	1	328.930460175552	1
PPIF	1	1	1	125.0286458359	1	1
PPIG	202.06316747343	1	1	80.1980807396592	254.800375091804	259.17908381584
PPM1G	1	278.067909294484	1	1	1	164.9020917281
PPP1CA	1	1	1	1	1	167.266745585732
PPP1CB	230.886598271355	278.903923721351	1	1	228.43055642459	210.818524908427
PPP1R11	1	1	1	1	1	156.755960798917
PPP1R12A	222.867330621704	1	1	1	1	1
PPP1R14B	1	1	1	1	1	199.409135233779
PPP1R18	204.206374469787	1	1	1	1	1
PPP1R1A	1	1	1	169.216459772075	1	1
PPP1R3B	1	1	1	129.265473577416	1	1
PPP2CB	1	1	1	71.9327468150786	231.210612371883	134.993824279047
PPP2R1A	1	1	1	1	1	151.083226645168
PPP4C	1	1	1	1	1	153.696812795697
PPT1	1	509.13458248919	1	1	1	1
PRCP	480.283989074576	1	1715.15227655143	1	632.135955096288	1
PRDX3	1	1	1	289.933557420488	1	162.573849574276
PRDX5	1	1	1	140.460262340558	1	322.752129969571
PRELID1	1	1	1	102.061471227906	1	202.758852668406
PREX1	284.747497503528	1	1	1	1	1
PRG4	1	1	1	268.555411918885	1	1
PRKCH	226.03508037144	1	1	1	282.36425451681	1
PRKCSH	1	1	1	1	1	127.232081575328
PROC	1	1	1	171.753530917585	1	1
PROS1	1	1	1	188.779153922599	246.255420881553	1
PROX1	1	1	1	89.962015225451	1	1
PRPF38B	1	1	1	1	1	187.933500491354
PRPF40A	159.146939548546	1	1	1	1	213.499049960352
PRPF8	186.504130656873	1	1	1	1	1
PRR13	1	1	1	84.0628603009014	1	194.253244831956
PRSS23	392.779245033048	1	543.964586385951	1	1407.37738550682	1
PRSS8	1	1	1	1	1	193.795488765839
PSAP	433.436427891957	3050.08952758777	921.118076647515	326.527383263353	773.726684996013	504.228466992783
PSAT1	1	1	1	107.104839370106	1	1
PSMA4	220.765599842162	1	1	90.2247884123198	255.482255864894	183.775172036748
PSMA5	1	1	1	94.0317819840488	1	1
PSMB6	240.61249197888	1	1	100.21089888714	1	174.555794244717
PSMB7	1	1	1	146.941335143037	1	199.943578031977
PSMC5	1	1	1	80.9271127845733	1	154.172799970368
PSMD7	1	1	1	1	1	150.164228335441
PSMD8	220.241580415946	1	1	106.103871991551	1	232.179859679795
PSME2	1	275.321550337825	1	113.649622939377	1	1
PTBP1	235.044813083511	1	321.565269775826	1	1	178.125044288462
PTCD1	1	298.071229326785	1	157.707732587701	1	379.984517917592
PTEN	1	349.655881564903	1	81.9449442152673	1	1
PTGR1	1	1	1	349.430327870876	1	1
PTMS	196.469419813899	1	1	254.433512457016	306.193798796086	1
PTP4A1	1	1	1	431.202321570213	1	549.209197073625
PTPN12	250.135274981263	1	1	1	205.644858441374	1
PTPRB	621.071185771553	1	1308.86819314323	1	1366.00522157398	1
PTPRC	1	422.725847447232	1	1	1	1
PTPRF	1	1	1	133.478659067762	1	399.651367902334
PTPRM	332.915253065411	1	1	1	1	1
PXDC1	237.957692558529	1	1	77.3482534973828	223.528233031924	1
PXDN	1	1	544.460148919325	1	1	1
PXMP2	1	1	1	249.373686170943	1	1
PYGO2	216.713998392002	1	319.035608861748	1	259.604171983694	144.414436883569
PYURF	245.736546272872	1	1	72.9166796046268	1	1
QDPR	1	1	1	125.686419282191	1	1
QKI	192.518373052392	232.614529094299	302.824439132309	1	262.642045090644	1
QPRT	1	1	1	135.193501301417	1	1
QSOX1	1	1	1	1	1	144.252821862819
RAB10	1	1	1	1	1	162.859044200756
RAB11A	425.227436657882	1	433.935710664759	1	464.660997407448	262.32814163612
RAB11FIP1	1	1	1	1	1	208.327874603
RAB13	369.209035207931	1	1	92.5211373954907	379.470923016121	163.33502653677
RAB14	165.093912441246	1	1	86.6823929882144	1	166.21352062616
RAB1A	269.714491229585	1	1	135.525946231571	1	192.55822631642
RAB25	1	1	1	1	1	177.325958228149
RAB31	1	626.676223093262	1	1	1	1
RAB3D	1	1	1	177.704019496679	1	292.124752993112
RAB4A	1	1	1	118.501326956412	1	1
RABAC1	207.009515278522	1	1	1	1	176.450135687144
RAD21	167.085397636917	1	1	1	1	160.60539493674
RAD23A	216.389244429824	1	1	78.2084351308878	1	207.318220065621
RAD23B	240.971770563984	1	1	111.334559991852	1	153.757648029491
RALA	180.723496890332	1	289.484043312699	1	1	1
RALB	264.014004920009	1	270.917668265751	1	253.180744041107	1
RALY	289.856891769993	1	1	1	1	162.46543905845
RAMP2	859.870140373053	1	310.137539558825	1	480.434518634988	1
RAMP3	1	1	430.824358970559	1	274.985103247192	1
RANBP2	210.876637744819	1	1	1	1	1
RAP1A	239.970352566384	252.325805868933	1	61.70373355528	1	1
RAP1B	306.185496241377	230.659644995911	1	1	213.187154870021	1
RAPGEF2	179.685345855858	1	1	1	1	1
RAPGEF5	226.421154686384	1	1	1	255.766776353024	1
RAPH1	1	1	1	1	233.900258194882	1
RARRES2	1	1	1	640.200527651489	1	220.231628332306
RASIP1	379.944767110692	1	313.11066356614	1	1	1
RBM17	292.388371937007	1	1	1	1	1
RBM25	213.197269584402	1	1	1	317.210103016711	219.415209979459
RBM47	1	1	1	1	1	142.967306239652
RBM8A	219.36306047508	1	1	1	1	124.666244165258
RBMS1	226.243892992659	1	375.828195660122	1	308.492951091476	1
RBMX	325.857556655661	1	1	1	1	160.091708830739
RBP1	1	1	408.688895451101	1	193.476414106847	1
RBP4	1	1	345.841410104599	8432.90265243898	1	1
RBP5	1	1	1	137.260146570384	1	1
RBP7	494.757911118747	1	1	1	1	1
RBPJ	1	248.870267011712	1	1	1	1
RBPMS	259.871462663428	1	1	1	1	223.06540115716
RCL1	1	1	1	99.3772028379811	1	1
RDH16	1	1	1	189.266204369545	1	1
RDX	719.048637197602	1	659.844058564495	61.9470956645725	563.944575855793	1
REEP6	1	1	1	269.647398281005	1	1
REL	1	351.996003642294	1	1	1	1
RELN	1	1	557.830669059986	1	1	1
RER1	1	1	1	102.982024512143	1	1
RFK	1	1	1	1	422.674298533051	1
RFLNB	1	1	493.258325972602	1	1	1
RFTN1	280.707663134542	1	1	1	1	1
RGCC	1379.48917584192	1	1	1	1	1
RGN	1	1	1	210.138641119541	1	1
RGS1	1	1959.77628450607	1	1	1	1
RGS10	1	301.99397262629	1	1	1	1
RGS2	1	1330.74581042712	1	1	1	217.720093798737
RGS3	448.715051978721	1	1	1	1	1
RGS4	1	1	1	1	1	272.384688959243
RGS5	1	908.61349840502	1	1	1	1
RIDA	1	1	1	748.164777348494	1	1
RIPOR1	415.718407195489	1	1	1	1	1
RNASE1	930.284623518368	1	942.695956536772	1	1644.91416631936	1
RNASE4	1	1	1	1300.28886747184	1	158.738736908872
RNASEK.C17orf49	221.895306004755	1	1	1	1	1
RND3	1	1	1	80.1346062261287	1	1
RNF130	1	442.037326725508	1	201.399235376557	1	182.718921756333
RNF145	252.986082569884	1	1	1	1	1
RNF181	1	1	1	121.36197887616	1	158.216548767195
RNF213	1	1	1	1	1	164.517889929007
RNF5	1	1	1	107.641561050764	1	199.213262546654
RNF7	1	1	1	88.9852883061514	1	157.271036032803
ROBO4	187.024570789044	1	558.869666820997	1	1	1
ROCK1	1	334.769204421802	1	1	1	1
ROCK2	416.868927844459	1	1	1	1	162.829636281939
ROMO1	227.53210072932	1	1	144.765581610261	1	463.320877291955
RPL22L1	1	1	1	1	1	200.49944063571
RPL7L1	1	1	1	68.3462910580727	216.26118104639	180.160184764549
RRBP1	1	1	387.790563506647	72.4802806463903	1	306.826632783326
RSL1D1	220.434073377202	246.454653996449	1	1	257.287820326388	218.337963618498
RSL24D1	1	1	1	1	1	137.50210460057
RSU1	190.233368146301	1	1	1	1	1
RTL8C	198.31834563739	1	1	1	1	1
RTN3	1	1	1	83.5903739187954	1	167.949197813504
RTRAF	200.740857721278	1	1	85.9220718314548	1	162.390834660641
RXRA	1	1	1	133.436370649495	1	1
S100A13	423.719301816759	1	1	1	254.115831287287	1
S100A14	1	1	1	1	1	345.230749553896
S100A4	1	740.782687435023	1	1	1	1
S100P	1	1	1	1	1	260.391335834036
S1PR1	764.862702327105	1	315.499851777655	1	409.495353997706	1
SAA1	1	1	1	439.442506264921	1	1
SAA2.SAA4	1	1	1	287.942561535912	1	1
SAA4	1	1	1	681.595246358171	1	1
SAMHD1	1	659.904050468395	309.459014959763	1	252.063085842752	1
SAR1A	227.635953058514	1	1	57.4698777473185	1	1
SAR1B	1	1	1	98.2227709389984	1	1
SASH1	283.725118171025	1	403.845915220571	1	297.921234670991	1
SAT2	1	1	1	215.099004324955	1	1
SC5D	1	1	1	122.982264987512	1	1
SCARB1	1	1	1	105.527494333295	1	1
SCCPDH	1	1	1	162.811624293863	1	1
SCD	1	1	1	591.716479147241	1	1
SCD5	1	1	1	1	1	163.731156843495
SCO2	1	341.235424360197	1	1	1	1
SCP2	1	1	1	608.865652286541	1	303.653174779912
SDC1	1	1	1	162.414760269533	1	298.487959311086
SDC2	1	1	1	241.440440667719	1	1
SDC4	1	1	1	136.852891567599	1	412.148249083279
SDHB	1	1	1	291.334361519684	1	162.395646789019
SDS	1	1	1	328.137401988175	1	1
SEC11C	1	1	1	155.897186044563	1	1
SEC14L1	625.486407129492	1	857.213229925612	1	766.067620792328	1
SEC14L2	1	1	1	102.655630043381	1	1
SEC31A	243.363100416997	1	1	69.0612223039281	296.434530558183	233.138917533648
SEC61G	306.434770639825	1	1	99.0150596182091	1	277.715305880468
SEL1L3	1	1	1	1	1	125.210403944985
SELENBP1	1	1	1	194.392857800183	1	275.15622511404
SELENOF	237.082342154999	1	1	91.5606707999563	211.273882264511	200.6313182954
SELENOK	1	235.172110801689	1	91.5345996049844	1	1
SELENOM	269.013852606945	1	1	1	1	1
SELENON	238.328494890022	1	1	1	186.466807005747	1
SELENOP	322.992235061275	528.52066037074	2435.76554608939	2127.41736697356	505.957224866437	289.02572779178
SELENOS	1	1	1	70.7165061694309	1	160.628827932847
SEM1	1	1	1	195.991241542652	274.118283870677	333.92006049247
SEMA6A	1	1	606.247942450342	1	191.331426759484	1
SEPHS2	1	1	1	334.864342147792	1	265.374903123832
SERINC1	391.612027638329	1	401.99682978353	61.5996006514791	342.597588971861	1
SERINC2	1	1	1	123.871944359221	1	321.368718797697
SERP1	1	347.333772083569	1	160.292068788711	210.342613328248	207.283702263096
SERPINA10	1	1	1	138.57584920991	1	1
SERPINA11	1	1	1	271.776974753518	1	1
SERPINA4	1	1	1	113.19280279289	1	1
SERPINA5	1	1	1	333.057693601906	1	1
SERPINA6	1	1	1	359.319527780178	1	1
SERPINA7	1	1	1	165.449038429305	1	1
SERPINB1	1	1	1	1	295.195922802561	212.294492405578
SERPINB6	390.134082553297	1	356.05291929933	1	317.616827655356	1
SERPINC1	1	1	1	2162.44300119432	1	1
SERPIND1	1	1	1	449.674437040406	1	1
SERPINE1	519.458977391677	1	1	1	1	1
SERPINE2	254.441807070293	1	1	1	1	1
SERPINF1	1	1	1	571.998526070854	1	1
SERPINF2	1	1	1	375.679895467013	1	1
SERPINH1	310.966941445525	1	349.811040749005	1	222.594933512029	1
SERTAD1	214.349488020711	1	1	1	1	1
SF3A3	219.398806257706	1	1	1	1	1
SF3B2	262.686803028001	1	1	99.8647833916961	1	193.233819310611
SF3B5	1	1	1	72.6332531303584	1	136.991615843474
SF3B6	226.858848516712	1	1	77.4086774144695	229.265678700516	181.208849642474
SFXN1	1	1	1	88.5231808254667	1	1
SGK1	740.613940100479	547.894009682615	964.729842938498	1	412.855926846057	1
SH2B3	284.725489183523	1	1	1	1	1
SH2D3C	208.515891477607	1	1	1	1	1
SH3BGRL	1	285.84644949987	1	1	1	1
